Physical Time (s),enth_flux_viscous_top Monitor (kg-m/s^3): top_cv1,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv2,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv3,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv4,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv5,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv6,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv7
2.4075,6.3460668934084575e-09,1.1157265890079169e-08,1.590845622572434e-08,2.0168036052669396e-08,2.434208399180588e-08,2.4702763300092285e-08,-1.6191199064789332e-08
2.41,6.2774863407859368e-09,1.1075595682224188e-08,1.5825374837599304e-08,2.0084677873380103e-08,2.4260132466320995e-08,2.4698996562046787e-08,-1.6203441886899828e-08
2.4125,6.2091120543068926e-09,1.0993718491654342e-08,1.5742512554602585e-08,2.0002260476119221e-08,2.4179740985495013e-08,2.4696954098747284e-08,-1.6211581281398058e-08
2.415,6.1409453034588492e-09,1.0911639652658542e-08,1.565987562995218e-08,1.9920806740609234e-08,2.4100942713284016e-08,2.4696687066801391e-08,-1.6215547198400391e-08
2.4175,6.0730254646239666e-09,1.0829393180359065e-08,1.5577480459386316e-08,1.9840327468593141e-08,2.402375700472062e-08,2.4698243104812812e-08,-1.6215273960448278e-08
2.42,6.0053433915426011e-09,1.0746953825055041e-08,1.5495272702829765e-08,1.976067742643577e-08,2.3947984394148292e-08,2.4701375705242406e-08,-1.6210984943230271e-08
2.4225,5.9379358681308198e-09,1.0664366731713415e-08,1.5413337486278566e-08,1.9682019565454635e-08,2.3873848985051087e-08,2.4706401224756555e-08,-1.6202321661049445e-08
2.425,5.8708105685130963e-09,1.0581660767114514e-08,1.5331769740951177e-08,1.9604579329837532e-08,2.3801661619991021e-08,2.4713664262907226e-08,-1.6188943166146484e-08
2.4275,5.8040030301919562e-09,1.0498863162528197e-08,1.525058218381431e-08,1.9528360527031824e-08,2.3731422654878485e-08,2.4723148206306246e-08,-1.6170969195518564e-08
2.43,5.7375155246665714e-09,1.0415933463160164e-08,1.5169633907746461e-08,1.9453126338956595e-08,2.3662830864157346e-08,2.473456634124336e-08,-1.6148773754686436e-08
2.4325,5.6713570758969302e-09,1.0332855505481695e-08,1.5088821834474072e-08,1.9378661545205352e-08,2.3595592431731466e-08,2.4747633686412918e-08,-1.6122688187267551e-08
2.435,5.6055521456612055e-09,1.0249670964553544e-08,1.5008164011972163e-08,1.9304888090633624e-08,2.3529547987589099e-08,2.4762128571158722e-08,-1.609290894720858e-08
2.4375,5.5401041528402351e-09,1.0166414611259106e-08,1.4927700906435646e-08,1.9231804239401597e-08,2.3464634316632987e-08,2.477783754735007e-08,-1.6059645320781673e-08
2.44,5.4754732877898626e-09,1.0083678720685097e-08,1.4848029663663457e-08,1.9160010900386481e-08,2.3401427963192659e-08,2.4795208374184585e-08,-1.6022524125573294e-08
2.4425,5.4114340150400897e-09,1.0001173757097332e-08,1.4768852656264032e-08,1.9089217649183196e-08,2.3339622195569688e-08,2.481385815949339e-08,-1.5982066742828845e-08
2.445,5.3477722286381156e-09,9.9186336064717652e-09,1.4689879667325622e-08,1.9019115564793655e-08,2.3278900390124778e-08,2.4833417167739915e-08,-1.5938795880483769e-08
2.4475,5.2845030072804759e-09,9.8360622451350865e-09,1.4611065576708899e-08,1.8949607331862385e-08,2.3219141440833096e-08,2.4853703590965878e-08,-1.5892995962385382e-08
2.45,5.2217244125333432e-09,9.753555436283513e-09,1.4532447671963761e-08,1.8880659109104444e-08,2.3160249671156416e-08,2.4874552176896682e-08,-1.5844929028511286e-08
2.4525,5.1594501469042191e-09,9.6711229135331501e-09,1.4453971828116743e-08,1.8812137992855553e-08,2.3102012557564862e-08,2.4895658315276929e-08,-1.5794982033325338e-08
2.455,5.0977351665285645e-09,9.5888103334656677e-09,1.4375616117866133e-08,1.8743948344556137e-08,2.3044268410380849e-08,2.4916764692008843e-08,-1.5743484111728383e-08
2.4575,5.0365843606136733e-09,9.5066106735410949e-09,1.4297310849395426e-08,1.8675953881549324e-08,2.2986828875353782e-08,2.493758204107417e-08,-1.5690831282425567e-08
2.46,4.9760161360283838e-09,9.4245288227605102e-09,1.4219003314251335e-08,1.8608036009259508e-08,2.2929517931629207e-08,2.4957821213492408e-08,-1.563742185067122e-08
2.4625,4.9160357147880792e-09,9.3425571351710372e-09,1.4140633789799351e-08,1.8540074028163882e-08,2.2872156428861001e-08,2.4977185736210176e-08,-1.5583691419018937e-08
2.465,4.8566330530927213e-09,9.2606752347511629e-09,1.4062132071274275e-08,1.8471937158200676e-08,2.2814552545559656e-08,2.4995386227646395e-08,-1.5530058255948676e-08
2.4675,4.7978322282051082e-09,9.1788989751139386e-09,1.3983464449649563e-08,1.8403527462862152e-08,2.2756551383860193e-08,2.5012184731020795e-08,-1.54768629208829e-08
2.47,4.739625312442293e-09,9.0972206571173072e-09,1.390458535523111e-08,1.833473322411024e-08,2.269798524227483e-08,2.5027324062376443e-08,-1.5424487253252488e-08
2.4725,4.6820551194058255e-09,9.0156958448386702e-09,1.3825521778345019e-08,1.8265516274144831e-08,2.2638742928675286e-08,2.5040601834661417e-08,-1.537323537523364e-08
2.475,4.6251413958965593e-09,8.9343600192965369e-09,1.3746284545668029e-08,1.8195835566558607e-08,2.2578716851482354e-08,2.5051802471752917e-08,-1.532342209614751e-08
2.4775,4.5689155602187418e-09,8.8532594596379271e-09,1.3666901428315862e-08,1.8125681698383976e-08,2.2517855976320715e-08,2.5060776257344412e-08,-1.5275284066750422e-08
2.48,4.5134185723228716e-09,8.7724526829634951e-09,1.3587419770191851e-08,1.8055076085525694e-08,2.2456149768788719e-08,2.5067435605854694e-08,-1.5228990447058878e-08
2.4825,4.4586642550326133e-09,8.6919701422089039e-09,1.3507860042708064e-08,1.7984013206766237e-08,2.2393569784981881e-08,2.5071697744567273e-08,-1.5184726305937691e-08
2.485,4.4047053514744328e-09,8.6118762017045296e-09,1.3428274578419802e-08,1.7912513774201339e-08,2.2330113400384363e-08,2.5073508318218022e-08,-1.5142620534075717e-08
2.4875,4.3515458859014301e-09,8.5321735889306598e-09,1.334861672360042e-08,1.7840490091304693e-08,2.2265655551489809e-08,2.5072712291069938e-08,-1.5102890630587016e-08
2.49,4.2992221943607787e-09,8.4528952700627696e-09,1.326889586050647e-08,1.7767935395621564e-08,2.2200169369329349e-08,2.5069163423384925e-08,-1.5065821815706066e-08
2.4925,4.2477540284577225e-09,8.3740930991077196e-09,1.3189199784363112e-08,1.7694877115891449e-08,2.213363876607086e-08,2.5062781235727605e-08,-1.5031581846470561e-08
2.495,4.1971732339450142e-09,8.2958467175387033e-09,1.3109665509498413e-08,1.7621424617805786e-08,2.2066133096399913e-08,2.5053707241268742e-08,-1.5000050824970798e-08
2.4975,4.1475144079109263e-09,8.2182095738336519e-09,1.303037707662206e-08,1.7547737268673238e-08,2.1997839804669896e-08,2.5042214279249454e-08,-1.4970906401414018e-08
2.5,4.0987685936733536e-09,8.141158045506806e-09,1.2951289125227282e-08,1.7473842202203167e-08,2.1928838999782649e-08,2.5028369553331002e-08,-1.4944049866531001e-08
2.5025,4.0509641166952869e-09,8.0647013934280919e-09,1.287235803407164e-08,1.739968095269916e-08,2.1859090837864798e-08,2.5012049930396651e-08,-1.4919649169488723e-08
2.505,4.0040840046462215e-09,7.9888232063500467e-09,1.2793530907503635e-08,1.7325122636062164e-08,2.1788448228430803e-08,2.4993052876334518e-08,-1.4897976559933622e-08
2.5075,3.9581656634764783e-09,7.9135854441849186e-09,1.2714886562090199e-08,1.7250203734026239e-08,2.1716924376792744e-08,2.497139280957379e-08,-1.4879074016777401e-08
2.51,3.9132033702638731e-09,7.8390186994068032e-09,1.2636518205897863e-08,1.7175037467986962e-08,2.1644631715162832e-08,2.4947246021516543e-08,-1.4862767399692849e-08
2.5125,3.8692318937488059e-09,7.7651900778526161e-09,1.2558557082748e-08,1.7099795986317022e-08,2.157174054274628e-08,2.4920838638158239e-08,-1.4848789721501842e-08
2.515,3.8262554696599889e-09,7.6921227134444045e-09,1.248106239749215e-08,1.7024581043729618e-08,2.1498364512233932e-08,2.4892347634154417e-08,-1.4836916230687533e-08
2.5175,3.7842942810745829e-09,7.6198444329886856e-09,1.2404069673927102e-08,1.6949465110706142e-08,2.1424617868590507e-08,2.4861963977528503e-08,-1.4826917705377071e-08
2.52,3.7433468018518098e-09,7.5483731796543934e-09,1.2327636171655532e-08,1.6874576813427988e-08,2.1350711989885783e-08,2.482996165922315e-08,-1.4818548868452412e-08
2.5225,3.7034286421963432e-09,7.4777361956211121e-09,1.2251783886642062e-08,1.6799906806706372e-08,2.1276615132030836e-08,2.4796412630716798e-08,-1.4811633804860278e-08
2.525,3.664522405879606e-09,7.4079123307767314e-09,1.2176460604024481e-08,1.6725403891368619e-08,2.1202282816709255e-08,2.4761315922883335e-08,-1.4806076338520322e-08
2.5275,3.6266381415566366e-09,7.3389200765304745e-09,1.2101709093939636e-08,1.6651167827243983e-08,2.1127884613097017e-08,2.4724799142554457e-08,-1.4801746586881502e-08
2.53,3.5897510667910272e-09,7.2707676802157652e-09,1.2027605655252155e-08,1.6577277010872067e-08,2.1053528639345385e-08,2.4686942070999433e-08,-1.4798598385555637e-08
2.5325,3.5538858516705776e-09,7.2035230427785334e-09,1.1954285890490273e-08,1.6503863046148525e-08,2.0979345318571056e-08,2.4647960924991941e-08,-1.4796440354405259e-08
2.535,3.5190466994757478e-09,7.1372238909782189e-09,1.1881838025486636e-08,1.6431083836821293e-08,2.090553240926908e-08,2.4608231828209247e-08,-1.4794789840395845e-08
2.5375,3.4852308861255146e-09,7.0718782544864974e-09,1.1810297093773754e-08,1.6359067229454707e-08,2.083228969826156e-08,2.4568145692324439e-08,-1.4793104224121218e-08
2.54,3.4524451975429164e-09,7.007487604004059e-09,1.1739664552460367e-08,1.628786561112055e-08,2.0759730830702101e-08,2.4527931217581245e-08,-1.4791040482575088e-08
2.5425,3.4206734492736897e-09,6.9440286423733634e-09,1.1669898739017769e-08,1.6217427477392854e-08,2.0687822735601881e-08,2.4487616136147335e-08,-1.4788499435544785e-08
2.545,3.3898866260364113e-09,6.8814720544511603e-09,1.1600953433230486e-08,1.6147687916518964e-08,2.0616501630798884e-08,2.4447153047143001e-08,-1.4785513840412357e-08
2.5475,3.360077580512109e-09,6.8198156121855979e-09,1.1532826019836232e-08,1.6078653703211699e-08,2.0545782690756279e-08,2.4406550220528026e-08,-1.4782046467029249e-08
2.55,3.3312249566564274e-09,6.7590470945357884e-09,1.146552169286898e-08,1.6010364334673235e-08,2.0475730715462123e-08,2.4365874376552342e-08,-1.4777988917504453e-08
2.5525,3.303304160237251e-09,6.6991519096641593e-09,1.139905041746551e-08,1.5942864661382531e-08,2.040643390189495e-08,2.4325265702536276e-08,-1.4773173132273325e-08
2.555,3.2762855933018474e-09,6.6401085759811451e-09,1.1333405936383802e-08,1.5876168183018664e-08,2.0337932616763452e-08,2.4284843844942654e-08,-1.4767408625971857e-08
2.5575,3.2501603746058186e-09,6.5819158870794573e-09,1.1268592876827605e-08,1.5810290752620912e-08,2.0270251530941638e-08,2.4244709051896845e-08,-1.4760538065955634e-08
2.56,3.2249112877278705e-09,6.5245647681195418e-09,1.1204607103222532e-08,1.5745235743687991e-08,2.020340170549813e-08,2.4204943537854813e-08,-1.4752445765539838e-08
2.5625,3.2005228244732585e-09,6.4680445645224665e-09,1.1141432465460849e-08,1.5680996993679697e-08,2.0137389494828973e-08,2.4165591178849681e-08,-1.4743051628732941e-08
2.565,3.1769758985795674e-09,6.4123371833918368e-09,1.1079032595179026e-08,1.5617538353250319e-08,2.0072187602699097e-08,2.4126653164353178e-08,-1.4732370752049589e-08
2.5675,3.1542467365016149e-09,6.3574191319472802e-09,1.1017371631723448e-08,1.5554823212749308e-08,2.0007765676209732e-08,2.4088133428096285e-08,-1.4720374429917032e-08
2.57,3.1323074783806213e-09,6.3032633609302511e-09,1.0956413350452125e-08,1.5492829090035546e-08,1.9944113355534525e-08,2.4050036312273888e-08,-1.4707033685573493e-08
2.5725,3.1111266384983563e-09,6.2498397893375145e-09,1.0896123418601267e-08,1.543153603694627e-08,1.9881225952937e-08,2.4012380361665333e-08,-1.4692320991313826e-08
2.575,3.0906781937760112e-09,6.1971207939606613e-09,1.0836460946460194e-08,1.537090309155076e-08,1.9819065452530708e-08,2.3975135543762506e-08,-1.4676243092400202e-08
2.5775,3.0709347420361533e-09,6.1450785311088516e-09,1.0777373168333357e-08,1.5310862108973511e-08,1.9757556558445879e-08,2.3938225027704335e-08,-1.4658876935867608e-08
2.58,3.051870947470801e-09,6.0936855728019521e-09,1.0718805494302738e-08,1.5251344888599527e-08,1.9696623567108132e-08,2.3901590212431806e-08,-1.4640289576041915e-08
2.5825,3.0334623319056552e-09,6.0429156540423972e-09,1.0660709208011946e-08,1.5192304022022065e-08,1.963622044864663e-08,2.3865181265240205e-08,-1.4620535622977875e-08
2.585,3.0156774418187024e-09,5.9927344979850154e-09,1.0603022803974882e-08,1.51336773604798e-08,1.9576291227406171e-08,2.3828951140303075e-08,-1.4599712517931373e-08
2.5875,2.9984832062735536e-09,5.9431067808468529e-09,1.0545687245872027e-08,1.5075402301917268e-08,1.9516770828534325e-08,2.3792842865712382e-08,-1.4577887825508846e-08
2.59,2.9818483448826524e-09,5.8940023554853072e-09,1.0488661011586661e-08,1.5017430347021394e-08,1.9457600301783141e-08,2.3756785970327907e-08,-1.4555148940062276e-08
2.5925,2.9657397199224139e-09,5.8453862931358091e-09,1.043189144865645e-08,1.4959696453941016e-08,1.9398700121797227e-08,2.3720689426637652e-08,-1.4531620428327373e-08
2.595,2.9501238804198877e-09,5.797219292669801e-09,1.0375297831920715e-08,1.4902099226713859e-08,1.9339954868760505e-08,2.3684405367613837e-08,-1.450744819064252e-08
2.5975,2.9349632645383959e-09,5.7494596952215042e-09,1.0318799755600773e-08,1.4844541029343503e-08,1.9281257491599809e-08,2.3647820281054568e-08,-1.4482781196904089e-08
2.6,2.9202233754023877e-09,5.7020747241696742e-09,1.0262344333037959e-08,1.4786958239751005e-08,1.9222530453299021e-08,2.3610851153728583e-08,-1.4457720139745537e-08
2.6025,2.905856066343122e-09,5.6550172912499277e-09,1.0205864286200621e-08,1.4729275727034222e-08,1.9163688235456073e-08,2.3573399073014981e-08,-1.4432392224431518e-08
2.605,2.8918178301816998e-09,5.608243471239153e-09,1.0149286142921638e-08,1.4671408498116036e-08,1.9104639650542885e-08,2.3535368344706808e-08,-1.4406973093428225e-08
2.6075,2.8781058679616414e-09,5.561750004693619e-09,1.0092582065472939e-08,1.4613318718177544e-08,1.9045342286845814e-08,2.349669885940318e-08,-1.4381524590403297e-08
2.61,2.8648716651127502e-09,5.5156899612733526e-09,1.0035888065518434e-08,1.4555135006657118e-08,1.8985908658247309e-08,2.3457486887419351e-08,-1.4355985854751634e-08
2.6125,2.8521574535464019e-09,5.4701082298114074e-09,9.9792311311284513e-09,1.4496873921489527e-08,1.8926331363985714e-08,2.3417682657751785e-08,-1.4330451308712973e-08
2.615,2.8399356753354224e-09,5.4249790951247271e-09,9.9225624005420432e-09,1.4438479790658498e-08,1.8866548972020531e-08,2.337717889663228e-08,-1.4305062500612391e-08
2.6175,2.8280649961278052e-09,5.3801651319875149e-09,9.8657272273146962e-09,1.4379789912559164e-08,1.8806398392108387e-08,2.3335803345753017e-08,-1.4280038455954633e-08
2.62,2.8164417783066098e-09,5.3355671232194924e-09,9.8086163443687377e-09,1.4320696120315063e-08,1.8745760188152697e-08,2.3293438666950486e-08,-1.4255524224502505e-08
2.6225,2.805024627159212e-09,5.291152325255101e-09,9.7511898295807596e-09,1.4261164216491686e-08,1.8684595914436069e-08,2.3250061739927543e-08,-1.4231586135515221e-08
2.625,2.7937969237915055e-09,5.2469133967867461e-09,9.6934312388412e-09,1.4201179934117669e-08,1.8622893417196046e-08,2.3205639609154097e-08,-1.4208292687784918e-08
2.6275,2.782729348444327e-09,5.2028341531219976e-09,9.6353270788236601e-09,1.4140737658657683e-08,1.8560650806535807e-08,2.3160158790738017e-08,-1.4185676683160413e-08
2.63,2.7717834789744622e-09,5.158888794158296e-09,9.5768485107101394e-09,1.4079815742654065e-08,1.8497856042364067e-08,2.3113618216456651e-08,-1.4163766545868861e-08
2.6325,2.7609341371040247e-09,5.1150658075757759e-09,9.5179777912831748e-09,1.4018399351371089e-08,1.8434506083926143e-08,2.3066024989764468e-08,-1.414259707626983e-08
2.635,2.7501633202653193e-09,5.0713628174248965e-09,9.4587146423300436e-09,1.3956491121520428e-08,1.8370608233008454e-08,2.3017398563744454e-08,-1.4122165039378491e-08
2.6375,2.7394349286065966e-09,5.0277587441591549e-09,9.399045225125027e-09,1.389409233987308e-08,1.8306169791852215e-08,2.2967746752892557e-08,-1.4102461468673114e-08
2.64,2.7287094172876844e-09,4.9842286764492335e-09,9.3389587896360161e-09,1.3831218770110345e-08,1.8241220490521711e-08,2.2917121363156629e-08,-1.4083463527356175e-08
2.6425,2.7179658147423841e-09,4.9407661415670741e-09,9.2784639220923045e-09,1.3767902082270404e-08,1.8175805509701809e-08,2.2865607941482016e-08,-1.4065089730967281e-08
2.645,2.7072253078037018e-09,4.897406835562056e-09,9.2176085101516414e-09,1.3704196441724308e-08,1.8109988010500089e-08,2.2813295265187615e-08,-1.4047257375630608e-08
2.6475,2.6966461224037855e-09,4.8543226962058221e-09,9.1565764771959453e-09,1.3640298518688206e-08,1.8043973927361906e-08,2.2760408447465613e-08,-1.4029737499972612e-08
2.65,2.6862732003025643e-09,4.8115716118609108e-09,9.0954350701214284e-09,1.3576299716401807e-08,1.7977872323080352e-08,2.2707073694564528e-08,-1.4012378570016647e-08
2.6525,2.6760986984062784e-09,4.769158639374595e-09,9.0342015959664421e-09,1.3512241350557969e-08,1.7911746891034794e-08,2.2653392735995604e-08,-1.3995074693222816e-08
2.655,2.6660112835368997e-09,4.7269864916346089e-09,8.9727916329888397e-09,1.3448056509740358e-08,1.7845557952299658e-08,2.2599374836339411e-08,-1.3977775299512819e-08
2.6575,2.6559247190609899e-09,4.6849828972260777e-09,8.9111534754076793e-09,1.3383720757183482e-08,1.7779317342277307e-08,2.2545085679611166e-08,-1.3960371956396946e-08
2.66,2.6458184631557553e-09,4.6431446877802598e-09,8.8493124455248866e-09,1.331928427326264e-08,1.7713098956580353e-08,2.2490651801598878e-08,-1.3942718404609339e-08
2.6625,2.6356672416725579e-09,4.6014643504732293e-09,8.7872938001213529e-09,1.3254807708584901e-08,1.7646971561348365e-08,2.2436187425572573e-08,-1.3924646745897687e-08
2.665,2.6254672951528577e-09,4.5599557795728541e-09,8.7251399789046663e-09,1.3190355649480949e-08,1.758101771402014e-08,2.2381810553769621e-08,-1.3905971682011222e-08
2.6675,2.615224980257765e-09,4.5186432751595257e-09,8.6629010044151438e-09,1.3126007384291258e-08,1.7515346603766801e-08,2.2327673661436009e-08,-1.388652457950723e-08
2.67,2.6049343745980723e-09,4.4775365451179825e-09,8.6006122256963533e-09,1.3061835648989951e-08,1.745006284798631e-08,2.2273935912915091e-08,-1.3866083998163269e-08
2.6725,2.594586418482464e-09,4.4366410492745419e-09,8.5382985855235859e-09,1.2997879934524336e-08,1.7385237399841181e-08,2.2220720850449932e-08,-1.3844482463024012e-08
2.675,2.5841745493940112e-09,4.3959712606436159e-09,8.4759881026094873e-09,1.2934190366280095e-08,1.7320950416703699e-08,2.2168164245922351e-08,-1.3821533448663704e-08
2.6775,2.5737174225512758e-09,4.3555574961709154e-09,8.4137249941739901e-09,1.2870839776199311e-08,1.7257302260095185e-08,2.211642515192522e-08,-1.3797030168752444e-08
2.68,2.5632215358642185e-09,4.3154039611634193e-09,8.3515332785958557e-09,1.2807873220386176e-08,1.719436239841784e-08,2.2065627282172083e-08,-1.3770812050607397e-08
2.6825,2.5527945251284728e-09,4.275539409053233e-09,8.2894590185777417e-09,1.274535405747799e-08,1.7132209400390781e-08,2.2015890699177961e-08,-1.3742687911297809e-08
2.685,2.5425096537471539e-09,4.2359856831153439e-09,8.2275352096213e-09,1.2683320083351145e-08,1.7070891843595763e-08,2.1967308254533983e-08,-1.371249042127664e-08
2.6875,2.5323905804370044e-09,4.1967554201565338e-09,8.1657847591977589e-09,1.2621801001854572e-08,1.7010457199396487e-08,2.1919979362572467e-08,-1.3680121098566458e-08
