Physical Time (s),enth_flux_enthalpy_right Monitor (W): right_cv1,enth_flux_enthalpy_right Monitor (W): right_cv2,enth_flux_enthalpy_right Monitor (W): right_cv3,enth_flux_enthalpy_right Monitor (W): right_cv4,enth_flux_enthalpy_right Monitor (W): right_cv5,enth_flux_enthalpy_right Monitor (W): right_cv6,enth_flux_enthalpy_right Monitor (W): right_cv7
7.19875,-9.9154629900547192e-07,6.0368056112501427e-07,4.8400951545537057e-07,4.5411196515465463e-07,4.8706998756264739e-07,5.2170133290474446e-07,4.8394258911338547e-07
7.199,-9.9343445507391234e-07,6.0546517721328815e-07,4.8266220875203722e-07,4.5244223184788362e-07,4.8579045705284922e-07,5.2229560552671082e-07,4.8502677323719119e-07
7.19925,-9.9526984101197344e-07,6.0735400049540967e-07,4.8128133473299838e-07,4.5081877947463325e-07,4.8459708486999855e-07,5.2288199252900236e-07,4.8611775346103539e-07
7.1995,-9.9704962044812061e-07,6.0932400824769296e-07,4.7997036026566681e-07,4.4924504225267738e-07,4.8351273564958738e-07,5.2343850198778351e-07,4.8721412520562917e-07
7.19975,-9.9879047445843375e-07,6.1121740635849113e-07,4.787338594477437e-07,4.4768595937741862e-07,4.8252640282046183e-07,5.2395331052545617e-07,4.8834410042812046e-07
7.2,-1.0005037164315698e-06,6.1302867298252649e-07,4.7760371427612439e-07,4.4612261232642609e-07,4.8165445779481246e-07,5.2440899483721978e-07,4.8949495416388494e-07
7.20025,-1.0021709992317853e-06,6.1482784350298248e-07,4.7653276019160526e-07,4.4458141228384319e-07,4.8084478054975756e-07,5.2482955280050224e-07,4.9067406287405367e-07
7.2005,-1.0038206899721548e-06,6.1657090850202391e-07,4.7549831674757134e-07,4.4305844988006843e-07,4.8006435660568028e-07,5.252334334417512e-07,4.9190179525158695e-07
7.20075,-1.0054573045404818e-06,6.1824883179581092e-07,4.7449037123598918e-07,4.4157035015978864e-07,4.7932669607293385e-07,5.2563701814062115e-07,4.9319970802591645e-07
7.201,-1.0070818851574174e-06,6.198218625360127e-07,4.7353119278148309e-07,4.4010863014099022e-07,4.7863797184321955e-07,5.2605927226671235e-07,4.9455153649387935e-07
7.20125,-1.0086978486240693e-06,6.2131703663051793e-07,4.7263990259374097e-07,4.3871473171740191e-07,4.7797556161595081e-07,5.2651108468113089e-07,4.9595344801348847e-07
7.2015,-1.010310685756612e-06,6.2277002141318392e-07,4.7188492523914333e-07,4.3738932486193158e-07,4.7734276279283065e-07,5.2701329839120826e-07,4.9740292252727145e-07
7.20175,-1.0119214135799042e-06,6.2425593024530637e-07,4.7119352672384562e-07,4.3607017523847319e-07,4.7674964205099012e-07,5.2757711023834725e-07,4.9889195632942302e-07
7.202,-1.0135301690689582e-06,6.2578371377453032e-07,4.70464607382792e-07,4.3474049207196977e-07,4.7618902875923735e-07,5.2816958429856214e-07,5.0040756275567262e-07
7.20225,-1.0151261885486461e-06,6.2733637440212225e-07,4.6969050341373519e-07,4.3334322839854859e-07,4.7564438391631443e-07,5.287446781766162e-07,5.019216813967606e-07
7.2025,-1.0167190154090191e-06,6.2890565815692028e-07,4.6891752741443106e-07,4.3184343601538255e-07,4.7506598237148272e-07,5.2925433688401632e-07,5.0339784600965844e-07
7.20275,-1.0183306884902701e-06,6.3048424683461477e-07,4.6823626803153613e-07,4.302133038351584e-07,4.7445233529640866e-07,5.2970606631498441e-07,5.0483037281734526e-07
7.203,-1.0199605048786608e-06,6.3198122518875454e-07,4.6764818170412589e-07,4.2850715752028726e-07,4.7381204605275839e-07,5.3012138090426544e-07,5.0622113915364102e-07
7.20325,-1.0216228540489485e-06,6.3336110701160678e-07,4.6707820879368288e-07,4.2676595249922733e-07,4.7314154532637228e-07,5.3050459556458821e-07,5.0758314005714461e-07
7.2035,-1.0233120197370246e-06,6.346230466607058e-07,4.6642836524709796e-07,4.2499643211982576e-07,4.7244615497277769e-07,5.3086838274419356e-07,5.089303344525006e-07
7.20375,-1.0250287239336322e-06,6.357528693640331e-07,4.6570685142744016e-07,4.2322857165640179e-07,4.7175321375720471e-07,5.3120306806202907e-07,5.1024759148294246e-07
7.204,-1.0267807156196068e-06,6.367528329271523e-07,4.6500094193907072e-07,4.2143393806289053e-07,4.7103195558261986e-07,5.3150141435779684e-07,5.115255921707399e-07
7.20425,-1.0285725918682956e-06,6.3764618030697306e-07,4.6438993444443593e-07,4.1968846957687271e-07,4.7028760134859365e-07,5.3176274372124187e-07,5.1277795733303511e-07
7.2045,-1.0304073743765313e-06,6.384902141081141e-07,4.637983551218788e-07,4.179316166763336e-07,4.6953437877288251e-07,5.3198812807967645e-07,5.1402175915499869e-07
7.20475,-1.032300022970944e-06,6.393173803516198e-07,4.6318483827260455e-07,4.1609625836327428e-07,4.6874846063586259e-07,5.3215512098934878e-07,5.1526355018142279e-07
7.205,-1.0342625047661469e-06,6.4007756685613078e-07,4.6250669665920419e-07,4.1415731485884836e-07,4.6789026750121587e-07,5.3224322996093121e-07,5.1646670480866127e-07
7.20525,-1.0363123610037312e-06,6.4073927509964053e-07,4.6173414537715581e-07,4.1215812838446719e-07,4.6696469192634495e-07,5.3221066119590812e-07,5.1761224792229467e-07
7.2055,-1.038448348358377e-06,6.4127314293282054e-07,4.6091207070714965e-07,4.1012406422698804e-07,4.6596653548106962e-07,5.3202619351350842e-07,5.187175808054352e-07
7.20575,-1.0406672908985946e-06,6.4168670643638797e-07,4.6003862775868135e-07,4.0810331680053605e-07,4.649366938830688e-07,5.3169976242086411e-07,5.1978614726514897e-07
7.206,-1.0429720832225112e-06,6.4201024474047742e-07,4.591351471773796e-07,4.0617774208293762e-07,4.6391202255789201e-07,5.3124813777784339e-07,5.2081391661577372e-07
7.20625,-1.045367299317429e-06,6.422179628209022e-07,4.5823910573689218e-07,4.0429007000724575e-07,4.6288669103529655e-07,5.3070046654037828e-07,5.2176674870994331e-07
7.2065,-1.0478444189561117e-06,6.4228073268560918e-07,4.5734598544804834e-07,4.0240954269064726e-07,4.6185428411547139e-07,5.300813886639805e-07,5.2264750161740139e-07
7.20675,-1.050389378572464e-06,6.4218831826763027e-07,4.5642141479399005e-07,4.0045946860320965e-07,4.6078680399337216e-07,5.2943157083771191e-07,5.2346448523638844e-07
7.207,-1.0530011810067922e-06,6.4194886897680715e-07,4.554326903811182e-07,3.9841971669037983e-07,4.5963037222715483e-07,5.2879616804862763e-07,5.2422133698634371e-07
7.20725,-1.0556765963305577e-06,6.4159338059440468e-07,4.5433615459410859e-07,3.9632586315177574e-07,4.5839410411020928e-07,5.282139757377071e-07,5.2490213899909926e-07
7.2075,-1.0584123074347172e-06,6.4112458916280771e-07,4.5317638250725499e-07,3.9422500116204198e-07,4.5714237341092449e-07,5.2772258494900684e-07,5.2551271150377881e-07
7.20775,-1.0612164740071256e-06,6.4053822613437904e-07,4.519617984277278e-07,3.9214754802101354e-07,4.5589523097009361e-07,5.2735080076774353e-07,5.2606797684833115e-07
7.208,-1.0640917801317297e-06,6.3981158685095078e-07,4.5069326041189115e-07,3.9014432071254013e-07,4.5468077543445463e-07,5.2710681965586996e-07,5.2659830967624291e-07
7.20825,-1.0670105977819125e-06,6.3892447685092061e-07,4.4944278228081139e-07,3.8821244678928201e-07,4.5348719176371063e-07,5.2699184116359503e-07,5.2710314760259479e-07
7.2085,-1.0699592559128928e-06,6.37873705326103e-07,4.4823074434862032e-07,3.8634399563746312e-07,4.522974698660838e-07,5.2699056563950127e-07,5.2758455817049093e-07
7.20875,-1.0729475495675177e-06,6.3668225071944741e-07,4.4704326878386918e-07,3.8450414414930552e-07,4.511255112129405e-07,5.2708096468079964e-07,5.280795856643176e-07
7.209,-1.0759751835841159e-06,6.3543170745604743e-07,4.4587517031024241e-07,3.8262985281478457e-07,4.4997780450669451e-07,5.2722821859807915e-07,5.2857808132046212e-07
7.20925,-1.0790100857679027e-06,6.3415997232883689e-07,4.4471769317223089e-07,3.8070365308758393e-07,4.4884468404586295e-07,5.2741682774020343e-07,5.2910634079685277e-07
7.2095,-1.0820431359017549e-06,6.3283525399670799e-07,4.4355608489815723e-07,3.7872268697199227e-07,4.4769970682042808e-07,5.2762254055175309e-07,5.2966242411017204e-07
7.20975,-1.0850826233950517e-06,6.3140140528080234e-07,4.4240371745617767e-07,3.7668970491703223e-07,4.465105059931839e-07,5.2780228581306796e-07,5.302212425752241e-07
7.21,-1.0881104425862855e-06,6.2982745597866764e-07,4.4127799457830404e-07,3.7466018283626083e-07,4.4530391005830921e-07,5.2790603459620683e-07,5.3081531959698273e-07
7.21025,-1.0910933556041024e-06,6.2813685307420223e-07,4.401803650301916e-07,3.72748932557722e-07,4.4412798358671387e-07,5.279095353639722e-07,5.3148941470039804e-07
7.2105,-1.094047025536037e-06,6.2631290464721189e-07,4.3913271355670598e-07,3.7096499200836375e-07,4.4299364336140869e-07,5.2780829978532531e-07,5.3226009091383953e-07
7.21075,-1.0969883423892253e-06,6.2433809314772404e-07,4.3817191144302476e-07,3.6921209749137153e-07,4.4187533403826699e-07,5.2763018386034634e-07,5.3315801006700102e-07
7.211,-1.0999343812626651e-06,6.2220283569330373e-07,4.3730759693229704e-07,3.6749573340474163e-07,4.4077176985839463e-07,5.2740770787980119e-07,5.3418509268541888e-07
7.21125,-1.1028856857165597e-06,6.1993315879736896e-07,4.3653072472483885e-07,3.6584852676455244e-07,4.3971368029980209e-07,5.2720482013402044e-07,5.3532185965905026e-07
7.2115,-1.1058419814387823e-06,6.1754492766605032e-07,4.3580857237307084e-07,3.6430861327940775e-07,4.3871533534641849e-07,5.2706689382694268e-07,5.3656434835407674e-07
7.21175,-1.1087969801545189e-06,6.1509207319037149e-07,4.3513952688255115e-07,3.628529998968654e-07,4.3775039476317807e-07,5.2699229506052992e-07,5.3791179601621992e-07
7.212,-1.1117575017666842e-06,6.1256918171297239e-07,4.3449986833481214e-07,3.614545305609947e-07,4.3672932536348387e-07,5.2698129293046485e-07,5.393660116107363e-07
7.21225,-1.1146824577601037e-06,6.0996794135787793e-07,4.3390423538759031e-07,3.6013864032913682e-07,4.3563554319676521e-07,5.2702875009049361e-07,5.4090022791994719e-07
7.2125,-1.1175689883323303e-06,6.0725564314199641e-07,4.3339544656611167e-07,3.5896176684459077e-07,4.3445092661126143e-07,5.2713173149436476e-07,5.4249333054982893e-07
7.21275,-1.1204394700074744e-06,6.0443926259408911e-07,4.3298840777539345e-07,3.5787213326802751e-07,4.33186854119294e-07,5.272975785713139e-07,5.4412440669902159e-07
7.213,-1.1233104473150084e-06,6.0150174587011635e-07,4.3267427592909955e-07,3.5683377607397746e-07,4.3185490468878352e-07,5.2752894538723752e-07,5.4578758437953957e-07
7.21325,-1.1261851562514653e-06,5.9839120674159728e-07,4.3241837638134333e-07,3.558163064632399e-07,4.3045971795806926e-07,5.2781601924169506e-07,5.4746625702904713e-07
7.2135,-1.1290953237572458e-06,5.9513803427625951e-07,4.3218409740710646e-07,3.5487116634503315e-07,4.2904369418960731e-07,5.2816231311408767e-07,5.4910050245354758e-07
7.21375,-1.1320307365625599e-06,5.9171679084128626e-07,4.3194110762851516e-07,3.5396789749492827e-07,4.2765672959072586e-07,5.2856995016490827e-07,5.5066509514613964e-07
7.214,-1.1349827498003086e-06,5.8812294258471736e-07,4.3168740440437218e-07,3.530766256102906e-07,4.2631968204722249e-07,5.2902899636671368e-07,5.5214575222144313e-07
7.21425,-1.1379446671089609e-06,5.8436150035293244e-07,4.3141646523600161e-07,3.5220718777341076e-07,4.2502480312425887e-07,5.2952489263787728e-07,5.5354763537021806e-07
7.2145,-1.1409268146286492e-06,5.8042696620001282e-07,4.3110858271190694e-07,3.5135160985105153e-07,4.2375415874659529e-07,5.3001635929567565e-07,5.5487594375451181e-07
7.21475,-1.1439386146530936e-06,5.7633753983451296e-07,4.3077527262300395e-07,3.5049218994217212e-07,4.2249753535120351e-07,5.3048426579588109e-07,5.561375745452171e-07
7.215,-1.1469839763198516e-06,5.7209218595649906e-07,4.3041939541062896e-07,3.4965762532395022e-07,4.2129077252764285e-07,5.3087354121500674e-07,5.5734914150723224e-07
7.21525,-1.1500644199161818e-06,5.6769326870971813e-07,4.3005027070794113e-07,3.4882549716456183e-07,4.2013636157434296e-07,5.3111792718584909e-07,5.5848467757172271e-07
7.2155,-1.1531815121655368e-06,5.6312170707586665e-07,4.2970160920546542e-07,3.4799319483926849e-07,4.1897478666717656e-07,5.3118847286375761e-07,5.5957423915729418e-07
7.21575,-1.1563236887094191e-06,5.5837135040311343e-07,4.2934012523614213e-07,3.4712581377386314e-07,4.1777274773121249e-07,5.3109867799495344e-07,5.6063632991059001e-07
7.216,-1.1594618751042786e-06,5.5349861210305132e-07,4.2891126308905564e-07,3.4619128819842945e-07,4.1648505634645099e-07,5.3086477098961524e-07,5.6168264575715375e-07
7.21625,-1.1626007453489665e-06,5.485504148449872e-07,4.2840047724224595e-07,3.452673700520612e-07,4.1513914983621055e-07,5.3050951281343394e-07,5.6271767168549007e-07
7.2165,-1.1657587147491802e-06,5.4352860365333638e-07,4.2782856668908483e-07,3.4436833081170303e-07,4.1378248143610073e-07,5.3008218519262363e-07,5.6376436736835147e-07
7.21675,-1.1689312259194899e-06,5.3840050658561914e-07,4.2722374798242446e-07,3.4342565795132173e-07,4.1243445250380175e-07,5.2963212054001011e-07,5.6484296737153616e-07
7.217,-1.1721117375164736e-06,5.3321092810017782e-07,4.2658845547262587e-07,3.4245675446678306e-07,4.1109212183082394e-07,5.2919032054561795e-07,5.6590899726975011e-07
7.21725,-1.1753084331109079e-06,5.2794280869300426e-07,4.2592786028861618e-07,3.4146041620395909e-07,4.0976912518929736e-07,5.2879744092985239e-07,5.6697645876696142e-07
7.2175,-1.1785319068249073e-06,5.2258910142599854e-07,4.2524261778901011e-07,3.4047895391405819e-07,4.0848257964619217e-07,5.2844941008660602e-07,5.6805012183402307e-07
7.21775,-1.1817488334148683e-06,5.1712194574106974e-07,4.2454003043861909e-07,3.3950698974373239e-07,4.0723747643532294e-07,5.2813592724702494e-07,5.6914619829849649e-07
7.218,-1.1849564396690609e-06,5.1148890218587712e-07,4.2381656138703986e-07,3.3854055436473722e-07,4.0605265678685e-07,5.2785801430746027e-07,5.7026048003227266e-07
7.21825,-1.1881737456917363e-06,5.0574935641364005e-07,4.2306912727174569e-07,3.375911358997305e-07,4.0488371104859288e-07,5.2761759366740459e-07,5.7139148183404852e-07
7.2185,-1.1914121793764536e-06,4.9987624912962653e-07,4.2229924703810016e-07,3.366638232454469e-07,4.0374157242464109e-07,5.2740586711769356e-07,5.7254593162659705e-07
7.21875,-1.1946470868562845e-06,4.9398220713215174e-07,4.2149095410862045e-07,3.3578769947901437e-07,4.0264383215307711e-07,5.272052355860812e-07,5.7367506320220346e-07
7.219,-1.1978974460613329e-06,4.8801962003974178e-07,4.2063107739624187e-07,3.3498450707037752e-07,4.0160836384692707e-07,5.2699740897039484e-07,5.7476824643641371e-07
7.21925,-1.2011635113019409e-06,4.8205688336811563e-07,4.1974515119271145e-07,3.342779119214073e-07,4.0060028680255716e-07,5.2678274075056907e-07,5.7587462022489986e-07
7.2195,-1.2043990403680102e-06,4.7601619244726897e-07,4.1883654560057524e-07,3.3354595610783843e-07,3.9964287024017665e-07,5.2657502072081316e-07,5.7701030003966913e-07
7.21975,-1.2075705968383193e-06,4.699321120368794e-07,4.1788976465538506e-07,3.3280737790267093e-07,3.9872190297549611e-07,5.2639351725192808e-07,5.7818831951249634e-07
7.22,-1.210690638335902e-06,4.6368505162703105e-07,4.1692223352543762e-07,3.3210553736676689e-07,3.9779861437466113e-07,5.2626689390190715e-07,5.7943401472049093e-07
7.22025,-1.2137805378717735e-06,4.5731887014532179e-07,4.1593027160624204e-07,3.3140633084158986e-07,3.9690248407566458e-07,5.261927412540909e-07,5.8079023376599355e-07
7.2205,-1.2168388480622597e-06,4.5080677109132385e-07,4.1490584485919297e-07,3.3072910775942167e-07,3.9603981139915686e-07,5.2614144532295685e-07,5.8221062588403094e-07
7.22075,-1.2198580274565756e-06,4.4414570848182422e-07,4.1386059207789024e-07,3.3002209671321669e-07,3.9522483041185342e-07,5.2608179570294858e-07,5.8367873104952776e-07
7.221,-1.2228254214958857e-06,4.3736242367275793e-07,4.1281693244899639e-07,3.2934560200506399e-07,3.9456301147721098e-07,5.2598988651994289e-07,5.851988764156311e-07
7.22125,-1.2257294726113212e-06,4.3045771635912035e-07,4.117755784562319e-07,3.2879903457481183e-07,3.9405646478991138e-07,5.2586982459119473e-07,5.867710769708942e-07
7.2215,-1.2285459521252546e-06,4.2347585371663849e-07,4.1072591370772136e-07,3.2835768586955955e-07,3.9359424462580934e-07,5.2570875331758949e-07,5.8839429237428204e-07
7.22175,-1.2313040866103137e-06,4.1643887484371949e-07,4.0967751152334611e-07,3.2799982848690194e-07,3.9310093679347918e-07,5.2549787510724772e-07,5.9005146170555883e-07
7.222,-1.2340242457026216e-06,4.0937795618614727e-07,4.0862070283440471e-07,3.2774316160306303e-07,3.925477562125848e-07,5.252446523744875e-07,5.9173351653347513e-07
7.22225,-1.2367190401123502e-06,4.0231221642272979e-07,4.0754165322618281e-07,3.2756890288849103e-07,3.9192906122431155e-07,5.2496177009827326e-07,5.9338138210191132e-07
7.2225,-1.2393767076048675e-06,3.9528955135590853e-07,4.0643008866488499e-07,3.2743150429843371e-07,3.9128088804943886e-07,5.2468352372762669e-07,5.9500220482456918e-07
7.22275,-1.2419796722032255e-06,3.8829284169841342e-07,4.0526845058665694e-07,3.2730824665924312e-07,3.9062863511375559e-07,5.2442227639711311e-07,5.9661685640430787e-07
7.223,-1.2445132005201053e-06,3.8125626200843476e-07,4.0405630017752064e-07,3.2727415581530974e-07,3.9004918191264981e-07,5.2420851742824437e-07,5.9823557320659475e-07
7.22325,-1.2469648299174473e-06,3.74191052557747e-07,4.0278448585314998e-07,3.2731356260182044e-07,3.8957645782853659e-07,5.2404834419177409e-07,5.9988196032442459e-07
7.2235,-1.2493449739282171e-06,3.6708516583965913e-07,4.0146800061825682e-07,3.2742875329866545e-07,3.8922272391505956e-07,5.2394199585196792e-07,6.0156615376908921e-07
7.22375,-1.2516798376303135e-06,3.5996850763228368e-07,4.0011238452124848e-07,3.2763705440132293e-07,3.8906325064286275e-07,5.2389356375636529e-07,6.0328147655474352e-07
7.224,-1.2539851340579591e-06,3.5283289691801784e-07,3.9872234897944766e-07,3.2790081114165943e-07,3.8904239475477057e-07,5.2388863442876483e-07,6.0498195259004113e-07
7.22425,-1.2562737601005282e-06,3.4569447506465641e-07,3.9730768783354551e-07,3.2817094189469097e-07,3.8928874753901616e-07,5.2389786024723848e-07,6.0668446250249427e-07
7.2245,-1.2585349085619211e-06,3.3857107716008926e-07,3.9586275106317053e-07,3.2838827505516348e-07,3.899242522773808e-07,5.2392120632258797e-07,6.0840345073519357e-07
7.22475,-1.2607431301392004e-06,3.3147524311123433e-07,3.9438620258849008e-07,3.2857025380450845e-07,3.9076844362465854e-07,5.2394829362559199e-07,6.1015060505585088e-07
7.225,-1.2628956697924947e-06,3.244304499372745e-07,3.9286769229736208e-07,3.2879387760104468e-07,3.9161273312130005e-07,5.2399048393932277e-07,6.1194676799040635e-07
7.22525,-1.2650105221703182e-06,3.1748438956412431e-07,3.9132191068288308e-07,3.2907036821275851e-07,3.9229726470650765e-07,5.240396304771261e-07,6.1380457091715596e-07
7.2255,-1.2671043713474228e-06,3.1064781124660596e-07,3.89772958941581e-07,3.294083125152214e-07,3.9277436260190493e-07,5.24070848922329e-07,6.1569184598489153e-07
7.22575,-1.2691906934177381e-06,3.0389804433878333e-07,3.8822804058494392e-07,3.29795839066162e-07,3.9311179975168734e-07,5.2408602561921201e-07,6.175981772939886e-07
7.226,-1.2712775743771333e-06,2.9716998806844833e-07,3.8668135664990187e-07,3.3020639933988246e-07,3.9338179352145951e-07,5.2409804515466704e-07,6.1953235330354305e-07
7.22625,-1.2733585730689973e-06,2.9045215618801865e-07,3.8514239139410501e-07,3.3062914441825249e-07,3.9365155547203072e-07,5.2411109766084251e-07,6.2150470950643479e-07
7.2265,-1.2753811712944728e-06,2.8372448603682377e-07,3.8361570309878566e-07,3.3106493618785874e-07,3.9396693649089639e-07,5.2414613200982499e-07,6.2353539651342077e-07
7.22675,-1.2773240524583008e-06,2.7699801969073109e-07,3.8211379164854566e-07,3.315337658865986e-07,3.9433381343546136e-07,5.2423120990775528e-07,6.2563635652225452e-07
7.227,-1.2792200120933345e-06,2.7030009945108276e-07,3.8063460220116144e-07,3.320166761381103e-07,3.9473487238905502e-07,5.2435527228060525e-07,6.2780461431795833e-07
7.22725,-1.2811094540453727e-06,2.6365122572089238e-07,3.7916214472432393e-07,3.3249901146739183e-07,3.9514366921916935e-07,5.2449320665805814e-07,6.3001110080797005e-07
7.2275,-1.2830032526523394e-06,2.5706832585135834e-07,3.7766458207847994e-07,3.3301550375696406e-07,3.9554010221106468e-07,5.2461887775783593e-07,6.3225022386045898e-07
7.22775,-1.2849199791587271e-06,2.5054289377499325e-07,3.7612564563404042e-07,3.3357564900883306e-07,3.9593615017350702e-07,5.247184061968496e-07,6.3452914145906524e-07
7.228,-1.2868518674422053e-06,2.4405124785480393e-07,3.7455398560360794e-07,3.3415861129631014e-07,3.9636781958035497e-07,5.2479975210170334e-07,6.3685477187109624e-07
7.22825,-1.2887669817346285e-06,2.3758706143436869e-07,3.7296200084689221e-07,3.3472535157490445e-07,3.9681121326058341e-07,5.2486576548144109e-07,6.3923167429380478e-07
7.2285,-1.290635094055523e-06,2.3114950023679276e-07,3.713589775261468e-07,3.3524153741001497e-07,3.9723426466848753e-07,5.2494777070019005e-07,6.4164718637186556e-07
7.22875,-1.2924684731581444e-06,2.2475186716872726e-07,3.6975649108616858e-07,3.3571752367820849e-07,3.9759310778378822e-07,5.2508027633278758e-07,6.440846874276872e-07
7.229,-1.2942851059643327e-06,2.1838365589783923e-07,3.6815845471278351e-07,3.361807554560982e-07,3.9787664533865078e-07,5.2528197794435547e-07,6.4651013499204244e-07
7.22925,-1.2961033808786122e-06,2.1200100233766823e-07,3.6655696297164215e-07,3.3663181565456714e-07,3.9804292844792576e-07,5.2556547457160907e-07,6.4888419135453049e-07
7.2295,-1.2979501428946903e-06,2.0561414030177903e-07,3.6494921585519835e-07,3.3706788133594034e-07,3.9803097721962767e-07,5.2592761784633778e-07,6.5119305907421293e-07
7.22975,-1.2998352260705004e-06,1.9925289716734921e-07,3.633154521476853e-07,3.374744696312409e-07,3.9785205254856962e-07,5.2634246100890308e-07,6.5344132091409882e-07
7.23,-1.3017561533955551e-06,1.929137408146555e-07,3.6165622033764276e-07,3.3783112840872962e-07,3.9752209470337468e-07,5.2679750530093369e-07,6.5562277001983363e-07
7.23025,-1.3036647114147208e-06,1.8661304376116337e-07,3.5995314081306205e-07,3.3814672083420252e-07,3.9704843869044262e-07,5.2723970826174456e-07,6.577276835433708e-07
7.2305,-1.3055514635841288e-06,1.8036640850752116e-07,3.5817712532177092e-07,3.3842667502827894e-07,3.9647199483046735e-07,5.2763719550242582e-07,6.5973128696564604e-07
7.23075,-1.3074542670590289e-06,1.7418761029428541e-07,3.5632570465311476e-07,3.3866934121304688e-07,3.9583491064378674e-07,5.2799494974143648e-07,6.6161320847385109e-07
7.231,-1.3093939036338645e-06,1.6806391184951815e-07,3.5440651228662002e-07,3.3888911680291826e-07,3.9520332991923186e-07,5.2830517511714976e-07,6.6334887881571965e-07
7.23125,-1.3113690091019732e-06,1.6196867958283711e-07,3.5242141065037213e-07,3.3909052977139535e-07,3.9462388152309559e-07,5.2856494414565282e-07,6.6493022195167351e-07
7.2315,-1.3133963969451131e-06,1.5591727928076848e-07,3.5036842743575646e-07,3.3926235141596802e-07,3.9407304024537443e-07,5.2877091403464192e-07,6.6638432597583339e-07
7.23175,-1.3154970550886542e-06,1.4996792690967295e-07,3.4824802917522725e-07,3.3938341181645707e-07,3.9354419714078057e-07,5.2886398806311999e-07,6.6771904597874056e-07
7.232,-1.317656920039832e-06,1.4408827546612584e-07,3.4605255296606241e-07,3.3943160774327911e-07,3.930409367914222e-07,5.2883449449228147e-07,6.6895129417786972e-07
7.23225,-1.3198427318172946e-06,1.3825281302133009e-07,3.4377548293977659e-07,3.3941556413361469e-07,3.9255566733662251e-07,5.2871378847254057e-07,6.7010709300584702e-07
7.2325,-1.3220603229495666e-06,1.3243790008901982e-07,3.4140309433566351e-07,3.3933190850287594e-07,3.9204845169762524e-07,5.2852675039077013e-07,6.7118496683670711e-07
7.23275,-1.3243241737168051e-06,1.26638151521425e-07,3.3892648070086806e-07,3.3917851309754299e-07,3.9156516053615139e-07,5.2830358154634245e-07,6.7218674433740719e-07
7.233,-1.3266346714710223e-06,1.2086210671418406e-07,3.363379058026637e-07,3.3895393829207236e-07,3.9117684532055478e-07,5.2807237852407923e-07,6.7311787390990534e-07
7.23325,-1.3289556969482344e-06,1.1511159779901528e-07,3.3362828887211464e-07,3.3865371215725098e-07,3.9089353442438255e-07,5.2782943969934969e-07,6.7397610935638093e-07
7.2335,-1.3313047005263628e-06,1.0942698963823296e-07,3.3079247596617066e-07,3.3827430059478982e-07,3.9064749228496817e-07,5.275892371363207e-07,6.7478927513075768e-07
7.23375,-1.3337064882403239e-06,1.0382766715805355e-07,3.2784800279024105e-07,3.3778582577835785e-07,3.9047377325223307e-07,5.27362746510994e-07,6.7559059314402822e-07
7.234,-1.3361633115622211e-06,9.8324278070789088e-08,3.2480870262175973e-07,3.37180447920451e-07,3.9033106094947767e-07,5.271442845142368e-07,6.7640239908562965e-07
7.23425,-1.3386211188999021e-06,9.2906928411647388e-08,3.2168686912097731e-07,3.364772360945124e-07,3.900924626234197e-07,5.2692794320210643e-07,6.7723020776470256e-07
7.2345,-1.341056507479311e-06,8.7565697239067298e-08,3.184849338523263e-07,3.3568476931526311e-07,3.8967723803620438e-07,5.266986669292592e-07,6.7806538542213128e-07
7.23475,-1.3434679379628206e-06,8.2286701412816556e-08,3.152071956865918e-07,3.3482340462641373e-07,3.8905149974750503e-07,5.2642711636277273e-07,6.7891790833245315e-07
7.235,-1.3458604425191719e-06,7.7104677632169905e-08,3.1183958322509852e-07,3.3390334749242145e-07,3.8830309977614785e-07,5.2611282049107122e-07,6.7980596502552139e-07
7.23525,-1.3482291102001306e-06,7.2007687222470035e-08,3.0838110166955375e-07,3.3294227472084431e-07,3.8734292659353308e-07,5.2576394122189338e-07,6.8073055607897935e-07
7.2355,-1.3505990943614935e-06,6.6968230263200329e-08,3.0485493088740733e-07,3.3192383408722301e-07,3.8623472178846471e-07,5.2539698014502934e-07,6.8166562767816773e-07
7.23575,-1.3529987036487108e-06,6.196902391964639e-08,3.0126583740868062e-07,3.3081954106555513e-07,3.8506293407819145e-07,5.2502609747547598e-07,6.8262343729292436e-07
7.236,-1.3554254657215532e-06,5.7010983250583988e-08,2.9759328937858998e-07,3.2962177306237962e-07,3.8386132000646103e-07,5.2465194101497181e-07,6.8359550531389464e-07
7.23625,-1.3578559194337794e-06,5.2104083953556589e-08,2.9384631693067584e-07,3.283535239603033e-07,3.8263946815291048e-07,5.2425205362690913e-07,6.8456584387799629e-07
7.2365,-1.3602232041335221e-06,4.7263203202599547e-08,2.9006273407658883e-07,3.2705123191852467e-07,3.8147161238402379e-07,5.2382846508517678e-07,6.8552044640998141e-07
7.23675,-1.3625403390022476e-06,4.2494415722834643e-08,2.862286696213708e-07,3.2573367922428585e-07,3.8028720552875444e-07,5.2342164661446406e-07,6.8646156086399257e-07
7.237,-1.3648273231097223e-06,3.7807385515524021e-08,2.8235044813395966e-07,3.2441611299729211e-07,3.7904568434666148e-07,5.230600638305825e-07,6.8738334032477932e-07
7.23725,-1.367080791676949e-06,3.3223480219181607e-08,2.7849149306567938e-07,3.2310526484409349e-07,3.7781724919760369e-07,5.2274542003119368e-07,6.8828470453391116e-07
