Physical Time (s),ea_top Monitor (W): top_cv1,ea_top Monitor (W): top_cv2,ea_top Monitor (W): top_cv3,ea_top Monitor (W): top_cv4,ea_top Monitor (W): top_cv5,ea_top Monitor (W): top_cv6,ea_top Monitor (W): top_cv7
0.3575,2.193884988086927e-12,-1.3932369392090376e-12,-8.9395510824872197e-13,-1.3414283984833793e-14,-1.0841791338931638e-15,-1.9373888235868942e-16,2.3527701784445435e-15
0.36,2.5152719615238537e-12,-1.3412606321303844e-12,-9.8361690086949025e-13,-2.5066908787411492e-14,-4.1233903943766776e-17,-6.3103168322921936e-17,2.6147153100791201e-15
0.3625,2.860493450997779e-12,-1.2794443906155503e-12,-1.0797537195424976e-12,-4.3165594295188543e-14,-5.86069600391201e-16,-1.501825799223158e-16,1.7163260407491374e-15
0.365,3.2180760419122921e-12,-1.2139202794372455e-12,-1.1811218334723727e-12,-6.7299296912661708e-14,-2.7134589805756877e-15,-4.5463088190403323e-16,6.7084531940901351e-16
0.3675,3.5761727270377478e-12,-1.152855773810637e-12,-1.287481050874978e-12,-9.6589006967824071e-14,-6.374370633062729e-15,-1.0252239189110158e-15,9.7558133740862986e-17
0.37,3.9228153351837987e-12,-1.1058769768471153e-12,-1.399659308039778e-12,-1.2990883764119389e-13,-1.1507821321834372e-14,-1.9573735187139913e-15,-1.1039655096061315e-17
0.3725,4.2464420366807452e-12,-1.0829011103216449e-12,-1.5191723729832984e-12,-1.6596932606084208e-13,-1.7982759503101335e-14,-3.3468573506861581e-15,-7.849251943924971e-17
0.375,4.5361171406918543e-12,-1.093093602045484e-12,-1.6475346438407601e-12,-2.0328743533416037e-13,-2.5497110285849585e-14,-5.2210260801737911e-15,-5.2713108732848542e-16
0.3775,4.7821616973702039e-12,-1.1433697855717482e-12,-1.7852329618602977e-12,-2.4008889080410112e-13,-3.3497790261139758e-14,-7.4731674335997344e-15,-1.4521588300432861e-15
0.38,4.9770553216825234e-12,-1.2371468056053391e-12,-1.9308639326599271e-12,-2.7423940093827435e-13,-4.1180277976078855e-14,-9.832104886335822e-15,-2.5637003059785963e-15
0.3825,5.1160418696752861e-12,-1.3735979784193843e-12,-2.0806874597314239e-12,-3.0335411673235656e-13,-4.7590498278277791e-14,-1.1899501174746609e-14,-3.3860185824815115e-15
0.385,5.1977141143095428e-12,-1.5473897626315611e-12,-2.2286165453829071e-12,-3.2505096156259036e-13,-5.1813450807150077e-14,-1.3256399064918967e-14,-3.5557914750925159e-15
0.3875,5.2244325612339622e-12,-1.7489070508154625e-12,-2.3669127771921846e-12,-3.373100829521202e-13,-5.317896043540388e-14,-1.3607483373885921e-14,-3.0296228997899812e-15
0.39,5.2020576066842858e-12,-1.9652784428184072e-12,-2.4871531346566229e-12,-3.3885667901902041e-13,-5.142636638161299e-14,-1.2895929244245676e-14,-2.0843775423669888e-15
0.3925,5.1398486379544362e-12,-2.1816031556754584e-12,-2.5814773129158563e-12,-3.2945211040283439e-13,-4.6772711764230096e-14,-1.1311392634550511e-14,-1.1256222109733431e-15
0.395,5.0494538042685131e-12,-2.382447205850143e-12,-2.6434936699235528e-12,-3.099728876874859e-13,-3.9851689216813466e-14,-9.1950809916457912e-15,-4.5267676428021558e-16
0.3975,4.943513423943508e-12,-2.5533185582193721e-12,-2.6690268274114776e-12,-2.8229877842890307e-13,-3.1575706864598702e-14,-6.907383415222798e-15,-1.3194146463241432e-16
0.4,4.8338600788531372e-12,-2.6821139640997128e-12,-2.6565688281702593e-12,-2.4901908013747207e-13,-2.2972346298606107e-14,-4.7357845242624819e-15,-4.5947795638084259e-17
0.4025,4.7294655320064592e-12,-2.7604309854100231e-12,-2.6074658583032309e-12,-2.1305264461156879e-13,-1.5019037897066203e-14,-2.8774522297677201e-15,-5.0750858306787577e-17
0.405,4.6349331018351637e-12,-2.7841627791386884e-12,-2.5256071824343934e-12,-1.7723042713429876e-13,-8.4975091641952006e-15,-1.4623185982769597e-15,-1.0380288592254157e-16
0.4075,4.5495074691617445e-12,-2.7539242298895644e-12,-2.4170490568262457e-12,-1.439396221592492e-13,-3.8741497629543859e-15,-5.6063048787020228e-16,-2.6590594465555839e-16
0.41,4.4675367764866067e-12,-2.67477112785986e-12,-2.2892950450794199e-12,-1.1487497119820825e-13,-1.2282143817731977e-15,-1.5887981909663913e-16,-5.9279976903125961e-16
0.4125,4.3803002303404476e-12,-2.5552987440525442e-12,-2.1504700995964323e-12,-9.0929900444806835e-14,-2.6184076345525671e-16,-1.4075521138531072e-16,-1.0207240329440559e-15
0.415,4.2791928584581743e-12,-2.406138519583106e-12,-2.0085111094049633e-12,-7.2251412228790785e-14,-4.0767538732575822e-16,-3.1606852246071221e-16,-1.3491981457691785e-15
0.4175,4.1583987954625636e-12,-2.2386862757361757e-12,-1.870502870718849e-12,-5.8419217053279376e-14,-1.0140754285730312e-15,-4.9648470710146902e-16,-1.3419587605101534e-15
0.42,4.0170017887251589e-12,-2.0638205033420878e-12,-1.7422648983758324e-12,-4.8696387924790611e-14,-1.5411139002491481e-15,-5.7066388723632253e-16,-8.7426087636858065e-16
0.4225,3.85981834971867e-12,-1.8911659806360436e-12,-1.6281798516546815e-12,-4.2290081721326978e-14,-1.6909074294256106e-15,-5.3055007350848708e-16,-2.5385677410132639e-17
0.425,3.6966379145433549e-12,-1.7284259626923932e-12,-1.5312588654872499e-12,-3.8541692177967049e-14,-1.4304059269563264e-15,-4.4031401221989829e-16,9.427441137974457e-16
0.4275,3.5401424388832731e-12,-1.5813397227423592e-12,-1.4533899141907744e-12,-3.7012308583815155e-14,-9.1828811832833346e-16,-3.8315591195888899e-16,1.6983609384124479e-15
0.43,3.4035767773511115e-12,-1.4538483120594152e-12,-1.3956815234727207e-12,-3.7487279834477908e-14,-3.9010760748120631e-16,-4.2536311875697358e-16,1.9841791258185047e-15
0.4325,3.298846635518595e-12,-1.3485510533356302e-12,-1.3589096105947844e-12,-3.9912316469574121e-14,-5.8947914798671019e-17,-6.1016951691788485e-16,1.7176977870688004e-15
0.435,3.2354743236261522e-12,-1.2671753296510245e-12,-1.3437724994087265e-12,-4.4324568241984255e-14,-6.2832063122297856e-17,-9.6336629854611238e-16,1.0086107881746337e-15
0.4375,3.2205338278655233e-12,-1.2110584007911904e-12,-1.3511331937930864e-12,-5.079205752903873e-14,-4.5465672396348023e-16,-1.4860490324879856e-15,9.9749063191311219e-17
0.44,3.2593183243063833e-12,-1.181396047138366e-12,-1.3821902971930916e-12,-5.9381024167868478e-14,-1.2131081901366288e-15,-2.1320192382571692e-15,-7.3375487169563616e-16
0.4425,3.355744878705944e-12,-1.1795317480906801e-12,-1.4384045870550288e-12,-7.0144379408030609e-14,-2.2571449716212726e-15,-2.7910676644013771e-15,-1.2815798589164945e-15
0.445,3.5128705524830173e-12,-1.2069887303033366e-12,-1.5214494901413796e-12,-8.3098229380289184e-14,-3.4594172563676365e-15,-3.3054927569937614e-15,-1.4572692916230567e-15
0.4475,3.7320490603172888e-12,-1.2656287646168342e-12,-1.6330191285099426e-12,-9.8195226474796839e-14,-4.6646302175168286e-15,-3.5233241925178206e-15,-1.3035441014573155e-15
0.45,4.0124637854204641e-12,-1.3572249261294396e-12,-1.7744519739063835e-12,-1.1533217376498114e-13,-5.7184612533057256e-15,-3.364022009182693e-15,-9.5156588971394932e-16
0.4525,4.3501029146775932e-12,-1.4830812115470432e-12,-1.9461430969372578e-12,-1.3432434845840117e-13,-6.5017967488806701e-15,-2.8591345319156761e-15,-5.5717146347611397e-16
0.455,4.7370648572404217e-12,-1.6432768089105059e-12,-2.146982619646057e-12,-1.5489838168009053e-13,-6.9587883471368514e-15,-2.1419313315547488e-15,-2.4235133323425491e-16
0.4575,5.1609528978518998e-12,-1.8360447104780033e-12,-2.3739107605655759e-12,-1.766883454098305e-13,-7.1048874546009845e-15,-1.3914472594225253e-15,-6.3682595275710222e-17
0.46,5.6051960164720463e-12,-2.0571486657079538e-12,-2.6216123731732968e-12,-1.9923756684005388e-13,-7.0121332638966321e-15,-7.6496707284568163e-16,-1.4519066047340741e-17
0.4625,6.0491903463380753e-12,-2.2986506889889414e-12,-2.8816996939801414e-12,-2.2197438345384e-13,-6.7831088648651475e-15,-3.5406864376941638e-16,-5.2208263168816595e-17
0.465,6.4717189689564044e-12,-2.5497981756225783e-12,-3.1438743695263982e-12,-2.4429832388077164e-13,-6.52008039832303e-15,-1.7376728403665717e-16,-1.3279184778536109e-16
0.4675,6.8526144818616897e-12,-2.7973177553645914e-12,-3.3963543731825794e-12,-2.6556730222840292e-13,-6.3058892040792871e-15,-1.8438684339895172e-16,-2.3572038855068393e-16
0.47,7.174521041527081e-12,-3.0263642391329568e-12,-3.6267227691251073e-12,-2.8511651509826695e-13,-6.1946259376652464e-15,-3.1921595330296128e-16,-3.6839327266274862e-16
0.4725,7.4245738730447098e-12,-3.2219969497803723e-12,-3.8231836830770959e-12,-3.0229618276639099e-13,-6.2131771018153577e-15,-5.0457862398667371e-16,-5.5241629120763145e-16
0.475,7.5951494092402339e-12,-3.3709826670373892e-12,-3.9757755394437275e-12,-3.1646679270792098e-13,-6.3680118265850184e-15,-6.7226255690572627e-16,-8.0148940918498534e-16
0.4775,7.6842864753884273e-12,-3.4633314316377249e-12,-4.0771774401391358e-12,-3.2704111174033207e-13,-6.6490820021395241e-15,-7.7063048507781085e-16,-1.103623319037467e-15
0.48,7.6948825356346733e-12,-3.4933106165119416e-12,-4.1233628568477084e-12,-3.335049520128408e-13,-7.0268735781395582e-15,-7.7598584417787793e-16,-1.416409151561887e-15
0.4825,7.6338823242923695e-12,-3.4599575781501638e-12,-4.1139745858123035e-12,-3.3542925538781551e-13,-7.4484572706877597e-15,-6.9844653659817478e-16,-1.6777229259102712e-15
0.485,7.5107207394325925e-12,-3.3672024953053472e-12,-4.0521028891499072e-12,-3.3254012305233669e-13,-7.8316147182278581e-15,-5.7504139368708816e-16,-1.826301391297398e-15
0.4875,7.3363812782008867e-12,-3.2230791266488516e-12,-3.9437103436103781e-12,-3.2475448622203369e-13,-8.0723844690820645e-15,-4.5111457252584763e-16,-1.8230092563899624e-15
0.49,7.1229181607040304e-12,-3.0385531667081889e-12,-3.7969968536156306e-12,-3.1224485346782892e-13,-8.0620231565020466e-15,-3.5893943427198953e-16,-1.6642124383352487e-15
0.4925,6.8824808331978434e-12,-2.8264488145219271e-12,-3.6216496909077513e-12,-2.9546376110515592e-13,-7.7139009973131626e-15,-3.0498334795583308e-16,-1.3827049070716646e-15
0.495,6.6269943779880865e-12,-2.6000136006021782e-12,-3.4279988669126233e-12,-2.7514503318342341e-13,-6.9915190272379564e-15,-2.7238964384111673e-16,-1.0366870035109066e-15
0.4975,6.3676108360778365e-12,-2.3720278559858108e-12,-3.2262987394069415e-12,-2.5225150345752562e-13,-5.9253517410693313e-15,-2.3562252928243901e-16,-6.9132059720008598e-16
0.5,6.1146426155537793e-12,-2.1538639868600645e-12,-3.026174324467153e-12,-2.2788975266403751e-13,-4.6154947240129736e-15,-1.77777733343873e-16,-4.001498132249817e-16
0.5025,5.8770244135741846e-12,-1.9551458848417617e-12,-2.8362086149208633e-12,-2.032121666360173e-13,-3.2179097412133623e-15,-1.0158339126519713e-16,-1.9237053503415005e-16
0.505,5.6619420762159842e-12,-1.7832105353135879e-12,-2.6633969876711743e-12,-1.7928155863832848e-13,-1.917830949174919e-15,-3.0210473621306782e-17,-6.9813034336047986e-17
0.5075,5.4748071897545904e-12,-1.6431257296331408e-12,-2.5130735883645689e-12,-1.569852974603969e-13,-9.0174542060512884e-16,-1.1730858964601625e-18,-1.4274886298502069e-17
0.51,5.3192665667377136e-12,-1.5381478324393024e-12,-2.3890174298047904e-12,-1.3700028124497099e-13,-3.3484995921820464e-16,-5.8406031412754389e-17,-1.6315803254697253e-19
0.5125,5.1974513687706339e-12,-1.4699528281937308e-12,-2.2937229151371173e-12,-1.1978067923024124e-13,-3.4151249877462527e-16,-2.4491420740452372e-16,-5.8314132281416709e-18
0.515,5.1103349574303293e-12,-1.4389882364545302e-12,-2.2286293641476323e-12,-1.0557576209965533e-13,-9.8702703100335803e-16,-5.950960955435837e-16,-1.8717819057259046e-17
0.5175,5.0578857518808948e-12,-1.4447889786064992e-12,-2.1944243257753355e-12,-9.4476689871884036e-14,-2.2594913156453033e-15,-1.1255180333360695e-15,-3.3638262066481565e-17
0.52,5.0395586224086104e-12,-1.4861510518098787e-12,-2.1912989526275287e-12,-8.6451345198897991e-14,-4.0567625941794999e-15,-1.8256871162160883e-15,-4.7829533188964241e-17
0.5225,5.054665905537496e-12,-1.5612660985443255e-12,-2.2191117109500239e-12,-8.1388598000525906e-14,-6.1843739950741545e-15,-2.6529127984901244e-15,-5.7612451768337122e-17
0.525,5.1028200172297019e-12,-1.6675812803746306e-12,-2.2775175790855686e-12,-7.9159156977193205e-14,-8.3736598009502671e-15,-3.5355084929597505e-15,-5.9128406470410784e-17
0.5275,5.1840112809531766e-12,-1.8016418928141369e-12,-2.3658898385864557e-12,-7.968023603491226e-14,-1.0319667553609657e-14,-4.3845739737132285e-15,-5.1647874557452852e-17
0.53,5.2987656168192188e-12,-1.9589418685446522e-12,-2.4832980361110779e-12,-8.2977574328916272e-14,-1.1733827741958989e-14,-5.1126974538127771e-15,-3.9452619598801911e-17
0.5325,5.4482907575839433e-12,-2.1338119153611075e-12,-2.6284198822830855e-12,-8.9242960196428868e-14,-1.2397358184541657e-14,-5.6505685858160546e-15,-2.9968486626746624e-17
0.535,5.63431085355062e-12,-2.3193846359189226e-12,-2.799401625266801e-12,-9.8859067173711834e-14,-1.2203357497370893e-14,-5.9589808267762563e-15,-2.9364991792734835e-17
0.5375,5.8587135993277286e-12,-2.5076947984589756e-12,-2.9936549158430471e-12,-1.123925328499344e-13,-1.1177685772453811e-14,-6.0317996247835326e-15,-4.0109530911656114e-17
0.54,6.1229852730810533e-12,-2.6899309658854182e-12,-3.2076903330286136e-12,-1.3052017519009736e-13,-9.4758661696943627e-15,-5.8908945644988861e-15,-6.4762650016358764e-17
0.5425,6.4275071101304699e-12,-2.8567752032854377e-12,-3.4368778510368828e-12,-1.539292938318849e-13,-7.3608993403484906e-15,-5.5778681530986855e-15,-1.1580698242969596e-16
0.545,6.7706482480106103e-12,-2.9991703825412149e-12,-3.6754442714436387e-12,-1.8315425802430422e-13,-5.1643280188385384e-15,-5.1441595674508374e-15,-2.257772452387206e-16
0.5475,7.1481876220885527e-12,-3.1090607002802592e-12,-3.916628432152827e-12,-2.1840499662950552e-13,-3.2370454447328996e-15,-4.6431943960442976e-15,-4.4898446731653189e-16
0.55,7.552654577759632e-12,-3.1800797175864937e-12,-4.1528698697249672e-12,-2.5942745649814533e-13,-1.89793206721599e-15,-4.1243039821831044e-15,-8.4909171708447703e-16
0.5525,7.9731665459062121e-12,-3.2082356607291598e-12,-4.3762393511923671e-12,-3.0538378579568782e-13,-1.3876308536932238e-15,-3.6276817343943752e-15,-1.4741546881529996e-15
0.555,8.3958952075158683e-12,-3.1924869201592503e-12,-4.5789634168240334e-12,-3.5481837169065648e-13,-1.8330273782099391e-15,-3.1813261351558275e-15,-2.3285755554838874e-15
0.5575,8.8048455053230416e-12,-3.1347783835412452e-12,-4.7540250432201927e-12,-4.0571026189346941e-13,-3.2259455697295149e-15,-2.7998952607038861e-15,-3.3553598272763597e-15
0.56,9.183009880541287e-12,-3.0404293931863504e-12,-4.8958575518806972e-12,-4.5561028259234599e-13,-5.4205248590181426e-15,-2.485492186451021e-15,-4.4389758302025402e-15
0.5625,9.5137712376498094e-12,-2.9174552227075465e-12,-5.0009207457517196e-12,-5.0188228206827235e-13,-8.1505842445081768e-15,-2.2300781676258336e-15,-5.4311641258232763e-15
0.565,9.7824158939503026e-12,-2.7760313197819272e-12,-5.0679626743464151e-12,-5.419669835023256e-13,-1.1068278045624059e-14,-2.0191366741976327e-15,-6.1899808941137687e-15
0.5675,9.977559320106522e-12,-2.6274502432685486e-12,-5.0980755547252235e-12,-5.7365187846657567e-13,-1.3794052043524747e-14,-1.8358451350194219e-15,-6.6170305712441781e-15
0.57,1.0092073853351468e-11,-2.4830453374111263e-12,-5.0943395396660944e-12,-5.953009066169044e-13,-1.5973017225261418e-14,-1.6643619540312194e-15,-6.6765867827217694e-15
0.5725,1.012374243364319e-11,-2.3531130351825675e-12,-5.0613879459841219e-12,-6.0597727382783625e-13,-1.732303220349062e-14,-1.4916422567520986e-15,-6.3939944549847264e-15
0.575,1.0075351345250658e-11,-2.2458806667050042e-12,-5.0047202308789283e-12,-6.0550361104769971e-13,-1.76713308057652e-14,-1.3089049068707276e-15,-5.8340592772359743e-15
0.5775,9.9539160768443719e-12,-2.1670337222661588e-12,-4.9300324911835136e-12,-5.9442018620656206e-13,-1.697474333931466e-14,-1.113209251324355e-15,-5.0756023797225689e-15
0.58,9.7701828294194971e-12,-2.1192067635577184e-12,-4.8428204090430365e-12,-5.7384622239987686e-13,-1.5321591587029434e-14,-9.0927048803348966e-16,-4.1941166222385784e-15
0.5825,9.5373206259937609e-12,-2.1023262741782343e-12,-4.7479851096262585e-12,-5.4537876480113815e-13,-1.291904052641066e-14,-7.1120592621243012e-16,-3.260828002294141e-15
0.585,9.2700087562375243e-12,-2.1138861468550688e-12,-4.6497220944429652e-12,-5.1092566838673124e-13,-1.0068903312665657e-14,-5.433838745080735e-16,-2.3445702369589792e-15
0.5875,8.9834345807287819e-12,-2.1495582423436702e-12,-4.5515855615337887e-12,-4.7257752418067849e-13,-7.1311698440388238e-15,-4.3959300994462893e-16,-1.5157808274832677e-15
0.59,8.6923264142894028e-12,-2.2039795200138976e-12,-4.4565903537918124e-12,-4.3246077648082571e-13,-4.4862415234921742e-15,-4.3964107377099108e-16,-8.4087188195094083e-16
0.5925,8.4104168785474923e-12,-2.2712589628147333e-12,-4.3674122464941848e-12,-3.9260860474406921e-13,-2.4842044905362645e-15,-5.8320277647934236e-16,-3.6682797257425445e-16
0.595,8.1499631498471949e-12,-2.345604203311828e-12,-4.2865555492304814e-12,-3.5484397468348674e-13,-1.3905703409195373e-15,-9.0103923924031559e-16,-1.0405151203577906e-16
0.5975,7.9214642112429602e-12,-2.4216776983864179e-12,-4.2164249062490154e-12,-3.2068441852193284e-13,-1.3393730894094173e-15,-1.4050068451744926e-15,-1.9076167015805743e-17
0.6,7.7336057588715454e-12,-2.4947786622865798e-12,-4.1593194191049008e-12,-2.9129005605468132e-13,-2.3004070092994951e-15,-2.0792638829183241e-15,-4.4145184412924505e-17
0.6025,7.5931279706987933e-12,-2.5609103373444388e-12,-4.1173896871566994e-12,-2.6745547222924794e-13,-4.0696490185409311e-15,-2.8754218990887463e-15,-1.013869923295546e-16
0.605,7.5047023150745785e-12,-2.6168467644007446e-12,-4.0925791358513097e-12,-2.4964280725687918e-13,-6.2923180606156192e-15,-3.7139883509783892e-15,-1.3102351704212685e-16
0.6075,7.4710450071621854e-12,-2.6601189740882672e-12,-4.0865636623784202e-12,-2.3808325658982582e-13,-8.5191672205527624e-15,-4.4943942554360059e-15,-1.1021502327557781e-16
0.61,7.4928988079467365e-12,-2.6890161004834054e-12,-4.1006953935909948e-12,-2.3289627103488946e-13,-1.0285475826064061e-14,-5.108159182602979e-15,-5.4003771230220676e-17
0.6125,7.5692346278197063e-12,-2.7024748766468381e-12,-4.1359013465502729e-12,-2.3422616905057742e-13,-1.1205006103357944e-14,-5.4574824192043021e-15,1.1125562296816701e-18
0.615,7.6974557281411446e-12,-2.7001428460162358e-12,-4.1927112835802832e-12,-2.4237371901979521e-13,-1.1054602761550762e-14,-5.4742266110149039e-15,2.0735971900786137e-17
0.6175,7.8737245094412253e-12,-2.6824046417777971e-12,-4.2712415833212742e-12,-2.5779955547338304e-13,-9.8332492618481239e-15,-5.1353295668380189e-15,-8.2249514542523217e-18
0.62,8.0933334742032237e-12,-2.6502755961708866e-12,-4.3711541833240881e-12,-2.8115407130928596e-13,-7.7818886005544511e-15,-4.4695346386481881e-15,-7.179164250000136e-17
0.6225,8.3509112842693091e-12,-2.6056674763127642e-12,-4.4917645055137691e-12,-3.1315634947211353e-13,-5.360070308491333e-15,-3.5577607514716582e-15,-1.3764830851729632e-16
0.625,8.6411281418304465e-12,-2.5507645639260942e-12,-4.6320335332885529e-12,-3.5443909686940117e-13,-3.1775851276950464e-15,-2.5240592810477153e-15,-1.7220777472964287e-16
0.6275,8.9586089624007272e-12,-2.488639149124862e-12,-4.7905820852325824e-12,-4.0536371338377107e-13,-1.8933694631947489e-15,-1.5175387527481289e-15,-1.576617033974536e-16
0.63,9.2983854082093553e-12,-2.4228172579225756e-12,-4.9657343077505221e-12,-4.6582443118388913e-13,-2.099838240592284e-15,-6.8799225869607569e-16,-1.016102753821593e-16
0.6325,9.6559663316169336e-12,-2.3572025679344538e-12,-5.1554653305669249e-12,-5.3512420839920269e-13,-4.2136646307495408e-15,-1.5951842628356454e-16,-3.5010522160631237e-17
0.635,1.0027305186849975e-11,-2.2957777581587175e-12,-5.3575258455924648e-12,-6.1188919631248444e-13,-8.3972088040517837e-15,-8.3303278046939123e-18,-5.8235374682538021e-19
0.6375,1.0408538233598037e-11,-2.2425791407586657e-12,-5.5694033897324022e-12,-6.9408130723504968e-13,-1.4521519729212786e-14,-2.4877209346084837e-16,-3.7143157447622578e-17
0.64,1.0795673545026692e-11,-2.2014557014269889e-12,-5.7882536271587388e-12,-7.7907914677351605e-13,-2.217546724140597e-14,-8.3048504159568695e-16,-1.6550760682639891e-16
0.6425,1.1184067925146017e-11,-2.1759962477805939e-12,-6.010999753101941e-12,-8.6388025728417095e-13,-3.0722582370293331e-14,-1.6483449838445104e-15,-3.8025216354021183e-16
0.645,1.1568663332009583e-11,-2.168927382079621e-12,-6.2342986565339326e-12,-9.4534354399748444e-13,-3.9394113502896859e-14,-2.5626087248961613e-15,-6.4948268645839956e-16
0.6475,1.1943288912902203e-11,-2.1822783718706281e-12,-6.4545331697723152e-12,-1.0203985650013776e-12,-4.7394659383925401e-14,-3.4243050204737097e-15,-9.2217621378093007e-16
0.65,1.2300764863399795e-11,-2.2170211922228496e-12,-6.6677676386997881e-12,-1.0862611756032884e-12,-5.4007255665746991e-14,-4.1011854452889273e-15,-1.1411205184026697e-15
0.6525,1.2633017918230304e-11,-2.2729254411215501e-12,-6.8697574003608488e-12,-1.1406291897161993e-12,-5.8683284267247948e-14,-4.4986765197090671e-15,-1.2578111964268606e-15
