Physical Time (s),enth_flux_pressure_left Monitor (W)
6.86475,3.6526112541679657e-07
6.865,3.6556357104488018e-07
6.86525,3.6590325561977656e-07
6.8655,3.6628237930020957e-07
6.86575,3.6670328094328316e-07
6.866,3.671666863814198e-07
6.86625,3.6767271233344098e-07
6.8665,3.6822082935864067e-07
6.86675,3.6881087368795828e-07
6.867,3.6944125953040083e-07
6.86725,3.7011084471970792e-07
6.8675,3.708173004013721e-07
6.86775,3.7155813745350583e-07
6.868,3.7233084745874463e-07
6.86825,3.7313164284040707e-07
6.8685,3.7395720537793447e-07
6.86875,3.7480361160795818e-07
6.869,3.7566611160535555e-07
6.86925,3.7653990495476906e-07
6.8695,3.7741943849634725e-07
6.86975,3.7829838777676639e-07
6.87,3.7917058461864981e-07
6.87025,3.8002959545847242e-07
6.8705,3.8086904198085098e-07
6.87075,3.8168290871862453e-07
6.871,3.8246599496999819e-07
6.87125,3.8321324918417941e-07
6.8715,3.8392095996425357e-07
6.87175,3.8458608113312341e-07
6.872,3.8520650918948205e-07
6.87225,3.8578074718838956e-07
6.8725,3.8630852580774874e-07
6.87275,3.8678934338415976e-07
6.873,3.8722391009451007e-07
6.87325,3.8761264182935337e-07
6.8735,3.8795604076557762e-07
6.87375,3.8825521704080705e-07
6.874,3.8851125351813685e-07
6.87425,3.8872560772231424e-07
6.8745,3.8890021959455746e-07
6.87475,3.8903720064737484e-07
6.875,3.8913911890496844e-07
6.87525,3.8920848769772041e-07
6.8755,3.8924811573909825e-07
6.87575,3.8926091170603045e-07
6.876,3.8924998497214666e-07
6.87625,3.892183215424437e-07
6.8765,3.8916932834381372e-07
6.87675,3.8910612806084185e-07
6.877,3.8903217333425829e-07
6.87725,3.8895080183621982e-07
6.8775,3.8886522045370763e-07
6.87775,3.8877864678784634e-07
6.878,3.886937970677696e-07
6.87825,3.8861292964939361e-07
6.8785,3.8853879203195164e-07
6.87875,3.8847381062390995e-07
6.879,3.8842072188627911e-07
6.87925,3.8838191965846643e-07
6.8795,3.8836039563372339e-07
6.87975,3.88358678464483e-07
6.88,3.8837989970981095e-07
6.88025,3.8842672154137286e-07
6.8805,3.8850183293894507e-07
6.88075,3.8860761246558082e-07
6.881,3.887460590104125e-07
6.88125,3.8891914625195788e-07
6.8815,3.8912826147222228e-07
6.88175,3.8937480107324775e-07
6.882,3.8965978105228539e-07
6.88225,3.8998371484584496e-07
6.8825,3.9034682101838862e-07
6.88275,3.9074875864139688e-07
6.883,3.9118793363951243e-07
6.88325,3.9166196660152086e-07
6.8835,3.9216782548401199e-07
6.88375,3.9270139448583104e-07
6.884,3.9325792955668527e-07
6.88425,3.9383264671477859e-07
6.8845,3.9442009075802685e-07
6.88475,3.9501485637892752e-07
6.885,3.9561097458850162e-07
6.88525,3.9620217687438054e-07
6.8855,3.9678269166512156e-07
6.88575,3.9734623016067037e-07
6.886,3.9788643825522788e-07
6.88625,3.9839757299669541e-07
6.8865,3.9887444105759833e-07
6.88675,3.9931240629715571e-07
6.887,3.9970793751582343e-07
6.88725,4.0005823111959209e-07
6.8875,4.0036143454944977e-07
6.88775,4.0061627742144314e-07
6.888,4.0082188302993437e-07
6.88825,4.0097814360401514e-07
6.8885,4.0108595808008421e-07
6.88875,4.0114690057245848e-07
6.889,4.0116329192240194e-07
6.88925,4.0113799265104585e-07
6.8895,4.010745998355091e-07
6.88975,4.0097701415055789e-07
6.89,4.0084973353932131e-07
6.89025,4.0069781928259291e-07
6.8905,4.0052634199310353e-07
6.89075,4.0034065506717606e-07
6.891,4.0014599042197483e-07
6.89125,3.9994778006023196e-07
6.8915,3.9975000373005412e-07
6.89175,3.9955624678462753e-07
6.892,3.9936894520832499e-07
6.89225,3.9918905322794178e-07
6.8925,3.990170660547398e-07
6.89275,3.9885231607035205e-07
6.893,3.9869336269883707e-07
6.89325,3.985374677319534e-07
6.8935,3.9838149659201046e-07
6.89375,3.9822170447418399e-07
6.894,3.9805444193566866e-07
6.89425,3.9787592697394379e-07
6.8945,3.9768335747498209e-07
6.89475,3.9747366291498095e-07
6.895,3.9724550729575844e-07
6.89525,3.9699765059206303e-07
6.8955,3.9672892121593663e-07
6.89575,3.9643865385393034e-07
6.896,3.9612620759734404e-07
6.89625,3.9579183547678903e-07
6.8965,3.9543597939736579e-07
6.89675,3.9505975758636e-07
6.897,3.9466484893802448e-07
6.89725,3.9425330363490571e-07
6.8975,3.9382709247199774e-07
6.89775,3.9338868562103159e-07
6.898,3.9294095919258354e-07
6.89825,3.9248702517023483e-07
6.8985,3.9202957136797481e-07
6.89875,3.9157290358698446e-07
6.899,3.9111960875368778e-07
6.89925,3.9067407840875853e-07
6.8995,3.9023903924258043e-07
6.89975,3.8981676973088897e-07
6.9,3.8940972188542793e-07
6.90025,3.8901957559641344e-07
6.9005,3.8864820141917942e-07
6.90075,3.8829688672211611e-07
6.901,3.8796689801654088e-07
6.90125,3.8765983107139004e-07
6.9015,3.8737612501221288e-07
6.90175,3.8711642920448948e-07
6.902,3.8688078619300675e-07
6.90225,3.8666901387579329e-07
6.9025,3.8647997090353412e-07
6.90275,3.8631269459484721e-07
6.903,3.8616586975481654e-07
6.90325,3.8603775522663393e-07
6.9035,3.8592600529767605e-07
6.90375,3.8582818824649627e-07
6.904,3.857419230316226e-07
6.90425,3.8566435902775469e-07
6.9045,3.8559279573359298e-07
6.90475,3.855240807511025e-07
6.905,3.8545537038435967e-07
6.90525,3.8538286283515048e-07
6.9055,3.8530224292723206e-07
6.90575,3.8520946651889891e-07
6.906,3.8510041874429543e-07
6.90625,3.84971041057964e-07
6.9065,3.8481683372917152e-07
6.90675,3.8463432227532306e-07
6.907,3.8442098954075027e-07
6.90725,3.841746453141283e-07
6.9075,3.83894148157293e-07
6.90775,3.8357947982633529e-07
6.908,3.8323128387697961e-07
6.90825,3.8285098784374106e-07
6.9085,3.8244095066720021e-07
6.90875,3.8200414388785925e-07
6.909,3.8154330148533571e-07
6.90925,3.8106230685548379e-07
6.9095,3.8056470024964302e-07
6.90975,3.800539253859356e-07
6.91,3.7953423534875657e-07
6.91025,3.7900979576069213e-07
6.9105,3.7848389449286685e-07
6.91075,3.7796054723665963e-07
6.911,3.7744423247506724e-07
6.91125,3.7693834132278811e-07
6.9115,3.7644616402366416e-07
6.91175,3.7597000966757994e-07
6.912,3.7551140504323163e-07
6.91225,3.7507036451549216e-07
6.9125,3.7464609852739894e-07
6.91275,3.7423698244069764e-07
6.913,3.7384016693611449e-07
6.91325,3.7345124922909221e-07
6.9135,3.7306540141815082e-07
6.91375,3.726772427311766e-07
6.914,3.7228071285910331e-07
6.91425,3.7187015647882772e-07
6.9145,3.7143968782644647e-07
6.91475,3.7098529283908739e-07
6.915,3.7050265769922056e-07
6.91525,3.6998773418553535e-07
6.9155,3.6943819763032939e-07
6.91575,3.6885316824075072e-07
6.916,3.6823191526495759e-07
6.91625,3.6757554770876382e-07
6.9165,3.6688561934488997e-07
6.91675,3.6616450870204943e-07
6.917,3.6541576756433088e-07
6.91725,3.6464303357673431e-07
6.9175,3.6385046409305097e-07
6.91775,3.6304311565721188e-07
6.918,3.6222603301896728e-07
6.91825,3.6140335027632785e-07
6.9185,3.6057989462357856e-07
6.91875,3.5976007349625441e-07
6.919,3.5894843039174087e-07
6.91925,3.5814894123579596e-07
6.9195,3.5736505013158696e-07
6.91975,3.5659980559195335e-07
6.92,3.5585590040948375e-07
6.92025,3.5513459169913857e-07
6.9205,3.5443699048676599e-07
6.92075,3.5376435217122556e-07
6.921,3.5311634498510318e-07
6.92125,3.524935501327152e-07
6.9215,3.5189512154261529e-07
6.92175,3.5132035445442842e-07
6.922,3.5076804996277929e-07
6.92225,3.5023775339290141e-07
6.9225,3.4972637095548896e-07
6.92275,3.4923147656659931e-07
6.923,3.4875017630668432e-07
6.92325,3.4827929256546106e-07
6.9235,3.478153612849313e-07
6.92375,3.4735426283102683e-07
6.924,3.4689160864537072e-07
6.92425,3.4642306602862675e-07
6.9245,3.459439225151048e-07
6.92475,3.4544934222009088e-07
6.925,3.4493476220541123e-07
6.92525,3.4439631430487872e-07
6.9255,3.4382962555359802e-07
6.92575,3.4323080114697136e-07
6.926,3.4259677662933872e-07
6.92625,3.419248122859657e-07
6.9265,3.4121317654191427e-07
6.92675,3.4046073242598994e-07
6.927,3.3966740422912424e-07
6.92725,3.3883350463967021e-07
6.9275,3.3796034373817271e-07
6.92775,3.3704922976820052e-07
6.928,3.3610224215268487e-07
6.92825,3.3512149296020514e-07
6.9285,3.3410935078524988e-07
6.92875,3.3306859193987573e-07
6.929,3.3200191412842863e-07
6.92925,3.3091269158968005e-07
6.9295,3.298044847851878e-07
6.92975,3.2868110888410917e-07
6.93,3.2754718085923115e-07
6.93025,3.2640697043702203e-07
6.9305,3.252652918745392e-07
6.93075,3.2412683403464347e-07
6.931,3.2299628061471592e-07
6.93125,3.2187817480448967e-07
6.9315,3.2077558682316421e-07
6.93175,3.1969252593798112e-07
6.932,3.1863202032406142e-07
6.93225,3.1759547647085242e-07
6.9325,3.165842463802929e-07
6.93275,3.1559934890129744e-07
6.933,3.1464120615147167e-07
6.93325,3.1370961343782465e-07
6.9335,3.1280460540709867e-07
6.93375,3.1192605297548696e-07
6.934,3.1107339087912433e-07
6.93425,3.1024764830391358e-07
6.9345,3.0944715554758098e-07
6.93475,3.0867038822940231e-07
6.935,3.0791631810838904e-07
6.93525,3.0718252819045683e-07
6.9355,3.0646676680196983e-07
6.93575,3.0576540470514976e-07
6.936,3.0507479632944679e-07
6.93625,3.0439148251533746e-07
6.9365,3.0371125214311659e-07
6.93675,3.0303000183487219e-07
6.937,3.0234438639390549e-07
6.93725,3.016514671315038e-07
6.9375,3.0094937850502685e-07
6.93775,3.002369560861096e-07
6.938,2.9951301952186182e-07
6.93825,2.9877677568659456e-07
6.9385,2.9802879729732027e-07
6.93875,2.972699589733043e-07
6.939,2.9650137863141913e-07
6.93925,2.9572410233795202e-07
6.9395,2.9493897160723219e-07
6.93975,2.9414752169648769e-07
6.94,2.9335014858200917e-07
6.94025,2.9254860300893553e-07
6.9405,2.9174439871008562e-07
6.94075,2.9093932831275562e-07
6.941,2.9013551101458818e-07
6.94125,2.8933419586556177e-07
6.9415,2.8853828509415771e-07
6.94175,2.8774881354641296e-07
6.942,2.8696716599135817e-07
6.94225,2.8619528987903255e-07
6.9425,2.8543395052776555e-07
6.94275,2.8468422735304366e-07
6.943,2.8394491068601951e-07
6.94325,2.8321498643532924e-07
6.9435,2.8249407340078909e-07
6.94375,2.8178070292328421e-07
6.944,2.8107290993744665e-07
6.94425,2.803681941117637e-07
6.9445,2.7966372341611792e-07
6.94475,2.789578646098627e-07
6.945,2.7824787882655547e-07
6.94525,2.7753284088033733e-07
6.9455,2.7681246178546226e-07
6.94575,2.7608567146128414e-07
6.946,2.7535104656746075e-07
6.94625,2.7460744323215901e-07
6.9465,2.7385363468782271e-07
6.94675,2.7308805325025668e-07
6.947,2.7230908517076242e-07
6.94725,2.7151567762322019e-07
6.9475,2.7070555148875741e-07
6.94775,2.6987647081032094e-07
6.948,2.6902704303335038e-07
6.94825,2.6815564087224335e-07
6.9485,2.6726064590504966e-07
6.94875,2.6634067959425499e-07
6.949,2.6539524863207245e-07
6.94925,2.6442434701691819e-07
6.9495,2.6343084030823492e-07
6.94975,2.6241674644684534e-07
6.95,2.613823217532388e-07
6.95025,2.6032971675037334e-07
6.9505,2.592625092749479e-07
6.95075,2.5818416118799786e-07
6.951,2.5710248999152059e-07
6.95125,2.5602166910204725e-07
6.9515,2.5494775099325241e-07
6.95175,2.5388635023135239e-07
6.952,2.5284151195458496e-07
6.95225,2.5181768187459677e-07
6.9525,2.5081863416156252e-07
6.95275,2.4984815490858567e-07
6.953,2.4890905233661849e-07
6.95325,2.4800280033328723e-07
6.9535,2.4713139730203586e-07
6.95375,2.4629473820408708e-07
6.954,2.4549181721010741e-07
6.95425,2.4472094296074216e-07
6.9545,2.4397871112875205e-07
6.95475,2.4326082684889616e-07
6.955,2.4256249810270955e-07
6.95525,2.4187691529042968e-07
6.9555,2.4119642637224977e-07
6.95575,2.4051372647429694e-07
6.956,2.3982024349844185e-07
6.95625,2.3910693452960171e-07
6.9565,2.3836612760690775e-07
6.95675,2.3758992518414014e-07
6.957,2.3677040673499877e-07
6.95725,2.359014332595441e-07
6.9575,2.3497783167543193e-07
6.95775,2.3399590101853907e-07
6.958,2.3295343757683497e-07
6.95825,2.3184947505589724e-07
6.9585,2.3068543657638699e-07
6.95875,2.2946352585770892e-07
6.959,2.2818727190350551e-07
6.95925,2.2686160754470263e-07
6.9595,2.2549321288277636e-07
6.95975,2.2408993800837496e-07
6.96,2.2266051518274175e-07
6.96025,2.2121426976887127e-07
6.9605,2.1976238038380784e-07
6.96075,2.1831473422145996e-07
6.961,2.1688225809642528e-07
6.96125,2.1547617350064042e-07
6.9615,2.1410550186568555e-07
6.96175,2.1278076469727535e-07
6.962,2.1151102840379124e-07
6.96225,2.1030333893856138e-07
6.9625,2.0916570521741363e-07
6.96275,2.0810117117794196e-07
6.963,2.0711522010386095e-07
6.96325,2.0620843585953116e-07
6.9635,2.0538492120409258e-07
6.96375,2.04642336752558e-07
6.964,2.0398170324829811e-07
6.96425,2.0339993598975319e-07
6.9645,2.0289389865709755e-07
6.96475,2.0245961116078657e-07
6.965,2.0209161784770011e-07
6.96525,2.0178288504386236e-07
6.9655,2.015265639677784e-07
6.96575,2.0131487795504982e-07
6.966,2.0113790100594368e-07
6.96625,2.0098640354206485e-07
6.9665,2.0085026302506204e-07
6.96675,2.0072086976294978e-07
6.967,2.0058927861867268e-07
6.96725,2.0044557552488637e-07
6.9675,2.0028146992143423e-07
6.96775,2.0008826971835843e-07
6.968,1.9985832516852435e-07
6.96825,1.9958579881900852e-07
6.9685,1.9926409452186052e-07
6.96875,1.9888868155720653e-07
6.969,1.9845560981233985e-07
6.96925,1.9796126676475195e-07
6.9695,1.9740427684656028e-07
6.96975,1.9678402074852886e-07
6.97,1.9610175646314341e-07
6.97025,1.9535950673508712e-07
6.9705,1.9455929358191417e-07
6.97075,1.937046999687151e-07
6.971,1.9279948033610887e-07
6.97125,1.918494559293241e-07
6.9715,1.9086014233134599e-07
6.97175,1.8983721234149526e-07
6.972,1.8878846357148187e-07
6.97225,1.8772097650538418e-07
6.9725,1.8664173759563109e-07
6.97275,1.855587247607352e-07
6.973,1.8447902915793458e-07
6.97325,1.8341013087487121e-07
6.9735,1.8235760853462835e-07
6.97375,1.8132904679901839e-07
6.974,1.803291057614155e-07
6.97425,1.7936206478465872e-07
6.9745,1.7843086561202342e-07
6.97475,1.7753765638052969e-07
6.975,1.7668289539303836e-07
6.97525,1.7586619896269013e-07
6.9755,1.7508687830260349e-07
6.97575,1.7434265963621499e-07
6.976,1.7363057840780812e-07
6.97625,1.7294720687514968e-07
6.9765,1.7228811713994328e-07
6.97675,1.7164906378421798e-07
6.977,1.7102530341732829e-07
6.97725,1.7041179020292139e-07
6.9775,1.6980440426803567e-07
6.97775,1.6919857256670513e-07
6.978,1.6859010588846349e-07
6.97825,1.6797514605251797e-07
6.9785,1.6735024398264923e-07
6.97875,1.667117254581705e-07
6.979,1.660564021863326e-07
6.97925,1.6538110039594972e-07
6.9795,1.6468381172583478e-07
6.97975,1.639624912499949e-07
6.98,1.6321714338195967e-07
6.98025,1.6244674784175517e-07
6.9805,1.6165208123794895e-07
6.98075,1.6083369700895452e-07
6.981,1.5999467807576606e-07
6.98125,1.5913632050228249e-07
6.9815,1.5826195210163943e-07
6.98175,1.5737673200357451e-07
6.982,1.5648540686923022e-07
6.98225,1.5559411004092391e-07
6.9825,1.5470844962106057e-07
6.98275,1.5383589271982584e-07
6.983,1.5298161733396198e-07
6.98325,1.5215164316294201e-07
6.9835,1.5135209665875067e-07
6.98375,1.5058810135675841e-07
6.984,1.4986335713664629e-07
6.98425,1.4918180310767683e-07
6.9845,1.4854600703804693e-07
6.98475,1.4795659315261685e-07
6.985,1.4741232023878454e-07
6.98525,1.4691181152874178e-07
6.9855,1.4645219232057921e-07
6.98575,1.4603161859967186e-07
6.986,1.4564558785918826e-07
6.98625,1.4529024768372965e-07
6.9865,1.4496086649431801e-07
6.98675,1.4465193214650757e-07
6.987,1.4435786217594391e-07
6.98725,1.440728485311517e-07
6.9875,1.4379194668780384e-07
6.98775,1.4350984225610595e-07
6.988,1.4322199855149905e-07
6.98825,1.4292446932601602e-07
6.9885,1.4261520718386488e-07
6.98875,1.4229294080116639e-07
6.989,1.4195820208756192e-07
6.98925,1.4161074931338607e-07
6.9895,1.4125188160225418e-07
6.98975,1.4088254847260739e-07
6.99,1.4050524069788508e-07
6.99025,1.4012128773490304e-07
6.9905,1.3973283990955226e-07
6.99075,1.3934178451992792e-07
6.991,1.3895050065394244e-07
6.99125,1.3856059025993793e-07
6.9915,1.3817359576316688e-07
6.99175,1.3779086807061385e-07
6.992,1.3741254593171303e-07
6.99225,1.3704096447834978e-07
6.9925,1.3667589301589381e-07
6.99275,1.3631707017764375e-07
6.993,1.3596457822658326e-07
6.99325,1.3561907466562731e-07
6.9935,1.3527943381863041e-07
6.99375,1.3494453450619004e-07
6.994,1.3461305436274517e-07
6.99425,1.3428367415031012e-07
6.9945,1.3395454785270117e-07
6.99475,1.3362326386277133e-07
6.995,1.3328857980779301e-07
6.99525,1.3294803452903491e-07
6.9955,1.3260146192484935e-07
6.99575,1.3224729639069222e-07
6.996,1.318860738690279e-07
6.99625,1.3151833300734117e-07
6.9965,1.3114587190105291e-07
6.99675,1.3077071336965833e-07
6.997,1.3039527267842024e-07
6.99725,1.3002214642388152e-07
6.9975,1.2965306878378384e-07
6.99775,1.292904960640518e-07
6.998,1.2893483308608829e-07
6.99825,1.2858709110862099e-07
6.9985,1.2824650247698444e-07
6.99875,1.2791277056774281e-07
6.999,1.2758474262343444e-07
6.99925,1.2726045606612911e-07
6.9995,1.2693846978160151e-07
6.99975,1.266162759646369e-07
7.0,1.2629294544594928e-07
7.00025,1.2596616455503969e-07
7.0005,1.2563527593117137e-07
7.00075,1.252991157268046e-07
7.001,1.2495644217031896e-07
7.00125,1.2460774115482096e-07
7.0015,1.242527650118593e-07
7.00175,1.2389252041110653e-07
7.002,1.2352881786069285e-07
7.00225,1.2316286671371477e-07
7.0025,1.2279630611648088e-07
7.00275,1.224315684539646e-07
7.003,1.2207155168793392e-07
7.00325,1.2172011151572002e-07
7.0035,1.2138080390439099e-07
7.00375,1.2105892472541086e-07
7.004,1.2075963270328944e-07
7.00425,1.2048879976614186e-07
7.0045,1.2025278194144407e-07
7.00475,1.2005811877485921e-07
7.005,1.1990999539569118e-07
7.00525,1.1981338577090526e-07
7.0055,1.1977199069650541e-07
7.00575,1.1978806401679254e-07
7.006,1.1986287478027115e-07
7.00625,1.1999579017620103e-07
7.0065,1.2018519816267068e-07
7.00675,1.2042784110590345e-07
7.007,1.2071903346580769e-07
7.00725,1.2105328542521636e-07
7.0075,1.2142425505265881e-07
7.00775,1.2182521224996455e-07
7.008,1.2224832817439323e-07
7.00825,1.2268571813788365e-07
7.0085,1.2312965778108494e-07
7.00875,1.235711851095685e-07
7.009,1.2400148705606902e-07
7.00925,1.2441296889689683e-07
7.0095,1.2479770817640261e-07
7.00975,1.2514806345523542e-07
7.01,1.2545679149889147e-07
7.01025,1.2571604538089649e-07
7.0105,1.2591896895725234e-07
7.01075,1.2605923645252652e-07
7.011,1.2613149787485317e-07
7.01125,1.2613159206955656e-07
7.0115,1.2605674384018579e-07
7.01175,1.2590572687315126e-07
7.012,1.2567968305650855e-07
7.01225,1.2538127518621214e-07
7.0125,1.2501551328324252e-07
7.01275,1.2458907770412774e-07
7.013,1.2411050328130747e-07
7.01325,1.2358948458079272e-07
7.0135,1.2303645063598705e-07
7.01375,1.2246231183737732e-07
7.014,1.2187768555435979e-07
7.01425,1.212936888416102e-07
7.0145,1.2072147679707859e-07
7.01475,1.2017170766122475e-07
7.015,1.196545433399003e-07
7.01525,1.1917921263936274e-07
7.0155,1.1875408120468627e-07
7.01575,1.183875502258585e-07
7.016,1.1808705341323234e-07
7.01625,1.1785805755480332e-07
7.0165,1.1770443881853908e-07
7.01675,1.1762748060298688e-07
7.017,1.1762706061276098e-07
7.01725,1.1770114708707408e-07
7.0175,1.1784622307594281e-07
7.01775,1.180571642069466e-07
7.018,1.1832695662479815e-07
7.01825,1.1864771686650424e-07
7.0185,1.1901022059011833e-07
7.01875,1.1940480170759602e-07
7.019,1.1982171908063421e-07
7.01925,1.2025167706093939e-07
7.0195,1.2068506273820339e-07
7.01975,1.2111345815439399e-07
7.02,1.2152958622690158e-07
7.02025,1.2192753425664999e-07
7.0205,1.2230308562893393e-07
7.02075,1.2265247055174269e-07
7.021,1.2297270052269577e-07
7.02125,1.2326189737682876e-07
7.0215,1.2351914300478055e-07
7.02175,1.2374443563201304e-07
7.022,1.239389399068997e-07
7.02225,1.2410485506055122e-07
7.0225,1.2424503384460072e-07
7.02275,1.2436299621273105e-07
7.023,1.2446289678570124e-07
7.02325,1.2454872951680996e-07
7.0235,1.2462483455441012e-07
7.02375,1.2469532921877193e-07
7.024,1.2476394840556063e-07
7.02425,1.2483400410440412e-07
7.0245,1.2490839205672531e-07
7.02475,1.2498986232586433e-07
7.025,1.2508114636046581e-07
7.02525,1.2518455816577497e-07
7.0255,1.2530192862959207e-07
7.02575,1.2543432980603831e-07
7.026,1.2558284194874678e-07
7.02625,1.2574843892567821e-07
7.0265,1.2593213641392646e-07
7.02675,1.2613482172172032e-07
7.027,1.2635778385656877e-07
7.02725,1.2660239873059781e-07
7.0275,1.2686969047406913e-07
7.02775,1.2716148406897052e-07
7.028,1.2747887811805096e-07
7.02825,1.2782322626892829e-07
7.0285,1.2819603877887281e-07
7.02875,1.2859829843149647e-07
7.029,1.290310437640871e-07
7.02925,1.2949509353500835e-07
7.0295,1.2999042977373062e-07
7.02975,1.3051372166957496e-07
7.03,1.3106945888386857e-07
7.03025,1.3165266441664732e-07
7.0305,1.3226092596039795e-07
7.03075,1.3289074224733305e-07
7.031,1.335377959728749e-07
7.03125,1.3419762981169854e-07
7.0315,1.3486581416805456e-07
7.03175,1.3553784504900829e-07
7.032,1.3620901774680371e-07
7.03225,1.3687410450332902e-07
7.0325,1.375277558048273e-07
7.03275,1.3816525528821653e-07
7.033,1.3878219266975913e-07
7.03325,1.3937456796879632e-07
7.0335,1.3993891512489594e-07
7.03375,1.4047269836688097e-07
7.034,1.4097314654118195e-07
7.03425,1.4143942236735628e-07
7.0345,1.4187125236344715e-07
7.03475,1.4226914797046396e-07
7.035,1.4263473187355218e-07
7.03525,1.4296617641133724e-07
7.0355,1.4327336156814873e-07
7.03575,1.4355531699349767e-07
7.036,1.4381618835222437e-07
7.03625,1.4405975646386872e-07
7.0365,1.4429009015000867e-07
7.03675,1.4451089965033495e-07
7.037,1.4472650592821304e-07
7.03725,1.4493753613937526e-07
7.0375,1.4515400329316076e-07
7.03775,1.4537581882535861e-07
7.038,1.4560698987437173e-07
7.03825,1.4585009306323548e-07
7.0385,1.4610801232749363e-07
7.03875,1.463836915576095e-07
7.039,1.4668023583915919e-07
7.03925,1.4700040577770268e-07
7.0395,1.4734654169339531e-07
7.03975,1.4772091024650646e-07
7.04,1.4812514433300503e-07
7.04025,1.4856031566510274e-07
7.0405,1.4902690846496078e-07
7.04075,1.4952549610789708e-07
7.041,1.5005536176076027e-07
7.04125,1.5061502089091825e-07
7.0415,1.5120249624200391e-07
7.04175,1.5181447524726407e-07
7.042,1.5244762092268208e-07
7.04225,1.530975438569977e-07
7.0425,1.5375929486753633e-07
7.04275,1.5442807666559467e-07
7.043,1.5509851838237098e-07
7.04325,1.5576538115658163e-07
7.0435,1.5642317646370787e-07
7.04375,1.5706689773126912e-07
7.044,1.5769210682304163e-07
7.04425,1.5829317847449659e-07
7.0445,1.5887027976499333e-07
7.04475,1.5941707533707169e-07
7.045,1.5993256732107599e-07
7.04525,1.6041454699715068e-07
7.0455,1.60862360252097e-07
7.04575,1.6127549120062087e-07
7.046,1.6165493358656314e-07
7.04625,1.6200183690035617e-07
7.0465,1.6231840561290822e-07
7.04675,1.626088723978711e-07
7.047,1.6288031965965741e-07
7.04725,1.6313671104462773e-07
7.0475,1.6338171193241854e-07
7.04775,1.6362067589744119e-07
7.048,1.6386006094466217e-07
7.04825,1.6410812206633324e-07
7.0485,1.6437210088472883e-07
7.04875,1.6465932928108883e-07
7.049,1.649756090728925e-07
7.04925,1.6532616261520332e-07
7.0495,1.6571504071744753e-07
7.04975,1.6614567992489651e-07
7.05,1.6662116834581938e-07
7.05025,1.6714376135710137e-07
7.0505,1.6771571321995014e-07
7.05075,1.6833842664795092e-07
7.051,1.6901283411371593e-07
7.05125,1.6973875946428553e-07
7.0515,1.7051619388303963e-07
7.05175,1.7134284192443628e-07
7.052,1.7221713803156001e-07
7.05225,1.7313560243309595e-07
7.0525,1.7409438936212642e-07
7.05275,1.7508860033240629e-07
7.053,1.7611166821444862e-07
7.05325,1.7715736085805503e-07
7.0535,1.7821814688179122e-07
7.05375,1.7928666356947172e-07
7.054,1.8035535893752762e-07
7.05425,1.8141688479690558e-07
7.0545,1.8246438116863411e-07
7.05475,1.834919675424345e-07
7.055,1.8449638158659151e-07
7.05525,1.8547354023133138e-07
7.0555,1.8642050313075438e-07
7.05575,1.8733564063084912e-07
7.056,1.8821747033431634e-07
7.05625,1.8906616090101767e-07
7.0565,1.8988188976260144e-07
7.05675,1.9066636705647254e-07
7.057,1.9142204958094779e-07
7.05725,1.9215240191986604e-07
7.0575,1.9286107483095973e-07
7.05775,1.9355306722403708e-07
7.058,1.9423463949396027e-07
7.05825,1.9491180625496351e-07
7.0585,1.9559238538288779e-07
7.05875,1.9628445238194633e-07
7.059,1.969943473303723e-07
7.05925,1.9772952967445099e-07
7.0595,1.9849650243040301e-07
7.05975,1.9930077198602437e-07
7.06,2.0014667738205547e-07
7.06025,2.0103600080265684e-07
7.0605,2.0196883477947914e-07
7.06075,2.0294379535884396e-07
7.061,2.0395864712573637e-07
7.06125,2.0500864677186155e-07
7.0615,2.0608873863833866e-07
7.06175,2.0719230619565846e-07
7.062,2.0831257966619033e-07
7.06225,2.0944141828879139e-07
7.0625,2.1056967592933143e-07
7.06275,2.1168862387090365e-07
7.063,2.1278903145989645e-07
7.06325,2.1386069395463084e-07
7.0635,2.1489406958265536e-07
7.06375,2.1588010164586113e-07
7.064,2.1680965273099579e-07
7.06425,2.1767527767268415e-07
7.0645,2.1847042406210385e-07
7.06475,2.1919060433855575e-07
7.065,2.1983193668940516e-07
7.06525,2.2039287138492551e-07
7.0655,2.2087285982352769e-07
7.06575,2.212740007449686e-07
7.066,2.215987234123732e-07
7.06625,2.2185262189960317e-07
7.0665,2.2204148547019332e-07
7.06675,2.2217275439148163e-07
7.067,2.222554150719721e-07
7.06725,2.2229883161796535e-07
7.0675,2.223138787434145e-07
7.06775,2.2231148629846792e-07
7.068,2.223032579863339e-07
7.06825,2.2230107952161072e-07
7.0685,2.2231630734888619e-07
7.06875,2.2236068163026242e-07
7.069,2.2244544777715732e-07
7.06925,2.2258159743053297e-07
7.0695,2.2277911160853599e-07
7.06975,2.2304646949970733e-07
7.07,2.23391604209467e-07
7.07025,2.2382090946590128e-07
7.0705,2.2433857841582312e-07
7.07075,2.2494675702203908e-07
7.071,2.256457535597467e-07
7.07125,2.2643595413225133e-07
7.0715,2.2731287967234545e-07
7.07175,2.2827305494809534e-07
7.072,2.2931066658225274e-07
7.07225,2.3042005349653323e-07
7.0725,2.3159301781320942e-07
7.07275,2.3282150160987403e-07
7.073,2.3409519221665228e-07
7.07325,2.3540553891435357e-07
7.0735,2.3674148339195306e-07
7.07375,2.3809327960445986e-07
7.074,2.3944979042821451e-07
