Physical Time (s),etp_left Monitor (W)
6.68125,1.8444845752550876e-09
6.6815,1.8489947946787582e-09
6.68175,1.8536011264507189e-09
6.682,1.858301322596741e-09
6.68225,1.863091170801912e-09
6.6825,1.867964044911222e-09
6.68275,1.8729124197544005e-09
6.683,1.8779294104107762e-09
6.68325,1.8830066322570973e-09
6.6835,1.8881328259223525e-09
6.68375,1.893299791155878e-09
6.684,1.8984974285792651e-09
6.68425,1.9037161512563394e-09
6.6845,1.9089476520776091e-09
6.68475,1.9141844423251973e-09
6.685,1.9194204402687517e-09
6.68525,1.9246492702890254e-09
6.6855,1.9298672648184812e-09
6.68575,1.9350701237990418e-09
6.686,1.9402571738585826e-09
6.68625,1.9454255190166815e-09
6.6865,1.9505756012301391e-09
6.68675,1.9557073329415977e-09
6.687,1.9608229308997399e-09
6.68725,1.9659245823177773e-09
6.6875,1.9710154449970742e-09
6.68775,1.9760993490580312e-09
6.688,1.981181711925317e-09
6.68825,1.9862680265599003e-09
6.6885,1.9913630501740237e-09
6.68875,1.9964757205357112e-09
6.689,2.0016119413400938e-09
6.68925,2.0067808671936065e-09
6.6895,2.0119902829213809e-09
6.68975,2.0172475840393974e-09
6.69,2.022559293693998e-09
6.69025,2.0279298118195858e-09
6.6905,2.0333650939124756e-09
6.69075,2.0388696930758497e-09
6.691,2.0444442373902724e-09
6.69125,2.0500905285234582e-09
6.6915,2.0558082979548518e-09
6.69175,2.0615951981187763e-09
6.692,2.0674477897241487e-09
6.69225,2.073359777417946e-09
6.6925,2.0793266500763362e-09
6.69275,2.0853387381211361e-09
6.693,2.0913847394547588e-09
6.69325,2.0974558204714184e-09
6.6935,2.1035372596593775e-09
6.69375,2.1096168227472111e-09
6.694,2.1156800125717683e-09
6.69425,2.1217130876726972e-09
6.6945,2.1277021529583336e-09
6.69475,2.1336311352112346e-09
6.695,2.1394898017592609e-09
6.69525,2.1452656365121652e-09
6.6955,2.1509462620096467e-09
6.69575,2.1565249903317987e-09
6.696,2.1619967951799057e-09
6.69625,2.1673563662206378e-09
6.6965,2.17260454265394e-09
6.69675,2.1777386548849337e-09
6.697,2.1827623595278509e-09
6.69725,2.1876786954212377e-09
6.6975,2.1924925339147642e-09
6.69775,2.1972125438614266e-09
6.698,2.2018455038233343e-09
6.69825,2.2063999883466247e-09
6.6985,2.2108876809620144e-09
6.69875,2.2153169213404169e-09
6.699,2.219698397921418e-09
6.69925,2.2240443592319368e-09
6.6995,2.2283616048824621e-09
6.69975,2.2326600102791659e-09
6.7,2.2369484494368639e-09
6.70025,2.2412362997346269e-09
6.7005,2.2455275280095608e-09
6.70075,2.249829061584183e-09
6.701,2.2541444206967608e-09
6.70125,2.2584769525096595e-09
6.7015,2.2628283712070887e-09
6.70175,2.2671982388052718e-09
6.702,2.2715875944484932e-09
6.70225,2.2759935683566065e-09
6.7025,2.2804151015565553e-09
6.70275,2.2848488820472435e-09
6.703,2.28929397546764e-09
6.70325,2.2937467588104633e-09
6.7035,2.2982019244451963e-09
6.70375,2.3026556178345958e-09
6.704,2.3071047958454117e-09
6.70425,2.3115438639799476e-09
6.7045,2.3159664010845999e-09
6.70475,2.3203653657030041e-09
6.705,2.3247352595019235e-09
6.70525,2.3290679099388545e-09
6.7055,2.3333540811445173e-09
6.70575,2.3375859825804415e-09
6.706,2.3417538878992903e-09
6.70625,2.3458510623543271e-09
6.7065,2.3498697601279541e-09
6.70675,2.353801973030304e-09
6.707,2.3576420448473463e-09
6.70725,2.3613855606750711e-09
6.7075,2.3650255405988006e-09
6.70775,2.3685579600080468e-09
6.708,2.371978840806816e-09
6.70825,2.3752867070238765e-09
6.7085,2.3784800912768203e-09
6.70875,2.381559719103501e-09
6.709,2.3845239624451118e-09
6.70925,2.3873743927431759e-09
6.7095,2.3901128219555247e-09
6.70975,2.3927431575755268e-09
6.71,2.3952683204899925e-09
6.71025,2.3976913264286805e-09
6.7105,2.4000164136532292e-09
6.71075,2.4022485464899348e-09
6.711,2.4043911866267876e-09
6.71125,2.4064488931523062e-09
6.7115,2.4084256770445092e-09
6.71175,2.4103242280060183e-09
6.712,2.4121469713605844e-09
6.71225,2.4138960653876196e-09
6.7125,2.415571249949751e-09
6.71275,2.4171742111955922e-09
6.713,2.4187065331163904e-09
6.71325,2.4201671030343241e-09
6.7135,2.421556458811655e-09
6.71375,2.4228761733402077e-09
6.714,2.4241271556870809e-09
6.71425,2.4253145500425638e-09
6.7145,2.4264393876720831e-09
6.71475,2.4275040773953833e-09
6.715,2.428514807240071e-09
6.71525,2.4294770439127874e-09
6.7155,2.4303939964861272e-09
6.71575,2.431272162777982e-09
6.716,2.4321155039876598e-09
6.71625,2.4329286659440972e-09
6.7165,2.4337154868140441e-09
6.71675,2.434479885075083e-09
6.717,2.4352240143637496e-09
6.71725,2.4359493880529186e-09
6.7175,2.4366576616999778e-09
6.71775,2.4373487861571917e-09
6.718,2.438020752867358e-09
6.71825,2.4386734994639809e-09
6.7185,2.4393034842908165e-09
6.71875,2.4399085968581348e-09
6.719,2.4404854358136857e-09
6.71925,2.4410297009344541e-09
6.7195,2.4415361912625564e-09
6.71975,2.4420024570260312e-09
6.72,2.4424230071682807e-09
6.72025,2.4427946136813512e-09
6.7205,2.4431124866917114e-09
6.72075,2.4433734969539805e-09
6.721,2.4435757326124979e-09
6.72125,2.4437161469114982e-09
6.7215,2.4437948052105502e-09
6.72175,2.4438111361914584e-09
6.722,2.4437663904056283e-09
6.72225,2.4436620991712089e-09
6.7225,2.4434995900625035e-09
6.72275,2.4432826345384991e-09
6.723,2.4430148819141973e-09
6.72325,2.4427005073761499e-09
6.7235,2.4423437135474838e-09
6.72375,2.4419492697490203e-09
6.724,2.4415194211695295e-09
6.72425,2.4410586742404739e-09
6.7245,2.4405698723015093e-09
6.72475,2.4400571508893232e-09
6.725,2.4395221293873012e-09
6.72525,2.4389659378585398e-09
6.7255,2.4383880809095492e-09
6.72575,2.4377882746140131e-09
6.726,2.4371666833839081e-09
6.72625,2.4365214329690041e-09
6.7265,2.4358514742508735e-09
6.72675,2.4351546641944611e-09
6.727,2.4344302248872101e-09
6.72725,2.4336771607143449e-09
6.7275,2.4328935698568347e-09
6.72775,2.4320794175233535e-09
6.728,2.4312335741838391e-09
6.72825,2.4303581397459413e-09
6.7285,2.4294521108884551e-09
6.72875,2.428516604810212e-09
6.729,2.4275513086169013e-09
6.72925,2.4265560795393852e-09
6.7295,2.4255303298626136e-09
6.72975,2.4244726979061726e-09
6.73,2.4233811758477554e-09
6.73025,2.4222538644702894e-09
6.7305,2.4210881334852528e-09
6.73075,2.4198800132927462e-09
6.731,2.4186273119506782e-09
6.73125,2.4173266508603333e-09
6.7315,2.4159753601012711e-09
6.73175,2.4145702521954916e-09
6.732,2.4131098289780618e-09
6.73225,2.4115936944279074e-09
6.7325,2.4100225881352835e-09
6.73275,2.4083968215513354e-09
6.733,2.4067191470166684e-09
6.73325,2.404991445573343e-09
6.7335,2.4032158567015057e-09
6.73375,2.4013953518771464e-09
6.734,2.399532586710577e-09
6.73425,2.397629239592777e-09
6.7345,2.395685561751833e-09
6.73475,2.3937019737240254e-09
6.735,2.3916778970988136e-09
6.73525,2.3896111722430599e-09
6.7355,2.3874994410549364e-09
6.73575,2.3853393422209149e-09
6.736,2.383128386715793e-09
6.73625,2.3808623909132811e-09
6.7365,2.3785391654063403e-09
6.73675,2.3761584025917758e-09
6.737,2.3737186151126666e-09
6.73725,2.3712197790964146e-09
6.7375,2.3686656427249301e-09
6.73775,2.3660598820845256e-09
6.738,2.363408700820474e-09
6.73825,2.3607189268220408e-09
6.7385,2.3579984819798661e-09
6.73875,2.3552555048994278e-09
6.739,2.352501630162667e-09
6.73925,2.349746711786714e-09
6.7395,2.3470010519353402e-09
6.73975,2.3442748129213504e-09
6.74,2.3415766581596647e-09
6.74025,2.3389154084799188e-09
6.7405,2.3362976775460954e-09
6.74075,2.3337290557127369e-09
6.741,2.3312137004406836e-09
6.74125,2.3287541167302324e-09
6.7415,2.3263506589483163e-09
6.74175,2.3240012329499061e-09
6.742,2.3217039842741261e-09
6.74225,2.3194559301801608e-09
6.7425,2.317251401801513e-09
6.74275,2.3150844670965465e-09
6.743,2.3129481653117192e-09
6.74325,2.3108348203697484e-09
6.7435,2.3087359275158516e-09
6.74375,2.3066445579570507e-09
6.744,2.3045502529865773e-09
6.74425,2.3024444668237845e-09
6.7445,2.3003178488654952e-09
6.74475,2.2981608900681327e-09
6.745,2.2959649146857604e-09
6.74525,2.293721002819097e-09
6.7455,2.2914216913056866e-09
6.74575,2.2890586935011938e-09
6.746,2.2866278711892626e-09
6.74625,2.2841229753278355e-09
6.7465,2.2815419025184264e-09
6.74675,2.2788806586561573e-09
6.747,2.2761389019344922e-09
6.74725,2.2733160610244338e-09
6.7475,2.2704121233522637e-09
6.74775,2.2674279652380678e-09
6.748,2.2643645284833337e-09
6.74825,2.2612226320248427e-09
6.7485,2.2580028149073583e-09
6.74875,2.2547066575581376e-09
6.749,2.2513347513510268e-09
6.74925,2.2478888765717576e-09
6.7495,2.2443699694515448e-09
6.74975,2.2407791810618582e-09
6.75,2.2371172958925273e-09
6.75025,2.2333866194918411e-09
6.7505,2.2295881049708105e-09
6.75075,2.2257248034321692e-09
6.751,2.2217968782567029e-09
6.75125,2.2178073219385034e-09
6.7515,2.2137592593551077e-09
6.75175,2.2096538866019407e-09
6.752,2.205494393576027e-09
6.75225,2.2012829484443299e-09
6.7525,2.1970206638568942e-09
6.75275,2.1927103548142314e-09
6.753,2.1883549084865518e-09
6.75325,2.183955752153395e-09
6.7535,2.1795163782402911e-09
6.75375,2.1750412631836736e-09
6.754,2.1705349669153045e-09
6.75425,2.1660010461779852e-09
6.7545,2.1614453752937393e-09
6.75475,2.1568736158323545e-09
6.755,2.1522902483269324e-09
6.75525,2.1477015054776603e-09
6.7555,2.1431128157964834e-09
6.75575,2.1385281105774793e-09
6.756,2.1339526895193694e-09
6.75625,2.1293873691572617e-09
6.7565,2.124835007487607e-09
6.75675,2.1202979465987065e-09
6.757,2.1157747465725563e-09
6.75725,2.1112643090632523e-09
6.7575,2.106763840312757e-09
6.75775,2.1022725711582035e-09
6.758,2.0977856989707656e-09
6.75825,2.0933008127344886e-09
6.7585,2.0888143797289896e-09
6.75875,2.0843233383374808e-09
6.759,2.079823887676638e-09
6.75925,2.0753113226975328e-09
6.7595,2.070784233697115e-09
6.75975,2.0662374598218099e-09
6.76,2.0616681272638521e-09
6.76025,2.0570717590283715e-09
6.7605,2.0524449000396372e-09
6.76075,2.0477832009760433e-09
6.761,2.0430816788492681e-09
6.76125,2.0383380415788721e-09
6.7615,2.033547606507333e-09
6.76175,2.0287077848370194e-09
6.762,2.0238164441073935e-09
6.76225,2.0188717157867405e-09
6.7625,2.0138730466599062e-09
6.76275,2.0088208928290149e-09
6.763,2.0037167010425503e-09
6.76325,1.9985630227359971e-09
6.7635,1.9933637898667949e-09
6.76375,1.9881229927270497e-09
6.764,1.9828486547711555e-09
6.76425,1.9775456708546753e-09
6.7645,1.9722188370359503e-09
6.76475,1.9668762487618717e-09
6.765,1.9615241993776208e-09
6.76525,1.9561687090637359e-09
6.7655,1.950817086090874e-09
6.76575,1.945475143449021e-09
6.766,1.9401488742790246e-09
6.76625,1.9348430612848008e-09
6.7665,1.9295612838864407e-09
6.76675,1.9243071271027248e-09
6.767,1.9190815862969769e-09
6.76725,1.9138840744608983e-09
6.7675,1.9087126837895812e-09
6.76775,1.9035621244942711e-09
6.768,1.8984257649740217e-09
6.76825,1.8932967749686547e-09
6.7685,1.8881676601562271e-09
6.76875,1.8830274891085442e-09
6.769,1.8778661012933749e-09
6.76925,1.872674336975782e-09
6.7695,1.8674437824261503e-09
6.76975,1.8621682632874413e-09
6.77,1.8568413760884191e-09
6.77025,1.8514614656701225e-09
6.7705,1.8460274046367052e-09
6.77075,1.8405415798812617e-09
6.771,1.83500650960429e-09
6.77125,1.8294277222392732e-09
6.7715,1.823812795060217e-09
6.77175,1.8181705317736845e-09
6.772,1.812509845328667e-09
6.77225,1.8068422407326508e-09
6.7725,1.801178337509407e-09
6.77275,1.7955291180713018e-09
6.773,1.7899041933303547e-09
6.77325,1.7843160024384402e-09
6.7735,1.7787745454774465e-09
6.77375,1.7732871165271304e-09
6.774,1.7678647487539285e-09
6.77425,1.7625147769686899e-09
6.7745,1.7572418841032347e-09
6.77475,1.7520513757044117e-09
6.775,1.7469472680448148e-09
6.77525,1.7419321533395542e-09
6.7755,1.7370061364363497e-09
6.77575,1.7321703983211945e-09
6.776,1.7274250955355588e-09
6.77625,1.7227669082093994e-09
6.7765,1.7181950605991679e-09
6.77675,1.7137079957890467e-09
6.777,1.7093032850059703e-09
6.77725,1.7049797993565254e-09
6.7775,1.7007358624324807e-09
6.77775,1.6965700953365258e-09
6.778,1.6924806157293742e-09
6.77825,1.6884674690648737e-09
6.7785,1.6845286182240776e-09
6.77875,1.6806628681109631e-09
6.779,1.6768695412971952e-09
6.77925,1.673145598198352e-09
6.7795,1.6694872207033147e-09
6.77975,1.6658901701186446e-09
6.78,1.6623492244506114e-09
6.78025,1.6588575286300025e-09
6.7805,1.6554075643066411e-09
6.78075,1.6519896813637797e-09
6.781,1.648596659122609e-09
6.78125,1.6452185789287772e-09
6.7815,1.6418468264506826e-09
6.78175,1.638473992612224e-09
6.782,1.6350944295064789e-09
6.78225,1.6317037413722113e-09
6.7825,1.6282994437701404e-09
6.78275,1.6248810008552092e-09
6.783,1.6214536545404179e-09
6.78325,1.6180199413203721e-09
6.7835,1.6145889739990738e-09
6.78375,1.6111702356568664e-09
6.784,1.6077742061549622e-09
6.78425,1.6044137080211586e-09
6.7845,1.6011020198786093e-09
6.78475,1.5978533555329667e-09
6.785,1.5946802984218695e-09
6.78525,1.5915960671382473e-09
6.7855,1.5886110255658348e-09
6.78575,1.5857334880709847e-09
6.786,1.5829703607477203e-09
6.78625,1.5803275131088119e-09
6.7865,1.5778046004837696e-09
6.78675,1.5754007960372482e-09
6.787,1.5731109677546618e-09
6.78725,1.5709261479830428e-09
6.7875,1.5688368902675902e-09
6.78775,1.566829387563152e-09
6.788,1.5648885179012852e-09
6.78825,1.5629992263438118e-09
6.7885,1.5611440269912536e-09
6.78875,1.5593072715983126e-09
6.789,1.5574749194511458e-09
6.78925,1.5556341633962471e-09
6.7895,1.5537757288622058e-09
6.78975,1.5518946641963582e-09
6.79,1.5499868743810145e-09
6.79025,1.5480539170423199e-09
6.7905,1.5461001644966135e-09
6.79075,1.5441330018590531e-09
6.791,1.5421631375361879e-09
6.79125,1.5402036680421083e-09
6.7915,1.5382662133539634e-09
6.79175,1.5363660083187975e-09
6.792,1.5345171430834225e-09
6.79225,1.5327334891196941e-09
6.7925,1.5310289149364862e-09
6.79275,1.529415589406469e-09
6.793,1.5279047218233149e-09
6.79325,1.5265076388829128e-09
6.7935,1.5252337011315709e-09
6.79375,1.5240901448586795e-09
6.794,1.5230843990944306e-09
6.79425,1.5222215563008525e-09
6.7945,1.5215041797247157e-09
6.79475,1.5209339976372426e-09
6.795,1.5205108494658849e-09
6.79525,1.5202308569488777e-09
6.7955,1.520089815259958e-09
6.79575,1.5200817388530403e-09
6.796,1.5201974957683158e-09
6.79625,1.5204260132661403e-09
6.7965,1.5207565436383086e-09
6.79675,1.5211771069071023e-09
6.797,1.5216740756328708e-09
6.79725,1.5222357402189944e-09
6.7975,1.5228488986976372e-09
6.79775,1.5235021188770162e-09
6.798,1.5241842524377068e-09
6.79825,1.5248852284190553e-09
6.7985,1.5255994318024931e-09
6.79875,1.5263109781442353e-09
6.799,1.5270181785705934e-09
6.79925,1.5277145451422742e-09
6.7995,1.5283954611012614e-09
6.79975,1.5290572942302106e-09
6.8,1.5296981254037845e-09
6.80025,1.5303162029358424e-09
6.8005,1.5309110424041855e-09
6.80075,1.5314837091510235e-09
6.801,1.5320351365656597e-09
6.80125,1.5325656194059635e-09
6.8015,1.5330818640249923e-09
6.80175,1.5335853305439837e-09
6.802,1.5340816872589509e-09
6.80225,1.5345755039309026e-09
6.8025,1.5350743167758609e-09
6.80275,1.5355838412060872e-09
6.803,1.5361102625910584e-09
6.80325,1.5366591582172822e-09
6.8035,1.5372344378234891e-09
6.80375,1.5378398407026248e-09
6.804,1.5384783923902154e-09
6.80425,1.5391513482126327e-09
6.8045,1.5398585298926408e-09
6.80475,1.540600065556461e-09
6.805,1.5413739537696056e-09
6.80525,1.5421801083367648e-09
6.8055,1.5430162517432748e-09
6.80575,1.5438808225982961e-09
6.806,1.5447744772487492e-09
6.80625,1.5456927204608204e-09
6.8065,1.54664558120131e-09
6.80675,1.5476306182532717e-09
6.807,1.5486501797107138e-09
6.80725,1.5497076853448935e-09
6.8075,1.5508058972008769e-09
6.80775,1.5519472994876118e-09
6.808,1.5531346209407772e-09
6.80825,1.5543708070010081e-09
6.8085,1.5556569112474633e-09
6.80875,1.5569933171028693e-09
6.809,1.5583803417168572e-09
6.80925,1.5598160434004163e-09
6.8095,1.5612987635718906e-09
6.80975,1.5628238886973108e-09
6.81,1.5643886845898223e-09
6.81025,1.5659879651904883e-09
6.8105,1.5676182883332249e-09
6.81075,1.569272674484052e-09
6.811,1.5709455175943712e-09
6.81125,1.5726303778026921e-09
6.8115,1.5743210154726256e-09
6.81175,1.5760122924671806e-09
6.812,1.5776981168038568e-09
6.81225,1.5793726892659631e-09
6.8125,1.5810333757613971e-09
6.81275,1.5826783289160488e-09
6.813,1.58430525306406e-09
6.81325,1.5859152147372963e-09
6.8135,1.5875113556375463e-09
6.81375,1.5890995106759669e-09
6.814,1.5906866697300548e-09
6.81425,1.5922787395076244e-09
6.8145,1.5938874066268253e-09
6.81475,1.5955214260652861e-09
6.815,1.5971918921471368e-09
6.81525,1.5989111832771205e-09
6.8155,1.6006908191451044e-09
6.81575,1.6025400378394159e-09
6.816,1.6044701218615605e-09
6.81625,1.6064897061239692e-09
6.8165,1.6086076834391815e-09
6.81675,1.6108298384706295e-09
6.817,1.6131627230586165e-09
6.81725,1.6156100182795866e-09
6.8175,1.618175114749406e-09
6.81775,1.620858342398759e-09
6.818,1.6236587286970248e-09
6.81825,1.6265724405608704e-09
6.8185,1.629594617915477e-09
6.81875,1.6327199512114268e-09
6.819,1.6359398849203996e-09
6.81925,1.6392449943157246e-09
6.8195,1.6426235203925429e-09
6.81975,1.6460632941884327e-09
6.82,1.6495496962472884e-09
6.82025,1.6530689072900044e-09
6.8205,1.6566048851711408e-09
6.82075,1.6601432221531539e-09
6.821,1.6636697632607353e-09
6.82125,1.6671693135027957e-09
6.8215,1.6706290443155033e-09
6.82175,1.6740379860388414e-09
6.822,1.6773878758903415e-09
6.82225,1.6806712545853129e-09
6.8225,1.6838836652533901e-09
6.82275,1.6870239189656416e-09
6.823,1.6900941397680405e-09
6.82325,1.6930978128336861e-09
6.8235,1.696039986751821e-09
6.82375,1.6989291026339782e-09
6.824,1.7017766983839191e-09
6.82425,1.7045952306911854e-09
6.8245,1.7073952515385006e-09
6.82475,1.710190939872107e-09
6.825,1.7129971153391346e-09
6.82525,1.7158278871801675e-09
6.8255,1.7186972702477099e-09
6.82575,1.7216188161831196e-09
6.826,1.7246064462338343e-09
6.82625,1.7276735920156855e-09
6.8265,1.7308321214051508e-09
6.82675,1.7340926958829688e-09
6.827,1.737464029175923e-09
6.82725,1.7409531917579557e-09
6.8275,1.7445651244327315e-09
6.82775,1.7483011255906469e-09
6.828,1.7521637765294467e-09
6.82825,1.7561491426642686e-09
6.8285,1.7602516136649626e-09
6.82875,1.7644632414091808e-09
6.829,1.7687768132613414e-09
6.82925,1.7731781041646729e-09
6.8295,1.7776561760766528e-09
6.82975,1.7821984954550955e-09
6.83,1.7867911816394989e-09
6.83025,1.7914235693726348e-09
6.8305,1.7960816719395802e-09
6.83075,1.8007562995737379e-09
6.831,1.8054370671628982e-09
6.83125,1.8101162908368352e-09
6.8315,1.8147884120462259e-09
6.83175,1.8194515122492963e-09
6.832,1.8240992810733616e-09
6.83225,1.8287309578344398e-09
6.8325,1.8333467984042233e-09
6.83275,1.8379476008757902e-09
6.833,1.842536873093305e-09
6.83325,1.8471168900453999e-09
6.8335,1.8516906438572377e-09
6.83375,1.8562608058247939e-09
6.834,1.86083160174101e-09
6.83425,1.8654065228946051e-09
6.8345,1.8699932884933228e-09
6.83475,1.8745922334099491e-09
6.835,1.8792056557598175e-09
6.83525,1.8838370483984839e-09
6.8355,1.8884881944696675e-09
6.83575,1.8931603317723223e-09
6.836,1.8978542261380741e-09
6.83625,1.9025690389287625e-09
6.8365,1.9073056859485026e-09
6.83675,1.9120606601468036e-09
6.837,1.9168303801335383e-09
6.83725,1.9216113255227645e-09
6.8375,1.9264034258275919e-09
6.83775,1.9312046224965523e-09
6.838,1.9360139664547013e-09
6.83825,1.9408305739083015e-09
6.8385,1.9456523153746585e-09
6.83875,1.9504828538331824e-09
6.839,1.9553252554674197e-09
6.83925,1.9601813112827127e-09
6.8395,1.9650559726541797e-09
6.83975,1.9699543910941971e-09
6.84,1.9748802795935761e-09
6.84025,1.9798373185542617e-09
6.8405,1.9848307275644984e-09
6.84075,1.9898647708565252e-09
6.841,1.9949373490876956e-09
6.84125,2.0000504327247106e-09
6.8415,2.0052045258403297e-09
6.84175,2.0103983599988276e-09
6.842,2.0156283736709403e-09
6.84225,2.0208899845936689e-09
6.8425,2.0261806110248889e-09
6.84275,2.0314968923650441e-09
6.843,2.0368302651263755e-09
6.84325,2.0421793940820516e-09
6.8435,2.0475390485458891e-09
6.84375,2.0529040622190287e-09
6.844,2.0582726461634741e-09
6.84425,2.0636396012586839e-09
6.8445,2.0690002412551262e-09
6.84475,2.0743538327991241e-09
6.845,2.0796967261904692e-09
6.84525,2.0850270782364344e-09
6.8455,2.0903447303722017e-09
6.84575,2.0956494093564485e-09
6.846,2.1009405987407099e-09
6.84625,2.1062198779849451e-09
6.8465,2.111484483462482e-09
6.84675,2.1167374050244574e-09
6.847,2.1219782544327017e-09
6.84725,2.1272072374067167e-09
6.8475,2.132423126882042e-09
6.84775,2.1376264656889178e-09
6.848,2.1428177341216225e-09
6.84825,2.1479950123523217e-09
6.8485,2.153161425668824e-09
6.84875,2.1583140369649291e-09
6.849,2.1634544068604625e-09
6.84925,2.1685816923349582e-09
6.8495,2.1736957120290606e-09
6.84975,2.1787965051337266e-09
6.85,2.1838837823404244e-09
6.85025,2.188956779628866e-09
6.8505,2.194015088177069e-09
6.85075,2.1990587560348894e-09
6.851,2.2040895633607324e-09
6.85125,2.2091047936124812e-09
6.8515,2.2141058860503292e-09
6.85175,2.2190938651143368e-09
6.852,2.2240689223224451e-09
6.85225,2.2290319590558699e-09
6.8525,2.2339850630404041e-09
6.85275,2.2389272594333917e-09
6.853,2.2438575549992883e-09
6.85325,2.2487768260345784e-09
6.8535,2.2536805987347526e-09
6.85375,2.2585669807148555e-09
6.854,2.2634303926942209e-09
6.85425,2.2682653165493312e-09
6.8545,2.2730659046770399e-09
6.85475,2.2778242133661629e-09
6.855,2.2825343320815268e-09
6.85525,2.2871909562717923e-09
6.8555,2.2917874642524039e-09
6.85575,2.296317227235871e-09
6.856,2.3007742572280475e-09
6.85625,2.3051549379118989e-09
6.8565,2.309458772853193e-09
6.85675,2.3136842407936224e-09
6.857,2.3178314558659034e-09
6.85725,2.3219042476214927e-09
6.8575,2.3259025517629096e-09
6.85775,2.3298301169855902e-09
6.858,2.3336908387944248e-09
6.85825,2.3374884401556283e-09
6.8585,2.3412259200375414e-09
6.85875,2.3449058240455748e-09
6.859,2.3485291281518577e-09
6.85925,2.352094131619584e-09
6.8595,2.3555988192189109e-09
6.85975,2.3590409865798177e-09
6.86,2.3624134339827792e-09
6.86025,2.365709449420519e-09
6.8605,2.3689200897862097e-09
6.86075,2.3720383889105176e-09
6.861,2.3750566994826602e-09
6.86125,2.3779674752108341e-09
6.8615,2.380765688244175e-09
6.86175,2.3834436712202868e-09
6.862,2.3859996339657545e-09
6.86225,2.3884330786103927e-09
6.8625,2.3907456227575507e-09
6.86275,2.3929408625564103e-09
6.863,2.3950240520553808e-09
6.86325,2.3970032988907691e-09
6.8635,2.3988863127064986e-09
6.86375,2.4006836818436349e-09
6.864,2.402407170256384e-09
6.86425,2.404067078704192e-09
6.8645,2.4056746894528569e-09
6.86475,2.40724156192173e-09
6.865,2.4087763307807506e-09
6.86525,2.4102876773775851e-09
6.8655,2.4117818731830869e-09
6.86575,2.413265636041477e-09
6.866,2.4147416602023265e-09
6.86625,2.4162116433457584e-09
6.8665,2.4176755439338053e-09
6.86675,2.4191334518217999e-09
6.867,2.4205821120803622e-09
6.86725,2.4220192938973762e-09
6.8675,2.4234412631616422e-09
6.86775,2.4248444525246456e-09
6.868,2.4262265193323813e-09
6.86825,2.4275825748058028e-09
6.8685,2.4289103996652427e-09
6.86875,2.4302061844376271e-09
6.869,2.431466554710654e-09
6.86925,2.4326886163944755e-09
6.8695,2.4338704604530232e-09
6.86975,2.4350088890170332e-09
6.87,2.4361027795420714e-09
6.87025,2.4371503342850313e-09
6.8705,2.4381505658936138e-09
6.87075,2.4391029374205459e-09
6.871,2.4400077878810925e-09
6.87125,2.4408642157319242e-09
6.8715,2.4416730298092744e-09
6.87175,2.4424342593347621e-09
6.872,2.4431488251864505e-09
6.87225,2.4438161126983825e-09
6.8725,2.4444360318070656e-09
6.87275,2.4450060890337759e-09
6.873,2.4455251132933636e-09
6.87325,2.4459898654938606e-09
6.8735,2.4463960126185283e-09
6.87375,2.4467400259761746e-09
6.874,2.447016798357335e-09
6.87425,2.4472214957676309e-09
6.8745,2.4473498467820095e-09
6.87475,2.4473975696857175e-09
6.875,2.4473617519232775e-09
6.87525,2.4472396834182864e-09
6.8755,2.4470297801606428e-09
6.87575,2.4467314195613201e-09
6.876,2.4463454984824649e-09
6.87625,2.445873217211124e-09
6.8765,2.4453175395415937e-09
6.87675,2.4446808846465465e-09
6.877,2.4439667989448856e-09
6.87725,2.4431788730295523e-09
6.8775,2.4423209626260834e-09
6.87775,2.4413967626686471e-09
6.878,2.4404103435899987e-09
6.87825,2.4393651445167869e-09
6.8785,2.4382661360023865e-09
6.87875,2.4371166137002415e-09
6.879,2.4359213064732942e-09
6.87925,2.4346842015952788e-09
6.8795,2.4334109063243823e-09
6.87975,2.4321053045749188e-09
6.88,2.4307732511446923e-09
6.88025,2.4294194159293441e-09
6.8805,2.4280490893598437e-09
6.88075,2.4266669310098205e-09
6.881,2.4252771261314367e-09
6.88125,2.4238844100963786e-09
6.8815,2.4224913291471362e-09
6.88175,2.4211007222559913e-09
6.882,2.4197138376880081e-09
6.88225,2.4183309614465627e-09
6.8825,2.416951607652243e-09
6.88275,2.4155745284809087e-09
6.883,2.4141974979656777e-09
6.88325,2.4128179909708237e-09
6.8835,2.4114332353520591e-09
6.88375,2.4100390541884516e-09
6.884,2.4086315883354008e-09
6.88425,2.4072069363542226e-09
6.8845,2.4057602468559674e-09
6.88475,2.4042881610200211e-09
6.885,2.4027861913639012e-09
6.88525,2.4012519343518496e-09
6.8855,2.3996815039575003e-09
6.88575,2.3980723719618079e-09
6.886,2.3964226720902854e-09
6.88625,2.3947316086337917e-09
6.8865,2.3929994023216417e-09
6.88675,2.3912263099983714e-09
6.887,2.3894139001726156e-09
6.88725,2.3875650524107202e-09
6.8875,2.385682586690149e-09
6.88775,2.3837707320259019e-09
6.888,2.381833600040958e-09
6.88825,2.3798754513493645e-09
6.8885,2.3779006084358017e-09
6.88875,2.375913300051505e-09
6.889,2.3739164817125348e-09
6.88925,2.371913817775653e-09
6.8895,2.3699082147688813e-09
6.88975,2.3679025011628104e-09
6.89,2.3658990364499573e-09
6.89025,2.3639001341147806e-09
6.8905,2.3619067389124144e-09
6.89075,2.3599201074445497e-09
