Physical Time (s),xth_bot Monitor (W): bot_cv1,xth_bot Monitor (W): bot_cv2,xth_bot Monitor (W): bot_cv3,xth_bot Monitor (W): bot_cv4,xth_bot Monitor (W): bot_cv5,xth_bot Monitor (W): bot_cv6,xth_bot Monitor (W): bot_cv7
6.658,1.0103249162392501e-18,1.5230608077577197e-19,1.6113939590840938e-19,1.2881159752977516e-19,1.6084400738256563e-19,7.9554126236920238e-20,-2.921937125367175e-19
6.65825,-3.7353013732216513e-19,-1.6537555895967177e-19,1.5073976024789923e-19,-1.0187495215633014e-19,1.1293172961831851e-19,1.4653202793051194e-19,1.0928943067902596e-18
6.6585,6.1660965979348963e-19,-2.565021276905216e-19,-1.6649329521049823e-19,1.4066826793539252e-19,1.2250908008644072e-19,-2.9211383959849555e-20,6.483376261772838e-20
6.65875,-4.4371072157585809e-19,-8.1126955766028883e-20,1.253820914296346e-19,4.9859478032736637e-20,-8.1578795603889595e-20,2.3808071939089829e-19,-5.6911839588372101e-20
6.659,-1.2262228411549047e-19,6.1450870834360563e-20,2.1901605278427972e-20,-9.0770711286801235e-20,-5.8445780964093452e-20,7.7152455631529251e-20,9.7430560224677909e-20
6.65925,-5.8057340162566632e-19,-2.2966318967777825e-19,4.1815903918335949e-20,-1.514664734475877e-19,1.3230003498837357e-19,-4.622899125607954e-20,-1.9367521533593826e-19
6.6595,-1.7195313643660442e-19,-7.8236541060849746e-20,-3.2201830749855436e-20,6.4651287638380167e-20,-2.1302431926709608e-19,2.5203136899197302e-19,-1.0997942371380877e-20
6.65975,1.1044326935245043e-18,-1.0319372475538061e-19,1.5115192645375372e-19,-1.1926542168048088e-19,-1.0551434237792951e-19,-5.7147000998433111e-19,-1.3929218155950393e-19
6.66,2.7186521690012299e-20,6.3486361028121852e-20,-4.8058125173747048e-22,-2.5356975612811536e-19,-8.9779645009425637e-20,1.6944173888596459e-19,-7.7216488160223102e-20
6.66025,6.2268923488193577e-19,1.1709098461700651e-19,-3.1429950779639465e-20,-1.0631553830299001e-19,-9.3147485086791267e-20,6.3600192303027069e-20,-2.0262175140152725e-19
6.6605,5.6326150564907419e-19,-2.101517839483596e-19,2.7085528066662279e-20,1.8883098856306405e-21,2.1861255488846651e-19,-5.6320950889270727e-19,-1.3651495966058785e-19
6.66075,-1.686400834896452e-18,1.679494467263994e-19,3.4093707999467591e-21,-1.635103403331006e-19,5.7398271403390105e-21,-5.1475265957560208e-20,6.9096507726131349e-19
6.661,-5.5873913496613253e-19,-3.0100002485406895e-19,-4.0734943191285327e-20,1.0093794291178753e-19,-1.5741642712731843e-19,-1.107720812936016e-19,-8.2940698701753297e-19
6.66125,-8.3129356256917018e-19,1.2580276503314426e-20,1.2541458467085821e-19,-3.3649053812686348e-20,-1.3906944301278716e-19,-1.1878453904346435e-19,1.6602430713788661e-20
6.6615,-5.8756607568000303e-19,1.1039905355710021e-19,2.5927700908416095e-20,1.7558326544304703e-20,-6.6615344405882031e-20,-5.5806044225395199e-19,5.1815166277753089e-19
6.66175,-9.8776931299042257e-19,-1.4579506462711565e-19,1.0672463787569275e-19,2.4397283651883435e-20,-2.7480357736176743e-20,-1.6249416284297812e-19,6.2021760268859015e-19
6.662,-8.1704362217367936e-19,-2.3936804634886133e-20,-1.5064892198697616e-19,-6.3858246268450818e-20,-1.1168376790308393e-19,1.9237126543936137e-19,1.7419976730693903e-19
6.66225,4.6000056127889308e-19,4.2936618951318658e-20,1.0681064464150603e-19,-1.3433303080788288e-19,2.0610100035658111e-19,-2.654562405511362e-19,3.7591102827175485e-19
6.6625,7.5053821756784085e-19,-3.5111644964370809e-20,1.8982432905488572e-20,3.5553551040209223e-20,3.2079147487646725e-20,-2.163163636588528e-20,3.1534291396932642e-19
6.66275,-2.086319274642479e-19,9.9828614365624696e-20,9.3317597795943333e-20,2.828972688989785e-20,-7.9004756512186261e-20,4.5818699692182496e-19,-5.292435211087404e-19
6.663,-4.4991621072404936e-19,-9.1250638240950793e-20,-6.1673138378425958e-20,6.0533556037451609e-20,1.5860625456245591e-19,-3.1643762694047816e-19,-1.2451615910728254e-19
6.66325,6.2993867948636179e-19,-5.4533007089062449e-20,2.7558741346594567e-21,9.8986850414998572e-21,5.0454223927453769e-21,5.9511593894730567e-19,-6.8655489606226612e-19
6.6635,-1.7102210376994293e-18,1.4023684880474118e-21,9.0053323051390501e-21,6.0199899331818463e-20,-1.4965711301032246e-19,-4.2677174947275861e-19,4.1641402595614079e-19
6.66375,-4.5230804732520193e-20,6.7275766427611882e-20,-6.2929263363811219e-20,1.7701701882735164e-19,-1.2220689362377116e-19,2.5167636047202384e-19,7.9721094829508717e-19
6.664,-7.7806257852306518e-19,-1.7819204917246773e-19,1.1684925096285313e-19,-7.6732528367792648e-20,2.1834654228033707e-20,2.3180499253948122e-19,5.5995383546506447e-19
6.66425,6.217938859724111e-19,1.8876375863080115e-19,-2.2217617572668021e-19,-7.2245961021467429e-20,2.0868931699179255e-20,-5.7147867107133446e-19,2.8691494085540977e-21
6.6645,6.8112845339763289e-19,1.117060319638493e-19,-4.4690189594124145e-21,1.3199157920111525e-19,-2.3875920536942341e-20,1.7064164810970307e-19,2.0383666174647073e-20
6.66475,-6.8724827294802241e-19,-4.703499909266678e-20,1.4599319239243212e-19,-5.8205925059837481e-20,1.1113504286497688e-19,2.3196445457916632e-19,-7.8356171193056862e-19
6.665,-3.359189917503788e-19,-1.1129490210036526e-19,9.2630742181025404e-20,3.2857905231464269e-20,-1.3878087152122987e-19,-2.2174355634859113e-19,-4.8247434202554456e-19
6.66525,1.6012675154555261e-20,1.0186771522907173e-19,4.8360059099524203e-20,-1.4552234541611746e-19,-2.4084309331505174e-19,8.697485650292928e-20,-6.0512165908468435e-19
6.6655,5.1727548712670798e-19,-2.9801111010153479e-19,5.5881834278883407e-22,-3.9195426976322616e-20,1.5404752891861778e-19,1.948081186694206e-20,4.8983922885867776e-20
6.66575,2.9678828629250861e-19,1.3025475531674913e-19,-1.4229109254341613e-19,-9.0055206411229892e-20,6.1130735946226215e-20,-1.5483148439156146e-20,-8.6278328739224364e-19
6.666,-1.7811610320719267e-19,2.8148115076953187e-19,1.6725612975783575e-20,-7.966380624372796e-20,1.7071232780542016e-20,1.3824673047018563e-19,2.8074345917447025e-19
6.66625,-1.0403347046270374e-18,-2.4813086174193052e-19,-5.0513231000172562e-20,3.2483038682568652e-20,-2.778218812274726e-19,-2.6367957926399566e-19,2.1161325282880121e-19
6.6665,-1.3167464461304217e-18,-1.099557074963109e-19,-5.9125238706402055e-20,-9.2021974152914331e-20,-4.1506425443591156e-19,-1.1221478780786515e-19,3.7342331432620664e-19
6.66675,-2.2002841695324349e-18,-1.6897843344055232e-19,-1.8633732149478086e-19,-5.75633092857372e-20,-1.0942095501476939e-20,-2.2045473647009605e-19,2.7581183911308114e-19
6.667,-9.674678137256224e-19,-1.560182503573673e-19,-1.3701624491561506e-19,5.5432704428262463e-20,-6.5451160840684227e-20,5.3803776072370972e-20,-2.7445993678261726e-19
6.66725,-1.3206669771192664e-18,2.6266775759005848e-19,-1.3816153229932583e-19,-1.2721307492241682e-19,-1.6363946573999224e-19,-3.7192486143117528e-20,9.2359265889404325e-20
6.6675,9.0344531989029247e-19,-1.0841460528725012e-19,1.0215475240478572e-19,-7.3063448008857186e-20,-1.4256196571889875e-19,2.5128729898662778e-20,4.3442611287280773e-19
6.66775,4.7459503475081325e-21,-2.8603651553892482e-19,1.6217210259419058e-19,-5.9095511851805597e-20,-1.2211578600707369e-19,6.0858356910717829e-19,5.5926155101207047e-20
6.668,3.6664495990637924e-19,-4.641201940878109e-20,-1.6198228234191807e-20,5.1222040652928204e-21,-3.3576625982351348e-19,1.915896457822178e-19,2.2696932368570557e-19
6.66825,1.4997109609520606e-18,1.5626934147657592e-19,1.2571084539346409e-19,4.7612473576843411e-20,2.0028867992326161e-19,4.9083891078424146e-20,3.5929549506449369e-19
6.6685,-1.5312843748373137e-19,-1.0328072860849628e-19,-4.9541738897009962e-20,6.9961827809855138e-20,-1.2935314841771076e-19,-7.6095103493601049e-20,-1.9447995430929688e-19
6.66875,5.6941328527539296e-19,-1.2641945552776109e-19,-2.895337320191048e-20,-6.3939611362127967e-20,2.6448676678285493e-19,1.5483469251222873e-19,2.2610055145961527e-20
6.669,1.4865390309164297e-19,-5.3534068302396598e-20,4.9796052645299394e-20,8.9301532639406026e-21,2.0803001889653986e-19,-3.6251669427435799e-19,-7.6367762617624512e-19
6.66925,9.5909216505310125e-19,8.1151097624759334e-20,-2.6223168619234718e-20,1.3285592400329215e-19,3.9321624274617536e-19,3.1511741716012219e-20,-3.9148937724151002e-19
6.6695,8.4924335319054098e-19,1.487374707258609e-20,-2.7516468475423648e-19,4.8888946490219862e-20,-6.4014141167582265e-20,-2.300664339281306e-19,-2.2605786357144451e-19
6.66975,4.2566982315293827e-19,-6.9174243349212812e-20,-3.5047914362464994e-20,3.0860169882272209e-20,-2.4701193328331242e-19,-2.2463698199281438e-19,-3.5992988162184732e-19
6.67,-1.104765090000201e-18,-3.2570239661419624e-20,6.4376735863969629e-20,8.0927670408185623e-21,-3.8234995592587446e-19,-2.6008972914998749e-19,-8.5549304000450164e-19
6.67025,-1.6279909182908701e-18,8.6113398445493561e-20,1.0038293204736932e-19,-1.1364306718296165e-19,-1.5292932773697339e-19,-1.0956393005892163e-19,-3.6830091776462524e-19
6.6705,-3.0701085307661234e-19,-1.1869545443458507e-20,6.4941523650150928e-20,-4.5711163535635114e-20,-1.6062353225139301e-19,1.5951847611001395e-19,4.0573859942187791e-19
6.67075,-1.5355487538501833e-18,-1.2563590399543238e-19,1.9842955033801508e-19,-6.1061068040122756e-20,8.272347204997033e-20,-4.5555937277991873e-19,-1.9473713988769237e-19
6.671,1.2090867031225515e-18,1.028499214458746e-19,3.6512770608150102e-20,-1.5014281498979574e-19,-1.7605882805655639e-19,4.7279372622675609e-19,-4.5807610282592894e-19
6.67125,-1.4265026846922023e-19,4.9699458058354655e-19,7.5601209920816994e-20,-1.5301737114392803e-20,-7.0790493028424797e-20,-1.3842493940010325e-19,5.6001929899828971e-19
6.6715,1.7236122275047741e-18,3.2446007375884926e-19,-1.345719669912856e-19,-3.0256626320367331e-19,9.2266370774356919e-20,3.6712104936621169e-20,8.1471522870850613e-20
6.67175,-1.1075737454856101e-18,-2.5297249104073718e-19,-8.2091382335178316e-21,5.7495296944163314e-20,-6.0323178649808142e-19,3.2921752756370664e-19,-4.9517380867495989e-19
6.672,6.1622562717289276e-20,6.5789461388094661e-20,-5.2522556176216132e-20,8.7606758368580066e-20,1.5838548542295038e-19,7.4884207044121746e-19,1.1898640823142712e-18
6.67225,-2.4878813214012363e-19,-8.9904978886160949e-20,-4.6857125114246462e-20,1.4582698176198345e-19,-1.1930551423887217e-19,-1.0265437345658687e-19,9.3502395903007244e-20
6.6725,5.6395035736987975e-19,-9.7278522609061311e-20,6.1194971017743724e-20,2.2697894826306539e-20,3.2907915635702986e-20,4.8566726137197937e-19,-2.3610848356696445e-19
6.67275,6.0773406435194639e-19,-1.1073305316668821e-19,-1.0571256178578691e-19,-1.2996704548709078e-19,-4.9411103682577171e-19,3.9416598074587154e-20,-4.2601085210925625e-20
6.673,2.5635013379921682e-19,1.477433228497891e-19,5.2953278930929657e-21,4.6292898543143465e-21,-1.8173919421649016e-19,1.4948952478510284e-19,6.5699319364179416e-19
6.67325,8.7552728622971133e-19,2.6228596056300234e-19,1.7247718125994087e-19,1.606726858670336e-19,-6.4347090197156399e-20,-1.5154045890201464e-19,5.5423084934241751e-20
6.6735,-1.6520385427322067e-19,1.5728630628555111e-20,9.426337136058467e-21,-1.0962156257923285e-19,-2.1022950467227108e-19,3.0926199908017121e-19,-1.7744306554229322e-19
6.67375,1.4387588067494542e-18,-3.8752935092741797e-20,-3.1374378273387593e-22,-8.7998434969212799e-20,8.3156055666252696e-20,-1.4649711508147201e-19,3.1966844449729028e-19
6.674,6.7089823397465232e-19,-2.113826171725436e-19,-3.6516560142145111e-20,-1.5555167957520824e-19,-7.7510078224267413e-20,-2.0204162009233697e-19,6.1169890124111188e-19
6.67425,6.3534459560007801e-19,-3.6750299537608203e-20,1.4674934794769431e-20,-2.7040297323065384e-19,-1.3255048724443734e-19,-8.5456575967920219e-23,-1.3775688633936007e-18
6.6745,-8.9272082202790941e-19,8.8501701702093214e-21,-1.8766843376232679e-19,2.5638390580517808e-20,-5.6289099249743816e-20,-3.3792668547634743e-19,1.0759987973447364e-19
6.67475,8.4833435515142957e-19,-1.3857592551267196e-19,4.5522914140006549e-20,3.339611016145809e-21,9.497753610159561e-20,-1.4192229304482147e-19,-8.495744010492549e-19
6.675,1.1014114659984172e-18,1.7615317443611398e-19,-5.4207121820495706e-20,-1.0825414790583086e-19,7.7307304592891724e-20,3.4183490334295203e-19,-1.2147999926081132e-18
6.67525,-1.7466401828391409e-18,4.3672152886167723e-20,7.899229020685573e-20,-1.6092134757839104e-19,2.9997431330491494e-19,-2.060325090142717e-19,-5.2146998981449982e-19
6.6755,3.8344669583828279e-20,2.2225425418154834e-19,-2.7857778334857038e-20,-2.2772733773006871e-19,1.4419483223089743e-19,1.4360896274200924e-20,-1.2547377276486593e-18
6.67575,2.0571493607787657e-18,8.7114605254242371e-20,7.8373289918011353e-20,-1.8447616659883135e-19,3.0994605465001122e-19,-5.2095313954132529e-19,1.8033426917678033e-19
6.676,-9.0106856612672003e-19,-3.4592599891628e-20,1.7214628976665684e-20,-1.4314459112038304e-19,3.8213995760894893e-19,-2.6202666494041295e-19,-9.776246855259841e-19
6.67625,-5.8695359655018973e-20,5.0330079786027174e-20,5.3859292308847704e-20,-2.3181030156549212e-19,4.4609605756158029e-19,-3.5593218902891205e-19,-1.4445662746976e-19
6.6765,-2.7116983244753441e-19,2.0662651543636624e-20,-3.6840336453585592e-20,2.3546494084838514e-21,-3.3786404588204878e-19,-1.1142567390937521e-19,-8.9751483291498609e-19
6.67675,-3.0738877084998069e-19,-1.3067631135413313e-19,-1.12632114958099e-19,1.4035616100412055e-20,-4.0618376319934156e-19,2.5717995702821592e-20,-2.1241973376038866e-19
6.677,1.7304458915425682e-18,-1.1555229633543835e-19,6.2119664095435349e-20,-1.6767793002443972e-19,3.1007621536676634e-19,3.8537321069185356e-19,3.0764053510779956e-19
6.67725,-8.4688960157131843e-19,-8.7667632612907232e-20,1.1827126936540552e-20,1.1588161143347306e-19,2.6679450290248109e-19,5.8758189250599686e-20,-3.6242642405982488e-19
6.6775,-5.5870417766803272e-19,-2.1899412504187345e-19,1.6090323666993283e-19,-3.0546091277332825e-19,-1.3197477015792538e-19,-4.1316758343197792e-19,-6.3543456868006458e-19
6.67775,8.042068365620668e-19,-5.4561950018011581e-20,-2.0968290738994873e-20,-4.2848552480065732e-20,-2.3855259491520586e-21,-1.3257175265464105e-20,1.2155620335607779e-19
6.678,3.5131489346952581e-19,3.1259293082517809e-20,6.139444900919014e-20,-2.4678236210220094e-19,3.1946378493380158e-20,1.7985595652541376e-19,1.1962019125142991e-18
6.67825,-4.6775211934793651e-19,3.3110076031688666e-19,-1.3887439865078452e-19,-1.8989749604767031e-19,1.4378603740119348e-19,-4.5596622159339463e-19,2.3227956248604921e-19
6.6785,4.4309257823031213e-19,-1.0605856348676049e-19,1.0070234406486652e-19,6.0609514615439551e-20,-2.0547440952501263e-19,1.8939587788893957e-19,-7.2595559122098068e-19
6.67875,-8.6075557121454623e-19,1.6235481903902059e-20,1.6814294995599032e-19,-1.9137849782344106e-19,3.5954790299175954e-19,2.1486766840877429e-19,1.3128474269454791e-19
6.679,-2.1930284821878198e-18,-1.0852799907918436e-19,-2.0033583282710118e-19,-1.428689548308727e-21,3.241580320111554e-19,2.15070204578643e-19,-1.0142537490394216e-18
6.67925,-6.4419794921541967e-19,-1.9862077390908078e-19,-2.9046081845875572e-20,6.8728671554090787e-20,-2.658097995719076e-19,3.5689910901635466e-19,9.9998920331325953e-20
6.6795,2.1204879968642987e-19,-1.0578275804400276e-19,1.107035398703904e-19,2.6213643626577108e-19,-2.4775337965352701e-19,4.3662946131624395e-20,6.3882623096839364e-19
6.67975,-2.1527661280209732e-19,-4.797735453041924e-20,1.5845351982321649e-19,-1.5973763836112754e-19,-4.2382531358355833e-20,-1.3726791002017752e-19,8.8863960322058554e-19
6.68,-8.2800033324095903e-19,-1.6218020497769429e-19,-8.8812367543765543e-20,2.0134197462749488e-19,-4.3593166644218052e-20,9.9903757109097278e-20,-2.347910227068024e-19
6.68025,-8.9690802218431456e-19,3.7593121039437995e-20,-3.4434688692851699e-19,-3.7663019927850113e-19,-4.2600881498742892e-19,-4.09309329845668e-20,1.7858971213626376e-19
6.6805,1.4221716771803756e-18,-9.3899790555452576e-20,1.2443517174272519e-21,2.3007608308855045e-19,3.9237183740057466e-19,3.0077913077619526e-19,4.1002831338531334e-19
6.68075,-1.4686156396565505e-19,-1.1881813080684009e-19,-8.8421425512661319e-20,3.3061479929766174e-20,-2.9544864525921616e-19,-1.5610773456029062e-19,1.2688185195104855e-19
6.681,2.7305019891887107e-20,-3.4470847586181563e-19,-5.041775029464218e-20,-2.8979273154570939e-19,4.4657138342595494e-20,2.4726357524192458e-19,-1.2043460488883733e-19
6.68125,-1.3721118631527182e-18,-1.0696253962112844e-19,-2.0415754072580995e-19,-7.3074894586810988e-20,7.2864621805968011e-20,7.0952206612125571e-20,1.1059291199839317e-18
6.6815,3.4434098460360848e-19,1.6443103308662047e-19,-1.4273338032870589e-19,-2.3266842954399252e-19,-1.0006330350294619e-19,2.2681350812985159e-19,1.9907182488496539e-19
6.68175,1.7297542289153924e-19,-9.2979379809236703e-20,-4.0316526367705861e-20,7.1415458606399015e-20,-3.5025598922857302e-21,2.168984641173294e-19,-3.519931834862915e-19
6.682,1.1316318032402172e-18,1.9180267120784276e-19,-7.8989127574476188e-20,1.8403277154659325e-19,7.0145229711578363e-21,9.5325645181173263e-21,3.4719830445405458e-20
6.68225,4.5620578721792115e-19,-1.5635785723468589e-19,4.261746527763526e-21,3.4126081823303212e-20,1.8308168358715462e-19,-4.4029985659833242e-19,-6.0857691592331204e-19
6.6825,1.9312414687238186e-18,-9.4309614294033071e-20,-9.4230576116510791e-20,-4.4460883484080398e-19,3.7337526735644702e-21,1.1175733253892216e-19,-5.7628362809713953e-19
6.68275,1.3009183631245482e-18,9.1265575512661123e-20,-1.6503494989524851e-19,1.7288033738436745e-19,-1.7365165392640234e-20,-4.8621341780497099e-20,-1.8401198905813116e-19
6.683,-5.9877385315719485e-19,-1.3288556875891448e-19,2.8926358136956604e-19,2.3820341755214692e-19,6.0739756589480636e-19,2.9696777890085422e-20,1.0652469852427019e-18
6.68325,3.1819490694509065e-19,-1.3003557794088191e-19,-1.2847452950796913e-19,-2.6772664438995654e-19,-4.129537270750125e-19,-1.394960165039042e-19,6.1091947855682366e-19
6.6835,-7.9994054640040454e-19,-6.6398432526834189e-20,-1.7500905091689243e-19,-1.1984996725978496e-19,-4.2973598719146131e-19,-6.1561259971574075e-19,-7.0346316312069882e-19
6.68375,8.4919271148162024e-19,-7.0906186218712651e-20,-6.9388098854654029e-20,-1.0775545390468532e-19,-2.7326611188320706e-19,-1.3356472533496404e-19,-1.4606313827257494e-19
6.684,-1.6309979232790875e-18,-1.2583655538280522e-19,1.0853762842270075e-19,3.5935083340148398e-20,-3.6323561586309113e-19,-1.6635773938075021e-19,6.2073244737864671e-19
6.68425,-1.0509028076581108e-18,-1.2532890608242056e-19,-2.4122090390504954e-19,2.5984995882371535e-19,1.3402151911928797e-19,6.7851373241164394e-19,-1.324716472283152e-18
6.6845,-6.7449268806152535e-19,2.5860862284450397e-19,-1.8632454113349922e-20,-5.5837656157875966e-20,2.9336086335810872e-19,-2.8767675254766578e-19,7.6551868329744186e-20
6.68475,1.4213942310941242e-18,-1.2590213753756798e-19,-8.4084289683855906e-20,-1.587039663417459e-19,-6.3057382948190569e-19,4.5085782289235143e-19,4.4112975525659465e-20
6.685,-7.3122526852356576e-20,-2.0157871009285232e-19,2.6221646831385863e-21,1.4773868440536459e-19,-8.4230278424200138e-20,-3.3488309802998026e-19,5.0376639518014742e-19
6.68525,-1.4238434529422365e-20,-8.4625002626732559e-21,-2.3858101917002051e-19,-2.1068883126958559e-19,3.7424747247000758e-19,3.7804051137015787e-19,7.7561366089873013e-19
6.6855,-1.431204262441641e-19,1.9374276502330489e-19,-7.5571878834690887e-20,-6.1275016119186015e-21,1.2454648854785223e-19,-3.2161076881724136e-19,-4.6503179154329973e-19
6.68575,-2.4103690362933147e-18,-1.4594910862206836e-19,-6.0343301273353805e-21,-1.166692414318117e-19,-4.8320934338758791e-19,-1.0945334992176627e-19,5.3779569707481525e-19
6.686,-1.8893850947661195e-18,-1.1419708542491218e-19,-1.8097439109055345e-19,-5.7025204122965222e-20,-7.869569356396398e-20,-8.8202544578357105e-20,2.029864867991887e-20
6.68625,-1.2663890919016621e-18,-1.0441280499897147e-19,5.544717058605389e-20,2.1321106367757582e-19,-5.0398817530606649e-19,3.8040183311901388e-19,-3.2159333064092076e-19
6.6865,1.3124068841173133e-19,-2.1246793597740763e-19,-1.4625482038307906e-19,2.3551253791280218e-19,1.4664219581692628e-19,-3.5650791723684568e-20,5.2907595215464876e-19
6.68675,-1.7262224003859181e-18,2.2485906962548161e-19,-1.1371040915173865e-19,9.5674718052641378e-20,1.047550084519802e-19,1.295571258480405e-19,-3.5355063933801565e-19
6.687,7.192178071593424e-19,-2.2971906633191963e-19,2.3801995235673086e-19,1.5429413844909635e-19,-2.79367355403236e-19,6.0184835443384413e-20,-6.2132820325824782e-19
6.68725,-6.8053494141501984e-19,3.0020259608362595e-19,-1.4392037559550518e-19,-5.4241586503686039e-20,-1.8300800674334694e-19,9.8368035615934501e-21,4.0438048111528346e-19
6.6875,-1.594137289387054e-18,1.8772897331485257e-19,3.0673503627543138e-19,-9.3023580988280183e-20,2.3864770214709647e-19,-6.3180058664786142e-19,-1.456564843802694e-20
6.68775,5.5625653394246062e-19,9.0274282857643336e-20,1.9944311701261605e-19,-4.4373864985049546e-20,-4.9312093374573226e-19,2.9890946930470172e-19,1.5373795342933491e-18
6.688,6.2969841666772626e-19,-5.8861638819622668e-20,-2.3030660706276281e-20,1.9112250912625161e-20,1.6724954479533936e-20,-1.4636553321960103e-19,-7.0011086008459936e-19
6.68825,-1.5760254264662874e-19,-2.8182344236431161e-19,3.4059632481800989e-19,1.9166230359154249e-19,-4.6243990670066063e-19,4.8660948999693284e-19,2.249696557193463e-19
6.6885,1.5940452712993429e-21,4.224137234847186e-20,-2.0330341618603815e-19,-3.8577234033348465e-19,3.6251832905895602e-19,-3.4587329705369367e-20,8.6700415112982148e-19
6.68875,-3.3793342306495154e-21,-7.6937756543559381e-20,7.5376973217984691e-20,-2.7154947676977555e-19,-2.2261460356730042e-19,2.5420362865925055e-19,3.9127834667400757e-19
6.689,-5.5818419499080751e-19,9.5202598024798117e-20,1.9966628911184624e-19,-5.2969096430354195e-20,-1.892303973217933e-19,1.1031584935383882e-19,-7.1942138016492692e-19
6.68925,-4.008213769408217e-19,-1.8249661489296889e-19,3.0362576651851428e-19,-9.4296873940651753e-20,4.6567093549904775e-19,-1.6742912448402984e-19,4.5880819696764951e-19
6.6895,-9.132591109042394e-19,-1.9265873500687834e-19,-1.8449856419784971e-19,-2.7266383330924958e-19,5.7536997654014009e-20,-2.5198239886530162e-19,6.5983553662934476e-19
6.68975,1.121908763506531e-18,-1.8509966186038661e-19,2.9931045722392318e-19,-7.4900341190180002e-20,-1.2235323597208039e-19,3.0424818015034011e-19,-8.7513338054266224e-19
6.69,9.798649278791332e-20,-2.0093974844111039e-19,-2.208709957530668e-19,-2.9617304723812422e-19,-5.0912238914165914e-20,-3.6987253773830625e-19,-3.6180808070492092e-19
6.69025,1.6584805446555217e-19,-2.033140332741587e-19,3.8056859874492545e-19,1.4360094915609005e-19,5.4326010775301394e-20,2.9477676139888499e-19,4.4370274647228992e-19
6.6905,-1.7197830003612643e-18,8.2526633974722062e-20,7.6719745788964005e-20,-2.8813178699734807e-19,4.2877150899017105e-19,5.2451536054505121e-20,-8.991922652330342e-19
6.69075,9.9614582342884462e-19,-2.0289424487308294e-19,-2.4607032400540836e-19,2.6196312132815922e-19,2.7318861572679632e-19,-7.2532588768735864e-20,5.3475613102987363e-19
6.691,-2.0679548044035776e-18,3.7680475681938207e-20,-2.4316573478317377e-19,-3.6581731962798465e-20,-9.2903898597440587e-20,-2.315632811052053e-20,-1.8595780381734761e-19
6.69125,8.1035620016350096e-19,-1.7471875996446368e-19,-6.3055559641555176e-19,2.7805159304219106e-19,-6.1797506793464405e-19,-2.0894714583083409e-19,-4.5957905724957703e-19
6.6915,-1.5642689199950529e-18,8.7351947839444045e-20,1.4768331811553734e-19,3.9362449315499475e-19,2.6174798871003389e-19,-8.5777924896110104e-20,1.5739602426743184e-20
6.69175,2.9883666525419662e-19,-2.4808515018613304e-19,6.8372794144531333e-20,2.3155713979002202e-20,-5.0071075620793542e-19,-5.9442098272366927e-19,1.0336914391448285e-18
6.692,-1.1034585141415791e-19,-5.2293724343480949e-20,9.0813929091762833e-20,3.029536289492261e-19,3.9867345009674506e-19,-1.742306529862444e-19,-4.0554212159638203e-19
6.69225,9.181903505045486e-19,1.1335287391958214e-19,-3.8739629578525116e-19,1.6896280834723169e-19,-3.4139556536529772e-19,-2.4922135343904114e-21,1.0485467028065694e-18
6.6925,9.4495898424741065e-19,1.6501023502166661e-19,3.6873175979793658e-19,4.3655253366828832e-19,-4.8308058260522971e-19,-2.8634486492770034e-19,1.5343345874943675e-19
6.69275,-4.5527192958748171e-19,1.232885873607258e-19,-2.9318481062320034e-19,-7.0533344488248695e-20,-2.718589213384213e-19,1.7122567027947871e-19,-1.8800283254721845e-19
6.693,-1.579187497941236e-18,-1.9190596961770524e-19,4.8402389494457775e-20,1.7242402146773635e-19,1.7702505241186053e-19,4.9473818391418123e-19,-8.0753792577987274e-19
6.69325,-1.1934778606647026e-18,-1.5572961067556798e-19,-2.9141444953243701e-19,-1.7112398882323908e-19,5.3063118928142268e-19,5.951892908378972e-19,-3.3075905666852931e-19
6.6935,-1.1302821534585063e-18,-4.0986512722490776e-19,-2.4711774094812572e-19,-2.4961030896271123e-19,3.5203628430084771e-19,-3.092273075752045e-19,1.1932945453696748e-18
6.69375,-4.9144263161299789e-19,9.0658209563065295e-20,-1.7846485454027289e-19,-1.6227260059927084e-19,-3.3031687770697584e-19,-1.0405545406124772e-19,-4.229191428102241e-19
6.694,-1.028237236605144e-19,-2.2230693575791687e-19,-2.1714910235274002e-19,2.2464713803264973e-19,2.6436255494390029e-19,6.0812397110070281e-19,1.6883650629770658e-19
6.69425,-1.5807113972699994e-18,-6.5414271562618183e-20,6.3542984735918214e-21,-3.4063041228199306e-19,5.6667549622541772e-19,-2.355715932781625e-19,5.9789020822255292e-19
6.6945,-1.2175998577718206e-18,-3.3753245571210815e-19,5.0336451012890682e-21,6.8108025799170155e-20,-7.4902426619234537e-20,3.3279445108402252e-19,1.0369300874685575e-19
6.69475,-3.2413198899543867e-19,-2.376474382741228e-20,7.3028322892158694e-20,-2.8952649075741819e-19,4.033722113457121e-19,3.4352280026416664e-19,2.7030825946266267e-19
6.695,5.9851736716608969e-19,-2.7804061282468139e-19,-3.3676586242942113e-19,4.3239340370555428e-19,9.0799497565495431e-21,3.2337865396235565e-20,-3.4623462536825642e-19
6.69525,-1.8468564699013918e-18,-3.1280851431930972e-19,2.5671686422397011e-20,-1.7091045397421976e-19,-4.2408039839154476e-19,3.2282822081091373e-20,9.5949673134775081e-19
6.6955,-2.2397029315494763e-18,2.5512570964553385e-19,7.1162245489973864e-20,-1.6852230917674302e-19,2.2420192274892324e-19,3.1262302245214017e-20,9.997286315114675e-19
