Physical Time (s),etp_bot Monitor (W): bot_cv1,etp_bot Monitor (W): bot_cv2,etp_bot Monitor (W): bot_cv3,etp_bot Monitor (W): bot_cv4,etp_bot Monitor (W): bot_cv5,etp_bot Monitor (W): bot_cv6,etp_bot Monitor (W): bot_cv7
7.25125,1.2714097942715981e-09,1.0270316796182813e-11,4.5013689218670712e-11,7.3332544403357722e-11,7.8034295765951171e-11,9.868479458861953e-11,4.1970771634215542e-11
7.2515,1.2682605595485239e-09,9.8470666010089923e-12,4.4613982300874934e-11,7.3003641601732467e-11,7.7835936372761698e-11,9.8474012899987848e-11,4.1738041687049447e-11
7.25175,1.2652102054018024e-09,9.4386011712726721e-12,4.4224273273398839e-11,7.2691033498201737e-11,7.7654902601505279e-11,9.8277290677219807e-11,4.1505800434931559e-11
7.252,1.2622570094186528e-09,9.0454505097425974e-12,4.3847979852773089e-11,7.2395436980275748e-11,7.7486730615263759e-11,9.8092777514295321e-11,4.1280175004964069e-11
7.25225,1.2594003955778479e-09,8.6682087633049053e-12,4.3488399566182527e-11,7.2117661470176717e-11,7.7327119501310552e-11,9.7917387508110859e-11,4.1068851211301325e-11
7.2525,1.256641067303467e-09,8.3075711780655808e-12,4.3148537040881292e-11,7.185853644615229e-11,7.7172499209119923e-11,9.7746560690917835e-11,4.0879623536331438e-11
7.25275,1.2539805010783877e-09,7.9642423731579832e-12,4.2830807294980383e-11,7.1619316644860028e-11,7.7020809943050578e-11,9.7574719634061051e-11,4.0717742762409196e-11
7.253,1.2514233505352986e-09,7.6390569946355163e-12,4.2536781756538806e-11,7.1401182478111587e-11,7.6871084463941986e-11,9.7393530272367616e-11,4.05850834694335e-11
7.25325,1.2489748587428557e-09,7.3325190356294306e-12,4.2267554834712858e-11,7.1205501777849887e-11,7.6723781558203707e-11,9.7195525200739926e-11,4.0479008919063196e-11
7.2535,1.2466416192270749e-09,7.0451972601828994e-12,4.2024016900013276e-11,7.1033335767900758e-11,7.6579666637017396e-11,9.6972149015228533e-11,4.0394210032890668e-11
7.25375,1.244432656649311e-09,6.7772888160569847e-12,4.1806234210187395e-11,7.0884921165356799e-11,7.6439580589844568e-11,9.6717174029412604e-11,4.0324322030521126e-11
7.254,1.2423574686223718e-09,6.5290717445582449e-12,4.1614116833381129e-11,7.0759738811206773e-11,7.6304267506369429e-11,9.6427139293535645e-11,4.0263200476166078e-11
7.25425,1.2404264755223202e-09,6.3006373788201662e-12,4.1447335103899374e-11,7.0656438864544196e-11,7.6174236627737915e-11,9.6102369186755411e-11,4.0205876430843181e-11
7.2545,1.2386507701158563e-09,6.0922318369515676e-12,4.1304690675943377e-11,7.0572732077309911e-11,7.6049700599868091e-11,9.5747303060480247e-11,4.0148912164459368e-11
7.25475,1.2370420232455182e-09,5.9042950254075825e-12,4.1185309534187141e-11,7.0506111143217671e-11,7.5931050668926888e-11,9.5369526116184678e-11,4.0088982635246684e-11
7.255,1.2356126811722471e-09,5.7376140133641555e-12,4.1088617620370021e-11,7.0453967657387234e-11,7.5818862465205994e-11,9.4979001428647439e-11,4.0024255367196487e-11
7.25525,1.2343747819378109e-09,5.5934361866356442e-12,4.1014686004469993e-11,7.0414354537909282e-11,7.5713571884007432e-11,9.4584974328458312e-11,3.9951783028732949e-11
7.2555,1.233339844240563e-09,5.4728719696793653e-12,4.0963451085718389e-11,7.0386107362843277e-11,7.5615982757333546e-11,9.4195558094207034e-11,3.9870038931578648e-11
7.25575,1.2325192942631029e-09,5.3772743784376498e-12,4.0934896938826527e-11,7.0368931071526303e-11,7.5526600732822774e-11,9.3815865967380065e-11,3.9777701735540673e-11
7.256,1.2319231721349642e-09,5.3077153228738575e-12,4.0928929437400723e-11,7.036322392688472e-11,7.5445225288963125e-11,9.3447772762751028e-11,3.9675186709968873e-11
7.25625,1.23156090360781e-09,5.2650560450434004e-12,4.0945225374220827e-11,7.0369576408279431e-11,7.5370446203512881e-11,9.3089614891973976e-11,3.956218233083675e-11
7.2565,1.2314384173390785e-09,5.2495912079560311e-12,4.0983200828664138e-11,7.0389329724419263e-11,7.5300582654733334e-11,9.2739287669994482e-11,3.9438501488475829e-11
7.25675,1.2315596004083389e-09,5.2611677224415459e-12,4.1041877052996614e-11,7.0423887473288334e-11,7.5233457607747258e-11,9.2393259385603301e-11,3.9302897837397154e-11
7.257,1.2319258767399062e-09,5.2989486896760131e-12,4.1119930927556383e-11,7.047409540350878e-11,7.5166739954797917e-11,9.204888948649995e-11,3.9153562763129526e-11
7.25725,1.2325349172003788e-09,5.361682460351978e-12,4.121602114494928e-11,7.0540927040112788e-11,7.509941628735332e-11,9.1705258161110758e-11,3.8989871805487836e-11
7.2575,1.2333817563240843e-09,5.4476144905454014e-12,4.1328401097404364e-11,7.062431235793243e-11,7.5031598886958723e-11,9.1362758968605205e-11,3.8812635843174507e-11
7.25775,1.2344574943910454e-09,5.5549821169834977e-12,4.1455758372669008e-11,7.072385919937661e-11,7.4965227552546702e-11,9.1024624617102993e-11,3.8624542834229429e-11
7.258,1.23575058462236e-09,5.6822592755248401e-12,4.1597051494877184e-11,7.0838374145092898e-11,7.4903744335028063e-11,9.0695335480538889e-11,3.8430088105933792e-11
7.25825,1.2372467260184722e-09,5.8283143769773142e-12,4.1751717157835587e-11,7.0965985651382273e-11,7.4850920127744223e-11,9.0380341167891581e-11,3.823398050352706e-11
7.2585,1.2389276568183533e-09,5.9924749741497697e-12,4.1919218326821551e-11,7.1104098365881571e-11,7.4810666757734478e-11,9.0086311816514848e-11,3.8040331203946675e-11
7.25875,1.2407752432394587e-09,6.1747704362383745e-12,4.2099508113568088e-11,7.1250546177597117e-11,7.4786250782998467e-11,8.9819419283739895e-11,3.785150027498423e-11
7.259,1.24276818768097e-09,6.3759313435231147e-12,4.2292607854465045e-11,7.1402974770726174e-11,7.4779836611524424e-11,8.9586004803997058e-11,3.7668789748264212e-11
7.25925,1.2448860072536624e-09,6.5969237107963677e-12,4.2498415576531392e-11,7.1559675911031739e-11,7.4792822741715027e-11,8.9392679729312095e-11,3.749221642743438e-11
7.2595,1.2471084342867573e-09,6.8393646318420381e-12,4.2716991756740578e-11,7.1719855845556649e-11,7.4826145104152902e-11,8.9245089491940315e-11,3.7319934510497676e-11
7.25975,1.2494154906687224e-09,7.1047702166241339e-12,4.2948203822530682e-11,7.1883378026206374e-11,7.4880268602621669e-11,8.9149099338868174e-11,3.7149522105725215e-11
7.26,1.2517898421585481e-09,7.3943091286453285e-12,4.3191606236471671e-11,7.2050834810032502e-11,7.4955650513979351e-11,8.9108316169737268e-11,3.697676151108937e-11
7.26025,1.2542164722293086e-09,7.7086915280988593e-12,4.3446781883660555e-11,7.2223476486570009e-11,7.5052260712288729e-11,8.9124017288398405e-11,3.6797629041418548e-11
7.2605,1.2566823355514358e-09,8.047965059818056e-12,4.3713110845741481e-11,7.2403024416690545e-11,7.5169761590791646e-11,8.9195235368516416e-11,3.6609135109350965e-11
7.26075,1.2591769644312811e-09,8.4114439016127338e-12,4.3990098863888044e-11,7.2591447023859954e-11,7.530701605446875e-11,8.931812749175057e-11,3.6411947401524972e-11
7.261,1.2616925440146328e-09,8.797772136281235e-12,4.427738458052527e-11,7.2790880346134043e-11,7.5462804811174778e-11,8.9487560684637831e-11,3.6210438263430747e-11
7.26125,1.2642242401766689e-09,9.2050916377215718e-12,4.4575001139385858e-11,7.3003150152231699e-11,7.5635092140673276e-11,8.9697284183764914e-11,3.6013202739291342e-11
7.2615,1.2667689473716731e-09,9.6309184230939846e-12,4.4883170590086039e-11,7.3229871307163981e-11,7.5822045174920085e-11,8.9941101101973738e-11,3.5829885272190449e-11
7.26175,1.2693263747844943e-09,1.00730642934161e-11,4.5202601340551058e-11,7.347245492549713e-11,7.6022624955164597e-11,9.0215003137574951e-11,3.5670013210895642e-11
7.262,1.2718978566770301e-09,1.0529113064738657e-11,4.5533939736223731e-11,7.3731481011004561e-11,7.6236031634610785e-11,9.0515320434171983e-11,3.5539779349152448e-11
7.26225,1.2744872449296713e-09,1.0997317221867804e-11,4.5877696018791045e-11,7.4007407967755053e-11,7.6462896597484607e-11,9.0839998833009152e-11,3.5442959398628345e-11
7.2625,1.2770993537219797e-09,1.1475975616074671e-11,4.623370478188312e-11,7.4299555247172747e-11,7.6704135550579461e-11,9.1188343625596791e-11,3.5380543363784516e-11
7.26275,1.2797412396264327e-09,1.19641724662764e-11,4.6602764875438186e-11,7.4607136473706422e-11,7.6961133390094486e-11,9.1558972260663965e-11,3.5353853892141556e-11
7.263,1.2824208223571156e-09,1.2461385604090993e-11,4.6984882342727284e-11,7.4928668887657791e-11,7.7235187697314449e-11,9.1950419194124445e-11,3.5363128618936967e-11
7.26325,1.2851464774570089e-09,1.2966860174275223e-11,4.7379509443731627e-11,7.5262598832946625e-11,7.7527483023991835e-11,9.2360102527693731e-11,3.5408883022590036e-11
7.2635,1.2879298988010154e-09,1.3480734883735685e-11,4.7786158967241124e-11,7.5607287594779866e-11,7.7838969961777172e-11,9.2785257612548536e-11,3.5491171491813024e-11
7.26375,1.2907832510492746e-09,1.400282427443848e-11,4.8203068557006331e-11,7.59609844953176e-11,7.8169850471559735e-11,9.3220920720697242e-11,3.5608626275065841e-11
7.264,1.2937186003747504e-09,1.4532927740337517e-11,4.8628141049027399e-11,7.632255158226044e-11,7.8520526507220183e-11,9.3662834778841248e-11,3.5759756672726278e-11
7.26425,1.2967512680350047e-09,1.5070883851399962e-11,4.9059470873024456e-11,7.6691212357550213e-11,7.8890990447449266e-11,9.4107438775135319e-11,3.5943484111173225e-11
7.2645,1.2998956603254242e-09,1.5616274552309798e-11,4.9495117643849493e-11,7.7066753787988076e-11,7.9280811095786745e-11,9.455347102740534e-11,3.6160044294382485e-11
7.26475,1.3031650275437291e-09,1.6168213693715005e-11,4.9932734081994372e-11,7.7448867137851355e-11,7.968909339120809e-11,9.5002981870171764e-11,3.641084010609575e-11
7.265,1.3065735473835618e-09,1.6726110759152187e-11,5.0370649768381638e-11,7.7837432145436695e-11,8.0113513282947482e-11,9.5459787846116624e-11,3.6698448728627286e-11
7.26525,1.3101337881406508e-09,1.7288991491067091e-11,5.0807129732022447e-11,7.8232098076799474e-11,8.0550746252570488e-11,9.5930818824374886e-11,3.7025339166423574e-11
7.2655,1.3138573750580204e-09,1.7855479120762099e-11,5.1241121209483403e-11,7.8632393788253114e-11,8.099644257574815e-11,9.642405125255191e-11,3.7392860194028605e-11
7.26575,1.3177559780628029e-09,1.8424708882261015e-11,5.1672191588040506e-11,7.9037726882801631e-11,8.1446111639223501e-11,9.6947349516789683e-11,3.7798748605757509e-11
7.266,1.3218368346398564e-09,1.8994770750426208e-11,5.2100090329802526e-11,7.9447758670218431e-11,8.1896348833403474e-11,9.7508677344887101e-11,3.8237112975969378e-11
7.26625,1.3261084159066873e-09,1.9564325295221617e-11,5.2524864714211412e-11,7.9861938437179433e-11,8.2345007277164208e-11,9.8114117817157978e-11,3.8699203314692403e-11
7.2665,1.3305729109119309e-09,2.0132076152867813e-11,5.2946647705365858e-11,8.0279822448474342e-11,8.2791901626938718e-11,9.8768397391121971e-11,3.9174140884116201e-11
7.26675,1.3352325578452346e-09,2.0696881548699257e-11,5.3365668642687954e-11,8.0701223892866177e-11,8.3238755492294396e-11,9.9474930040552771e-11,3.9651838364551176e-11
7.267,1.3400854601926691e-09,2.1258121594283947e-11,5.3782437640896377e-11,8.112582732521708e-11,8.3688296966316717e-11,1.0023518869414072e-10,4.0125506133638271e-11
7.26725,1.3451310298650274e-09,2.1815761718081772e-11,5.4197925046909615e-11,8.1553762782680408e-11,8.414418523496577e-11,1.010500152672683e-10,4.0592032793943528e-11
7.2675,1.3503635301590549e-09,2.2370262639051506e-11,5.4613370828752378e-11,8.1985037026252455e-11,8.4609975648651343e-11,1.0191876019630446e-10,4.1053256755615346e-11
7.26775,1.3557767013693489e-09,2.2922909360457131e-11,5.503017922827071e-11,8.2419639881917457e-11,8.5088710762634073e-11,1.0283885350239511e-10,4.1513104306703717e-11
7.268,1.3613629158858354e-09,2.3475751852304313e-11,5.5450085164449894e-11,8.2858210842580376e-11,8.5583796685591833e-11,1.0380813286284787e-10,4.1978859403462559e-11
7.26825,1.3671131568193963e-09,2.4031535205144479e-11,5.5874867616016849e-11,8.3301392695659e-11,8.6097608621746502e-11,1.0482199788544042e-10,4.2456003295080761e-11
7.2685,1.3730177177058841e-09,2.4593599861653115e-11,5.6306267268309991e-11,8.375047423259092e-11,8.6631952752936453e-11,1.0587573409179286e-10,4.2950235461057902e-11
7.26875,1.379064720186731e-09,2.5165823612252731e-11,5.6746475610293577e-11,8.4207923529930308e-11,8.7188356044697434e-11,1.069644561289783e-10,4.346336199010005e-11
7.269,1.3852429978367047e-09,2.5752277102084852e-11,5.719760732416283e-11,8.4676882339990511e-11,8.7767066250903367e-11,1.0808316247864614e-10,4.3993721898424455e-11
7.26925,1.3915429699979866e-09,2.6356781490444849e-11,5.7661946082728876e-11,8.5160555493158254e-11,8.8366639482131764e-11,1.092272030346046e-10,4.4536754255577337e-11
7.2695,1.3979531957158086e-09,2.6982986215549269e-11,5.814203760251068e-11,8.5662335601786719e-11,8.8985647261958221e-11,1.1039422016518865e-10,4.5085436815696397e-11
7.26975,1.4044642030781147e-09,2.7634089088088872e-11,5.8640401408646386e-11,8.6184992378545552e-11,8.9621845886042044e-11,1.1158118933907415e-10,4.5631515304506242e-11
7.27,1.4110669561846543e-09,2.8311760509603146e-11,5.9159273543546952e-11,8.6730229785366003e-11,9.0272954049078682e-11,1.1278658547478586e-10,4.6168625769632683e-11
7.27025,1.4177513308177397e-09,2.9017737759406241e-11,5.9700768316741482e-11,8.7298852234951019e-11,9.0937153390850183e-11,1.140092836024894e-10,4.6694452903216948e-11
7.2705,1.4245078216788806e-09,2.9752734691968974e-11,6.0266978013557312e-11,8.7891156317141203e-11,9.1613593718372041e-11,1.1524786071410046e-10,4.7211964348833128e-11
7.27075,1.431327380863469e-09,3.0517106533313583e-11,6.0859959313070303e-11,8.8507139205551974e-11,9.2302401655307258e-11,1.1650015690271231e-10,4.7729734625506161e-11
7.271,1.4382019335879829e-09,3.1310791404743245e-11,6.1481459366365375e-11,8.9146599741895724e-11,9.3004116877915386e-11,1.1776279870061933e-10,4.8259911077606005e-11
7.27125,1.445121381942833e-09,3.213282602943347e-11,6.2132800343121042e-11,8.9809133173551793e-11,9.3719588219248107e-11,1.1903064105322525e-10,4.8814968330307826e-11
7.2715,1.4520816245250386e-09,3.2983842593583922e-11,6.2815766550196026e-11,9.0494870689220505e-11,9.4450212616360334e-11,1.2029812416398376e-10,4.9404248265267144e-11
7.27175,1.4590771495640394e-09,3.3863905970559161e-11,6.3531635674409135e-11,9.1203883598561919e-11,9.5197405899428686e-11,1.215602912189951e-10,5.0032022481919423e-11
7.272,1.4661033253708703e-09,3.4773649835492414e-11,6.4281275017407695e-11,9.1936262755014567e-11,9.5962429115111175e-11,1.2281322055499066e-10,5.0697268825232256e-11
7.27225,1.4731561755552145e-09,3.5713585024912205e-11,6.5065267205925879e-11,9.2692777951692361e-11,9.6746870432048329e-11,1.2405604190743664e-10,5.1394476095275169e-11
7.2725,1.4802321871858592e-09,3.6684011982648748e-11,6.588351036431223e-11,9.347391249156168e-11,9.7551661945854106e-11,1.2529136938905282e-10,5.2116414815769534e-11
7.27275,1.4873302543527554e-09,3.7685504304734078e-11,6.6736265229711083e-11,9.42809228558148e-11,9.8378070445752805e-11,1.2652310233443735e-10,5.2855261157886759e-11
7.273,1.4944533216009728e-09,3.8718549643487501e-11,6.7623176822473509e-11,9.5115516776993949e-11,9.9228044160036001e-11,1.2775814329862213e-10,5.3605572971298119e-11
7.27325,1.5016040796753865e-09,3.9782171138643604e-11,6.8542891736360949e-11,9.597879781473657e-11,1.0010255319643356e-10,1.2900311278412085e-10,5.4364577853705405e-11
7.2735,1.5087866695968805e-09,4.0874950646624738e-11,6.9494051027752003e-11,9.687201695600652e-11,1.010028966956541e-10,1.3026387010888155e-10,5.5131904275478475e-11
7.27375,1.5160084979231581e-09,4.1995269877533784e-11,7.0474277820470443e-11,9.7795574012125568e-11,1.0192887853967961e-10,1.3154325605690626e-10,5.5908490113723736e-11
7.274,1.5232775069055872e-09,4.3140171108741791e-11,7.1481054227796477e-11,9.8749248811574196e-11,1.0287938988866888e-10,1.3284308463310546e-10,5.6695556794128933e-11
7.27425,1.5306029611251249e-09,4.4306851131628784e-11,7.2511164720662759e-11,9.9732274499824656e-11,1.0385222361225686e-10,1.3416249025198722e-10,5.7494204546384955e-11
7.2745,1.5379939971800338e-09,4.5491959910914939e-11,7.3561248341169053e-11,1.0074305662716709e-10,1.0484394650910486e-10,1.3549995351204242e-10,5.8304669337814561e-11
7.27475,1.5454621838613097e-09,4.6692438267808248e-11,7.4629169383230526e-11,1.0178018749289283e-10,1.0585143082047845e-10,1.3685651203683015e-10,5.9126040839781903e-11
7.275,1.5530192439997496e-09,4.7905040172185928e-11,7.5712332045979214e-11,1.0284074427684357e-10,1.0687148739895247e-10,1.3823533154959809e-10,5.9956916750615065e-11
7.27525,1.5606749152840782e-09,4.9127451941133858e-11,7.6808760426368811e-11,1.0392123708321331e-10,1.0790105953510193e-10,1.3964194152655774e-10,6.0794083654608263e-11
7.2755,1.5684403705361123e-09,5.0357973241663621e-11,7.79170946598803e-11,1.0501774317628819e-10,1.0893752697262764e-10,1.4108326618021779e-10,6.1634685883290918e-11
7.27575,1.5763251679036225e-09,5.1595849417291128e-11,7.9036482952432331e-11,1.061265718784487e-10,1.0997910872218759e-10,1.4256704868235169e-10,6.2475647355776496e-11
7.276,1.5843372665110849e-09,5.2840702070775228e-11,8.0166501308781336e-11,1.0724439265041178e-10,1.1102473913255751e-10,1.4409822503319975e-10,6.3315062566739268e-11
7.27625,1.5924875702422579e-09,5.4093092196571658e-11,8.1307140444765663e-11,1.0836885025657671e-10,1.1207443703661156e-10,1.4567833416480784e-10,6.4152425898389428e-11
7.2765,1.6007810872671936e-09,5.5353677988783248e-11,8.2457276814861473e-11,1.0949820781664699e-10,1.1312928320764053e-10,1.4730518300719412e-10,6.4989724723711765e-11
7.27675,1.6092268531273586e-09,5.6623642215818094e-11,8.3615252723805516e-11,1.1063105487660076e-10,1.1419115757772717e-10,1.4897204655794303e-10,6.5830301103052403e-11
7.277,1.617829215447929e-09,5.7903165466212138e-11,8.4779742307795208e-11,1.1176696893143318e-10,1.1526334753991195e-10,1.506707679904917e-10,6.6679547503562224e-11
7.27725,1.6265929697654259e-09,5.9192635818970335e-11,8.5947966952692527e-11,1.1290526780630758e-10,1.1634890422973034e-10,1.5239211051951109e-10,6.7544093990881062e-11
7.2775,1.6355182141795191e-09,6.0492343511978288e-11,8.7117523115268126e-11,1.1404539625539751e-10,1.1745113977487652e-10,1.5412955608484256e-10,6.8428917919004334e-11
7.27775,1.6446096822766848e-09,6.1801540360176055e-11,8.8286263889473912e-11,1.1518755845973878e-10,1.185728245981956e-10,1.5587980307565994e-10,6.9337979559167069e-11
7.278,1.6538641298728904e-09,6.3119524996741336e-11,8.945166234282913e-11,1.1633224528655828e-10,1.1971545217193511e-10,1.5764183651818989e-10,7.0271501337878685e-11
7.27825,1.6632801446179044e-09,6.4444811288048256e-11,9.0611675320206593e-11,1.1748020092679407e-10,1.20878742146378e-10,1.5941597834549165e-10,7.1225204874041499e-11
7.2785,1.672853338452346e-09,6.5775891926892768e-11,9.1764063451838906e-11,1.1863185738218786e-10,1.2206144145264824e-10,1.6120521088245144e-10,7.2194558249212373e-11
7.27875,1.6825771554830479e-09,6.7111316274462791e-11,9.2908157611448608e-11,1.1978742336871702e-10,1.232603640871443e-10,1.6301132385498899e-10,7.3172693850915631e-11
7.279,1.6924417153082746e-09,6.8449708497108748e-11,9.404378962264625e-11,1.2094606406143779e-10,1.2447123925941938e-10,1.6483626909308923e-10,7.415354380438652e-11
7.27925,1.7024360000748348e-09,6.9789704155313664e-11,9.5171586276201194e-11,1.2210622413310336e-10,1.2568935565551869e-10,1.6668186564898393e-10,7.5131169586262139e-11
7.2795,1.7125517792753043e-09,7.1130984754056803e-11,9.6293506090301503e-11,1.2326553712761492e-10,1.2690960946193791e-10,1.685470691054211e-10,7.6102944683270024e-11
7.27975,1.7227711230294512e-09,7.2473013531079109e-11,9.7411587060769413e-11,1.2442173377313708e-10,1.2812710132620488e-10,1.7042932759276285e-10,7.7067343455367266e-11
7.28,1.7330496935404592e-09,7.3810775488705883e-11,9.8523958621879603e-11,1.2557001696112426e-10,1.2933424121584543e-10,1.7231757143407379e-10,7.8022047992606129e-11
7.28025,1.7434290113639582e-09,7.5154778905077425e-11,9.964197901499313e-11,1.2671524311282248e-10,1.3053363905855821e-10,1.7421631568129291e-10,7.8980568469615934e-11
7.2805,1.7538642606159767e-09,7.6500950698027578e-11,1.0076353409190785e-10,1.278548664976687e-10,1.3171909918250475e-10,1.7611261807068036e-10,7.9944154756614446e-11
7.28075,1.7643413711837282e-09,7.7849699060693921e-11,1.0189014609748873e-10,1.2898948082626957e-10,1.3288872289364144e-10,1.7799930089921307e-10,8.0918124736443003e-11
7.281,1.7748433702239155e-09,7.9201680065358224e-11,1.0302256128539191e-10,1.3011955788956862e-10,1.3404117974473604e-10,1.7987049026679726e-10,8.1907715809833482e-11
7.28125,1.7853571629852825e-09,8.0557573148388543e-11,1.0416022070188382e-10,1.3124579952750905e-10,1.351768288780427e-10,1.8172278734304471e-10,8.2915863916903982e-11
7.2815,1.7958694974405257e-09,8.1917768513302577e-11,1.0530142854433964e-10,1.3236796917672198e-10,1.3629671694619546e-10,1.8355418723642783e-10,8.3942228426256086e-11
7.28175,1.8063650909312146e-09,8.3281487377989533e-11,1.064438133282478e-10,1.3348541910315859e-10,1.374032382099263e-10,1.8536392545514003e-10,8.4984038789351645e-11
7.282,1.8168373116196233e-09,8.4648909885972316e-11,1.075851545794118e-10,1.3459721639071246e-10,1.3850006190606471e-10,1.8715162877811069e-10,8.6035707463370402e-11
7.28225,1.8272773146523491e-09,8.6019575240988535e-11,1.0872367236515423e-10,1.3570265543116737e-10,1.395913871426378e-10,1.889178686737066e-10,8.7090325531054742e-11
7.2825,1.8376797241744346e-09,8.7392528150172385e-11,1.0985781079174502e-10,1.3680116529589096e-10,1.4068187815520251e-10,1.906647235906218e-10,8.8140838869653078e-11
7.28275,1.8480432137260795e-09,8.8767113595298559e-11,1.1098724848628785e-10,1.3789336287255019e-10,1.4177582356257153e-10,1.9239327685204052e-10,8.9182383008484878e-11
7.283,1.8583648699086616e-09,9.0142377736145658e-11,1.1211216582173344e-10,1.3898011869253194e-10,1.4287558805251109e-10,1.9410303875204781e-10,9.0211193295135382e-11
7.28325,1.8686441338413141e-09,9.1518389528146399e-11,1.1323362927587165e-10,1.4006346384432778e-10,1.4398266460684267e-10,1.9579366770689318e-10,9.12249536951419e-11
7.2835,1.8788835606834726e-09,9.2895282588280797e-11,1.143536705865072e-10,1.4114576719319107e-10,1.450962078527776e-10,1.9746358907149372e-10,9.2224104290344721e-11
7.28375,1.8890858715117265e-09,9.4273558783150422e-11,1.1547457280326361e-10,1.4222954393231629e-10,1.4621396801286281e-10,1.99110826412751e-10,9.3210807938520248e-11
7.284,1.8992561465054191e-09,9.5654200213665232e-11,1.1659877945107916e-10,1.4331672329269947e-10,1.4733176817679226e-10,2.0073313957444108e-10,9.4187883744465342e-11
7.28425,1.9094032735381128e-09,9.7038589565694398e-11,1.1772918198845077e-10,1.444089070374699e-10,1.4844488323132068e-10,2.0232837477154395e-10,9.5158465408069053e-11
7.2845,1.9195317490141612e-09,9.8427736710008619e-11,1.1886865782629811e-10,1.4550738764681424e-10,1.4954920993821084e-10,2.0389838964990659e-10,9.6125274773040408e-11
7.28475,1.9296474868367456e-09,9.9823066864770359e-11,1.2001984099852224e-10,1.4661261546325456e-10,1.5064042882559511e-10,2.0544509919360743e-10,9.7088230920676395e-11
7.285,1.9397567754752779e-09,1.0122534627934428e-10,1.2118458039330305e-10,1.4772462163572264e-10,1.5171587658036663e-10,2.0697359753471262e-10,9.8046773065891881e-11
7.28525,1.9498688562626027e-09,1.0263601351292232e-10,1.2236407120348789e-10,1.4884250526709594e-10,1.5277407364741627e-10,2.0849013933367329e-10,9.8998492186413942e-11
7.2855,1.959991124257353e-09,1.0405492114802301e-10,1.2355765975474866e-10,1.4996427665578218e-10,1.5381552581889667e-10,2.1000383272179427e-10,9.9941451609981579e-11
7.28575,1.9701310721558979e-09,1.0548340623894812e-10,1.2476453398346115e-10,1.5108776124969968e-10,1.5484291378531077e-10,2.1152287711144228e-10,1.0087454546148594e-10
7.286,1.9802968533151531e-09,1.0692174656459651e-10,1.2598290487279961e-10,1.5220960372327341e-10,1.5586009291662476e-10,2.1305463285198152e-10,1.0179756076767028e-10
7.28625,1.9904962277840767e-09,1.0837096474983403e-10,1.2721054275617153e-10,1.5332751713978229e-10,1.5687317248031617e-10,2.1460847463388247e-10,1.027122214993345e-10
7.2865,2.0007351819910642e-09,1.0983095566729345e-10,1.284461630947914e-10,1.5443978956950425e-10,1.5788870954822027e-10,2.1618993564600086e-10,1.0362044217630074e-10
7.28675,2.0110220152309454e-09,1.1130177288710958e-10,1.2968784849363354e-10,1.5554627660118979e-10,1.5891349115966853e-10,2.1780261013450637e-10,1.0452400780646936e-10
7.287,2.0213616869484948e-09,1.1278425986585615e-10,1.3093523257559617e-10,1.5664961140046343e-10,1.5995457389266878e-10,2.1945112655371015e-10,1.0542320084901058e-10
7.28725,2.0317640958405733e-09,1.1427831188565624e-10,1.3218793919203302e-10,1.5775305521855519e-10,1.6101675376354161e-10,2.2113658612059723e-10,1.0631724832137796e-10
7.2875,2.0422315365056774e-09,1.1578406349429448e-10,1.3344606344495304e-10,1.5886109552954583e-10,1.62103411418232e-10,2.2285879983600904e-10,1.0720409529994331e-10
7.28775,2.0527701890547798e-09,1.1730132905613941e-10,1.3471038192024378e-10,1.5997905681970546e-10,1.6321633631430884e-10,2.2461503963764338e-10,1.0808087499903731e-10
7.288,2.0633846204044126e-09,1.1882941434400252e-10,1.3598071849383359e-10,1.611113452391406e-10,1.6435640503647422e-10,2.2640270408015724e-10,1.0894565239642155e-10
7.28825,2.0740755073524575e-09,1.2036782864766151e-10,1.3725772806294985e-10,1.6226177281100293e-10,1.6552330742809961e-10,2.2821596847949045e-10,1.0979825472514189e-10
7.2885,2.0848488757096932e-09,1.219163701361375e-10,1.3854241816632108e-10,1.6343382146488848e-10,1.6671721815998118e-10,2.3004968043243575e-10,1.1064059966407728e-10
7.28875,2.0957044143171728e-09,1.2347344440059433e-10,1.398347756293219e-10,1.6462923678645515e-10,1.6793759126273249e-10,2.3189602615555619e-10,1.114769880355429e-10
7.289,2.1066437169029962e-09,1.2503853599854457e-10,1.4113559480708888e-10,1.6584988642878949e-10,1.6918433729822551e-10,2.3374819503135719e-10,1.1231371459585271e-10
7.28925,2.1176673850274554e-09,1.2661083491946424e-10,1.4244588713777863e-10,1.670968902645443e-10,1.7045690772621619e-10,2.3559875774809922e-10,1.1315880902024468e-10
7.2895,2.1287742959005264e-09,1.2818971490071581e-10,1.4376651877371986e-10,1.6837066865549742e-10,1.7175433794435785e-10,2.3744275753361883e-10,1.1401965562390235e-10
7.28975,2.1399591033657142e-09,1.2977407371420162e-10,1.4509784616972961e-10,1.6967052390383181e-10,1.730744321950009e-10,2.3927565176201122e-10,1.1490405401855442e-10
7.29,2.1512270011589525e-09,1.3136431934209547e-10,1.4644120532247029e-10,1.7099655978315795e-10,1.7441587158269498e-10,2.410980363032135e-10,1.1581819003141133e-10
7.29025,2.1625716968906207e-09,1.3295952958592202e-10,1.4779612246462204e-10,1.7234643833527655e-10,1.7577586308387374e-10,2.4291155551282452e-10,1.1676618487957878e-10
