Physical Time (s),ep_left Monitor (W)
6.8115,2.1330102364638679e-09
6.81175,2.1347072541692929e-09
6.812,2.136398462341594e-09
6.81225,2.1380779681730794e-09
6.8125,2.1397430455053235e-09
6.81275,2.1413917596490105e-09
6.813,2.1430217321568163e-09
6.81325,2.1446339529525173e-09
6.8135,2.1462314959648831e-09
6.81375,2.1478201421215883e-09
6.814,2.1494068445661064e-09
6.81425,2.1509974846171638e-09
6.8145,2.1526037418619318e-09
6.81475,2.1542343789479011e-09
6.815,2.1559005117877953e-09
6.81525,2.1576145568242001e-09
6.8155,2.1593880869787719e-09
6.81575,2.1612304043628774e-09
6.816,2.1631528711331374e-09
6.81625,2.1651642102477422e-09
6.8165,2.167273412232418e-09
6.81675,2.1694863687484595e-09
6.817,2.1718097434452737e-09
6.81725,2.174247339123032e-09
6.8175,2.1768026733972621e-09
6.81775,2.1794762063599635e-09
6.818,2.1822670958730913e-09
6.81825,2.1851716362413758e-09
6.8185,2.1881850904748926e-09
6.81875,2.1913022615046389e-09
6.819,2.1945146941154582e-09
6.81925,2.1978130434401161e-09
6.8195,2.2011856077922016e-09
6.81975,2.2046202435571666e-09
6.82,2.2081023239506277e-09
6.82025,2.21161798777625e-09
6.8205,2.2151511182605088e-09
6.82075,2.2186871977930758e-09
6.821,2.2222119314958213e-09
6.82125,2.2257099559159702e-09
6.8215,2.2291682560568199e-09
6.82175,2.2325756649563821e-09
6.822,2.2359237250621211e-09
6.82225,2.2392047885109267e-09
6.8225,2.2424142200798838e-09
6.82275,2.2455506697543781e-09
6.823,2.2486161219084832e-09
6.82325,2.2516139479335856e-09
6.8235,2.2545491082501517e-09
6.82375,2.2574299816392495e-09
6.824,2.260268072349336e-09
6.82425,2.2630758256306391e-09
6.8245,2.2658638020064373e-09
6.82475,2.2686462115874753e-09
6.825,2.2714379223500044e-09
6.82525,2.2742531074922714e-09
6.8255,2.2771058608680292e-09
6.82575,2.2800098293895624e-09
6.826,2.2829790420588966e-09
6.82625,2.2860270489831987e-09
6.8265,2.2891658444202521e-09
6.82675,2.2924062208161519e-09
6.827,2.2957570255614416e-09
6.82725,2.2992254593922652e-09
6.8275,2.3028165866945263e-09
6.82775,2.3065318177365614e-09
6.828,2.3103738281206118e-09
6.82825,2.3143387592414029e-09
6.8285,2.3184210526682579e-09
6.82875,2.3226127871502804e-09
6.829,2.3269067541507137e-09
6.82925,2.3312887027277539e-09
6.8295,2.335747644005595e-09
6.82975,2.3402709727925454e-09
6.83,2.3448447187762585e-09
6.83025,2.3494581135009629e-09
6.8305,2.3540970550730965e-09
6.83075,2.3587522380554196e-09
6.831,2.3634131592672936e-09
6.83125,2.368072021730688e-09
6.8315,2.372723163753854e-09
6.83175,2.3773645756223533e-09
6.832,2.3819898656022016e-09
6.83225,2.3865982100127428e-09
6.8325,2.3911898192290655e-09
6.83275,2.3957654648754132e-09
6.833,2.400328647961825e-09
6.83325,2.4048816544517291e-09
6.8335,2.4094275017059244e-09
6.83375,2.4139689008595376e-09
6.834,2.4185101326448411e-09
6.83425,2.4230547567864367e-09
6.8345,2.4276105770318697e-09
6.83475,2.432178019583211e-09
6.835,2.4367594787912686e-09
6.83525,2.4413585512814652e-09
6.8355,2.4459771242528977e-09
6.83575,2.4506165374979443e-09
6.836,2.4552776512345153e-09
6.83625,2.4599597108755086e-09
6.8365,2.4646637101259153e-09
6.83675,2.4693862060352325e-09
6.837,2.474123667477017e-09
6.83725,2.478872605634982e-09
6.8375,2.4836329752073537e-09
6.83775,2.4884027300030268e-09
6.838,2.493180930696233e-09
6.83825,2.4979666978184712e-09
6.8385,2.5027579009254099e-09
6.83875,2.5075582071987451e-09
6.839,2.5123706958397723e-09
6.83925,2.5171971761588568e-09
6.8395,2.5220426265452041e-09
6.83975,2.5269122329322582e-09
6.84,2.531809750227421e-09
6.84025,2.5367389030917184e-09
6.8405,2.5417049578006833e-09
6.84075,2.5467122266248607e-09
6.841,2.5517586495156687e-09
6.84125,2.5568462299793638e-09
6.8415,2.5619754985365182e-09
6.84175,2.5671452063624531e-09
6.842,2.5723518030109898e-09
6.84225,2.5775907034662468e-09
6.8425,2.5828593178803648e-09
6.84275,2.5881542714299072e-09
6.843,2.5934669733944222e-09
6.84325,2.598796053555521e-09
6.8435,2.6041362403438361e-09
6.84375,2.6094823171900261e-09
6.844,2.6148324411884504e-09
6.84425,2.6201813496043103e-09
6.8445,2.625524282016868e-09
6.84475,2.6308604306143836e-09
6.845,2.6361860629863735e-09
6.84525,2.641499248246905e-09
6.8455,2.6467997353159869e-09
6.84575,2.6520871548422607e-09
6.846,2.6573608920851913e-09
6.84625,2.6626224267284783e-09
6.8465,2.6678688900922348e-09
6.84675,2.6731031716436497e-09
6.847,2.6783247830348191e-09
6.84725,2.6835338384560147e-09
6.8475,2.6887290215500863e-09
6.84775,2.6939107979553333e-09
6.848,2.6990795858863917e-09
6.84825,2.704233414674434e-09
6.8485,2.7093753771314027e-09
6.84875,2.714502518699752e-09
6.849,2.719616400670199e-09
6.84925,2.7247162047255324e-09
6.8495,2.7298017914937721e-09
6.84975,2.7348732636656155e-09
6.85,2.7399304084876537e-09
6.85025,2.7449725539964548e-09
6.8505,2.7499993926196655e-09
6.85075,2.7550110858413661e-09
6.851,2.7600095364181494e-09
6.85125,2.7649921522783311e-09
6.8515,2.7699604972251829e-09
6.85175,2.774915722791676e-09
6.852,2.779858139960512e-09
6.85225,2.7847887711759687e-09
6.8525,2.7897098177469787e-09
6.85275,2.794620411603361e-09
6.853,2.7995196568035392e-09
6.85325,2.804408516431261e-09
6.8535,2.8092825901144245e-09
6.85375,2.8141400516350205e-09
6.854,2.818975371915352e-09
6.85425,2.8237830684770813e-09
6.8545,2.8285573183724064e-09
6.85475,2.8332901874825962e-09
6.855,2.8379757640221524e-09
6.85525,2.8426087347914924e-09
6.8555,2.847182461460532e-09
6.85575,2.8516902898146399e-09
6.856,2.8561262027957561e-09
6.85625,2.8604865490791462e-09
6.8565,2.8647708041191172e-09
6.85675,2.8689774187045142e-09
6.857,2.8731064834066514e-09
6.85725,2.8771618141835028e-09
6.8575,2.8811433350605384e-09
6.85775,2.8850547853291933e-09
6.858,2.8889000578968636e-09
6.85825,2.8926828758210339e-09
6.8585,2.8964062370693733e-09
6.85875,2.9000726827124185e-09
6.859,2.9036831764758369e-09
6.85925,2.9072359946392442e-09
6.8595,2.9107290832262823e-09
6.85975,2.9141601844702203e-09
6.86,2.9175220243628669e-09
6.86025,2.920807801096014e-09
6.8605,2.924008464236905e-09
6.86075,2.9271169307525911e-09
6.861,2.9301254333156288e-09
6.86125,2.9330263052148975e-09
6.8615,2.9358144038670559e-09
6.86175,2.9384819557046546e-09
6.862,2.9410270779370756e-09
6.86225,2.9434491981555398e-09
6.8625,2.9457498818529139e-09
6.86275,2.9479326983629879e-09
6.863,2.9500028947319531e-09
6.86325,2.951968595724708e-09
6.8635,2.9538375449777405e-09
6.86375,2.9556203822230585e-09
6.864,2.9573289367113487e-09
6.86425,2.9589735860810038e-09
6.8645,2.9605656975718127e-09
6.86475,2.9621169178853641e-09
6.865,2.9636359700634894e-09
6.86525,2.9651316220397197e-09
6.8655,2.9666102280945327e-09
6.86575,2.9680785860892076e-09
6.866,2.9695394637718697e-09
6.86625,2.9709946271972077e-09
6.8665,2.9724440985910643e-09
6.86675,2.9738880277135285e-09
6.867,2.9753232142344538e-09
6.86725,2.9767474784702006e-09
6.8675,2.9781571356899643e-09
6.86775,2.9795486643606596e-09
6.868,2.9809197664566892e-09
6.86825,2.9822655921490693e-09
6.8685,2.9835839592292596e-09
6.86875,2.984871086693886e-09
6.869,2.9861236194135678e-09
6.86925,2.9873386721912906e-09
6.8695,2.9885143357243972e-09
6.86975,2.9896474023643336e-09
6.87,2.9907367344739867e-09
6.87025,2.9917805141484487e-09
6.8705,2.9927777312644929e-09
6.87075,2.9937278260687172e-09
6.871,2.994631118846682e-09
6.87125,2.9954866910151817e-09
6.8715,2.9962953388207519e-09
6.87175,2.997057080731074e-09
6.872,2.9977728314776883e-09
6.87225,2.9984419719661989e-09
6.8725,2.9990644054582571e-09
6.87275,2.9996376252005899e-09
6.873,3.0001604414111602e-09
6.87325,3.0006295874165291e-09
6.8735,3.0010406916372954e-09
6.87375,3.0013901775094565e-09
6.874,3.0016728797357328e-09
6.87425,3.0018838969589759e-09
6.8745,3.0020188831812977e-09
6.87475,3.0020734758245403e-09
6.875,3.0020446766021284e-09
6.87525,3.0019296879647563e-09
6.8755,3.0017268370510284e-09
6.87575,3.0014354119341869e-09
6.876,3.0010562209100303e-09
6.87625,3.0005903775490369e-09
6.8765,3.00004076343705e-09
6.87675,2.9994097181791435e-09
6.877,2.9987007136700491e-09
6.87725,2.997917272703598e-09
6.8775,2.9970631913389167e-09
6.87775,2.9961421148262176e-09
6.878,2.9951580770146559e-09
6.87825,2.9941144958149354e-09
6.8785,2.9930163384489639e-09
6.87875,2.9918669123848395e-09
6.879,2.9906709799682836e-09
6.87925,2.9894325855501631e-09
6.8795,2.9881574176329154e-09
6.87975,2.9868494594892077e-09
6.88,2.9855146822100067e-09
6.88025,2.9841578844162253e-09
6.8805,2.9827844964121141e-09
6.88075,2.9813993258871966e-09
6.881,2.9800067117411113e-09
6.88125,2.9786115465108711e-09
6.8815,2.9772165323549243e-09
6.88175,2.9758246589510426e-09
6.882,2.9744373160735419e-09
6.88225,2.9730549185277109e-09
6.8825,2.971677092952076e-09
6.88275,2.9703026867599387e-09
6.883,2.9689295487467426e-09
6.88325,2.9675552088474603e-09
6.8835,2.966176928260653e-09
6.88375,2.9647905417192874e-09
6.884,2.9633921801759697e-09
6.88425,2.9619779128657368e-09
6.8845,2.9605428405955527e-09
6.88475,2.9590835385380097e-09
6.885,2.9575954377155879e-09
6.88525,2.9560760442291074e-09
6.8855,2.9545213760627346e-09
6.88575,2.9529288079706426e-09
6.886,2.9512963797082401e-09
6.88625,2.9496232065373504e-09
6.8865,2.9479094282673728e-09
6.88675,2.9461552303720581e-09
6.887,2.944362119548059e-09
6.88725,2.9425329248847145e-09
6.8875,2.9406704240133258e-09
6.88775,2.938778812015612e-09
6.888,2.9368621736272057e-09
6.88825,2.934924748620043e-09
6.8885,2.9329708430411639e-09
6.88875,2.9310046709022777e-09
6.889,2.9290291747191237e-09
6.88925,2.9270480084827793e-09
6.8895,2.9250640706517761e-09
6.88975,2.9230801869888852e-09
6.89,2.9210987213066536e-09
6.89025,2.9191219993056244e-09
6.8905,2.917150985987342e-09
6.89075,2.9151869613577341e-09
6.891,2.9132300271921191e-09
6.89125,2.9112806531772397e-09
6.8915,2.9093355579007693e-09
6.89175,2.9073921825527662e-09
6.892,2.9054476771434932e-09
6.89225,2.9034958499718176e-09
6.8925,2.9015310218705407e-09
6.89275,2.8995457735712927e-09
6.893,2.8975325436661796e-09
6.89325,2.8954828199271975e-09
6.8935,2.8933893497295019e-09
6.89375,2.8912447113934248e-09
6.894,2.8890439677065151e-09
6.89425,2.8867815162855343e-09
6.8945,2.8844551058300631e-09
6.89475,2.8820621829241315e-09
6.895,2.8796039556555127e-09
6.89525,2.8770815803646652e-09
6.8955,2.8744979490067092e-09
6.89575,2.8718565221430035e-09
6.896,2.8691601823117051e-09
6.89625,2.8664121925901431e-09
6.8965,2.8636149203539744e-09
6.89675,2.8607704666181834e-09
6.897,2.8578795857829014e-09
6.89725,2.8549426135888036e-09
6.8975,2.8519579609936596e-09
6.89775,2.8489240044176691e-09
6.898,2.8458393459873845e-09
6.89825,2.8427011170330394e-09
6.8985,2.8395042450593615e-09
6.89875,2.8362476687262847e-09
6.899,2.8329255419695196e-09
6.89925,2.829537083822392e-09
6.8995,2.8260801380403653e-09
6.89975,2.822552210511292e-09
6.9,2.8189549667054874e-09
6.90025,2.8152887414911211e-09
6.9005,2.8115561721719123e-09
6.90075,2.8077606802417605e-09
6.901,2.8039065513695164e-09
6.90125,2.8000019141596248e-09
6.9015,2.7960536189714043e-09
6.90175,2.7920708018253238e-09
6.902,2.788063695205525e-09
6.90225,2.7840429162214857e-09
6.9025,2.780018831569373e-09
6.90275,2.7760027405502564e-09
6.903,2.772004236313025e-09
6.90325,2.7680313185527459e-09
6.9035,2.7640925282512389e-09
6.90375,2.7601935848042488e-09
6.904,2.7563382677647098e-09
6.90425,2.7525287400700642e-09
6.9045,2.748764532673241e-09
6.90475,2.7450422689747839e-09
6.905,2.7413570125421513e-09
6.90525,2.7377004478410924e-09
6.9055,2.7340618411938994e-09
6.90575,2.7304299385410728e-09
6.906,2.726793140776432e-09
6.90625,2.723138046800003e-09
6.9065,2.7194495302280805e-09
6.90675,2.7157162707682026e-09
6.907,2.7119269561639618e-09
6.90725,2.7080715811735883e-09
6.9075,2.7041431534967546e-09
6.90775,2.7001371691917843e-09
6.908,2.6960509852942428e-09
6.90825,2.6918846287365165e-09
6.9085,2.6876407610396309e-09
6.90875,2.6833242178209974e-09
6.909,2.6789393772598951e-09
6.90925,2.6744946335737855e-09
6.9095,2.6699978688112351e-09
6.90975,2.665457537710902e-09
6.91,2.6608838636066479e-09
6.91025,2.6562866849163379e-09
6.9105,2.6516733299543503e-09
6.91075,2.647052180144475e-09
6.911,2.6424322842515129e-09
6.91125,2.637817946806015e-09
6.9115,2.6332135538591133e-09
6.91175,2.6286207727521286e-09
6.912,2.6240399286040581e-09
6.91225,2.6194691210489011e-09
6.9125,2.6149053361853403e-09
6.91275,2.6103431070586668e-09
6.913,2.6057764000047846e-09
6.91325,2.6011968548932774e-09
6.9135,2.5965966838705274e-09
6.91375,2.5919687796653877e-09
6.914,2.5873035878488784e-09
6.91425,2.5825956238688425e-09
6.9145,2.5778371935338359e-09
6.91475,2.5730240155990021e-09
6.915,2.5681530462821352e-09
6.91525,2.5632175051935786e-09
6.9155,2.5582167411768475e-09
6.91575,2.5531511255006436e-09
6.916,2.5480203869777822e-09
6.91625,2.5428243769470143e-09
6.9165,2.5375644408167718e-09
6.91675,2.5322415505868168e-09
6.917,2.5268573963316311e-09
6.91725,2.521415227847127e-09
6.9175,2.5159184245325123e-09
6.91775,2.5103721342995046e-09
6.918,2.5047821721659282e-09
6.91825,2.4991537930704061e-09
6.9185,2.4934964830358266e-09
6.91875,2.4878170461870614e-09
6.919,2.4821255129067206e-09
6.91925,2.476428993860096e-09
6.9195,2.4707365358571031e-09
6.91975,2.465055637432171e-09
6.92,2.4593947282742886e-09
6.92025,2.4537597192092579e-09
6.9205,2.4481566980586565e-09
6.92075,2.4425932414603091e-09
6.921,2.4370722276602385e-09
6.92125,2.431599458536341e-09
6.9215,2.4261785385495211e-09
6.92175,2.4208121954944728e-09
6.922,2.4155042319175008e-09
6.92225,2.4102609278307583e-09
6.9225,2.4050806549231324e-09
6.92275,2.3999662688057808e-09
6.923,2.3949175282724575e-09
6.92325,2.3899345816686776e-09
6.9235,2.3850160588046565e-09
6.92375,2.3801579453383587e-09
6.924,2.3753543351084637e-09
6.92425,2.3706002907743779e-09
6.9245,2.3658879015934213e-09
6.92475,2.3612085436418257e-09
6.925,2.3565534313251395e-09
6.92525,2.3519145952869584e-09
6.9255,2.3472822625015819e-09
6.92575,2.3426474425130716e-09
6.926,2.3380036670970713e-09
6.92625,2.3333447483724001e-09
6.9265,2.3286664602408774e-09
6.92675,2.323965827308236e-09
6.927,2.3192434929423774e-09
6.92725,2.3144998257874877e-09
6.9275,2.3097385015606448e-09
6.92775,2.3049635492384038e-09
6.928,2.3001796481589761e-09
6.92825,2.2953931657330708e-09
6.9285,2.290610322906144e-09
6.92875,2.2858376161412477e-09
6.929,2.2810808028123194e-09
6.92925,2.2763463572050963e-09
6.9295,2.2716400784570565e-09
6.92975,2.2669665417522291e-09
6.93,2.2623323206956279e-09
6.93025,2.257740897228229e-09
6.9305,2.2531965843819311e-09
6.93075,2.2487028447087518e-09
6.931,2.2442639068540999e-09
6.93125,2.2398837691795898e-09
6.9315,2.2355644152290765e-09
6.93175,2.2313087003616643e-09
6.932,2.227118352447227e-09
6.93225,2.2229922664400289e-09
6.9325,2.2189313055129647e-09
6.93275,2.2149352643038433e-09
6.933,2.2110032378803359e-09
6.93325,2.2071326933290816e-09
6.9335,2.2033220827195982e-09
6.93375,2.1995693041149984e-09
6.934,2.1958703713077403e-09
6.93425,2.1922264714727444e-09
6.9345,2.1886335164426329e-09
6.93475,2.185088187575996e-09
6.935,2.181588548269228e-09
6.93525,2.1781312510630005e-09
6.9355,2.174715375209112e-09
6.93575,2.171337180776799e-09
6.936,2.1679935343725808e-09
6.93625,2.1646827051111582e-09
6.9365,2.1614004988834279e-09
6.93675,2.1581426576053022e-09
6.937,2.1549069644852984e-09
6.93725,2.1516903506538736e-09
6.9375,2.1484926743414723e-09
6.93775,2.1453141760219717e-09
6.938,2.142154587983627e-09
6.93825,2.1390122222511931e-09
6.9385,2.135891289400746e-09
6.93875,2.1327951647661533e-09
6.939,2.1297279746152403e-09
6.93925,2.1266942397904868e-09
6.9395,2.123698944804044e-09
6.93975,2.1207479679378214e-09
6.94,2.1178459198394737e-09
6.94025,2.1150002680435594e-09
6.9405,2.1122179094247587e-09
6.94075,2.10950594683817e-09
6.941,2.1068720061629571e-09
6.94125,2.1043218109223345e-09
6.9415,2.1018648051801788e-09
6.94175,2.0995048274079111e-09
6.942,2.0972506300520012e-09
6.94225,2.0951083286178817e-09
6.9425,2.0930830754143568e-09
6.94275,2.0911797475570285e-09
6.943,2.0894010700585063e-09
6.94325,2.0877485446413419e-09
6.9435,2.0862234643467311e-09
6.94375,2.0848247927600133e-09
6.944,2.0835499556384265e-09
6.94425,2.0823954881597603e-09
6.9445,2.081355923044571e-09
6.94475,2.0804275917005798e-09
6.945,2.0796037175314997e-09
6.94525,2.0788772799873434e-09
6.9455,2.0782423182776868e-09
6.94575,2.0776911516048293e-09
6.946,2.0772151990746865e-09
6.94625,2.076807031470887e-09
6.9465,2.0764587855960733e-09
6.94675,2.0761617737001669e-09
6.947,2.0759071853561917e-09
6.94725,2.0756877312508145e-09
6.9475,2.0754938110183615e-09
6.94775,2.0753161599242411e-09
6.948,2.0751483933484357e-09
6.94825,2.0749830620849573e-09
6.9485,2.0748133002395279e-09
6.94875,2.0746351091938245e-09
6.949,2.0744449173949052e-09
6.94925,2.0742395921536571e-09
6.9495,2.0740203253551992e-09
6.94975,2.0737882156747578e-09
6.95,2.0735473016428751e-09
6.95025,2.0733044723770968e-09
6.9505,2.0730669252599428e-09
6.95075,2.0728415763586708e-09
6.951,2.0726436629261326e-09
6.95125,2.0724802580991329e-09
6.9515,2.072365309278337e-09
6.95175,2.0723102771053859e-09
6.952,2.0723272182396704e-09
6.95225,2.0724287857229781e-09
6.9525,2.0726265760249759e-09
6.95275,2.0729300151226051e-09
6.953,2.073348980231638e-09
6.95325,2.0738895330718815e-09
6.9535,2.0745577721971163e-09
6.95375,2.0753560699760182e-09
6.954,2.0762843506058456e-09
6.95425,2.0773414596339338e-09
6.9545,2.0785221084094397e-09
6.95475,2.0798189476806299e-09
6.955,2.0812229725783974e-09
6.95525,2.0827222355450861e-09
6.9555,2.0843037012071732e-09
6.95575,2.0859545089797979e-09
6.956,2.0876585737616277e-09
6.95625,2.0893997168438149e-09
6.9565,2.0911650151723759e-09
6.95675,2.0929398075412302e-09
6.957,2.0947106025382437e-09
6.95725,2.0964660605903378e-09
6.9575,2.0981955333021193e-09
6.95775,2.0998919793666708e-09
6.958,2.1015494422826124e-09
6.95825,2.1031632093831078e-09
6.9585,2.104734792967463e-09
6.95875,2.1062644517495407e-09
6.959,2.1077566608633245e-09
6.95925,2.1092170066913458e-09
6.9595,2.1106534867749233e-09
6.95975,2.1120754499470838e-09
6.96,2.1134921171019614e-09
6.96025,2.1149141985624964e-09
6.9605,2.1163511013066629e-09
6.96075,2.1178120867876633e-09
6.961,2.1193044923332435e-09
6.96125,2.1208359426489016e-09
6.9615,2.1224099493694827e-09
6.96175,2.1240281239465681e-09
6.962,2.1256933013673347e-09
6.96225,2.1274033843912778e-09
6.9625,2.12915771066263e-09
6.96275,2.130951926201576e-09
6.963,2.1327822515501299e-09
6.96325,2.134645896188541e-09
6.9635,2.1365408636176556e-09
6.96375,2.1384644133673676e-09
6.964,2.1404149600090157e-09
6.96425,2.142393124931044e-09
6.9645,2.1444001168851934e-09
6.96475,2.1464381303817269e-09
6.965,2.1485100222686054e-09
6.96525,2.1506185963564668e-09
6.9655,2.1527692640382629e-09
6.96575,2.1549664163409804e-09
6.966,2.1572131464055925e-09
6.96625,2.1595131601184297e-09
6.9665,2.1618670416876963e-09
6.96675,2.1642786534120637e-09
6.967,2.1667505051496836e-09
6.96725,2.1692802909319749e-09
6.9675,2.1718682143284521e-09
6.96775,2.174509899261808e-09
6.968,2.1772010803477717e-09
6.96825,2.1799380698565095e-09
6.9685,2.1827118071302584e-09
6.96875,2.1855156761877412e-09
6.969,2.1883417981960987e-09
6.96925,2.1911801838744406e-09
6.9695,2.1940226008634279e-09
6.96975,2.1968596710839749e-09
6.97,2.1996845944246825e-09
6.97025,2.2024896739586572e-09
6.9705,2.2052691853960857e-09
6.97075,2.2080183880474047e-09
6.971,2.2107342962905557e-09
6.97125,2.2134182512058861e-09
6.9715,2.2160711244665083e-09
6.97175,2.2186959611028203e-09
6.972,2.2212990834125144e-09
6.97225,2.2238863077916926e-09
6.9725,2.2264647816582138e-09
6.97275,2.2290460431950294e-09
6.973,2.23164073847862e-09
6.97325,2.2342601853522367e-09
6.9735,2.2369124249772317e-09
6.97375,2.2396102211254504e-09
6.974,2.2423622120943157e-09
6.97425,2.2451770671687782e-09
6.9745,2.2480601800162381e-09
6.97475,2.2510166100236159e-09
6.975,2.2540485972333373e-09
6.97525,2.2571577549205151e-09
6.9755,2.2603451946204289e-09
6.97575,2.2636080556122277e-09
6.976,2.2669426187743559e-09
6.97625,2.2703462643837409e-09
6.9765,2.2738147295387751e-09
6.97675,2.2773439447707651e-09
6.977,2.2809310041187169e-09
6.97725,2.2845705058464769e-09
6.9775,2.2882614742361609e-09
6.97775,2.2920011821689133e-09
6.978,2.2957886798154282e-09
6.97825,2.2996218688874766e-09
6.9785,2.3035010715244556e-09
6.97875,2.3074263249714079e-09
6.979,2.3113971413692165e-09
6.97925,2.3154138298604326e-09
6.9795,2.319476584152134e-09
6.97975,2.3235828789197257e-09
6.98,2.3277348831695431e-09
6.98025,2.3319294141785822e-09
6.9805,2.3361659775072967e-09
6.98075,2.3404431118638739e-09
6.981,2.3447621673962187e-09
6.98125,2.3491197035214702e-09
6.9815,2.3535139767815139e-09
6.98175,2.3579461121291211e-09
6.982,2.362415367808136e-09
6.98225,2.3669230416051086e-09
6.9825,2.3714681103287269e-09
6.98275,2.3760524055069667e-09
6.983,2.3806740980862183e-09
6.98325,2.3853353843007126e-09
6.9835,2.3900344504000349e-09
6.98375,2.394771450270503e-09
6.984,2.39954240246741e-09
6.98425,2.4043458466358769e-09
6.9845,2.409178497290996e-09
6.98475,2.4140328118698477e-09
6.985,2.4189022190635972e-09
6.98525,2.4237812685493859e-09
6.9855,2.4286645828148864e-09
6.98575,2.4335480591274599e-09
6.986,2.4384246300302517e-09
6.98625,2.4432903172639631e-09
6.9865,2.4481425307365771e-09
6.98675,2.4529771220336098e-09
6.987,2.4577941879592688e-09
6.98725,2.4625930956792978e-09
6.9875,2.4673768525107124e-09
6.98775,2.4721463668874382e-09
6.988,2.4769059434714466e-09
6.98825,2.4816602983410682e-09
6.9885,2.4864138961595988e-09
6.98875,2.4911715404670076e-09
6.989,2.4959399029480687e-09
6.98925,2.5007222506014872e-09
6.9895,2.5055239221461411e-09
6.98975,2.5103476155044887e-09
6.99,2.5151995682385992e-09
6.99025,2.5200795769366959e-09
6.9905,2.5249881259096454e-09
6.99075,2.5299240971100956e-09
6.991,2.534887816029392e-09
6.99125,2.5398769775136435e-09
6.9915,2.5448886400917633e-09
6.99175,2.5499191695585846e-09
6.992,2.5549621495982788e-09
6.99225,2.5600178824736787e-09
6.9925,2.5650819038462374e-09
6.99275,2.5701505348526422e-09
6.993,2.5752198627434007e-09
6.99325,2.580290252583288e-09
6.9935,2.5853572873634279e-09
6.99375,2.5904196120830277e-09
6.994,2.5954766932224129e-09
6.99425,2.6005290548104511e-09
6.9945,2.6055782036841854e-09
6.99475,2.6106243109610211e-09
6.995,2.6156716188296669e-09
6.99525,2.6207214541063227e-09
6.9955,2.6257815947117033e-09
6.99575,2.6308547805792064e-09
6.996,2.6359480507129192e-09
6.99625,2.6410655224251407e-09
6.9965,2.6462151573927448e-09
6.99675,2.6513993383089725e-09
6.997,2.6566229071329765e-09
6.99725,2.6618893894934679e-09
6.9975,2.6671971188225974e-09
6.99775,2.6725476947467711e-09
6.998,2.6779357157195475e-09
6.99825,2.6833577372572304e-09
6.9985,2.6888049959224835e-09
6.99875,2.694270987503701e-09
6.999,2.6997459962190346e-09
6.99925,2.7052190641098839e-09
6.9995,2.7106797119740679e-09
6.99975,2.7161158857548984e-09
7.0,2.7215191146814244e-09
7.00025,2.7268766008383667e-09
7.0005,2.73217975555763e-09
7.00075,2.7374189049473055e-09
7.001,2.7425851305218316e-09
7.00125,2.7476722396030546e-09
7.0015,2.7526750642553839e-09
7.00175,2.7575904694262816e-09
7.002,2.7624145589046125e-09
7.00225,2.7671469422464397e-09
7.0025,2.7717876935951576e-09
7.00275,2.7763390904691142e-09
7.003,2.7808061570385928e-09
7.00325,2.7851961368913519e-09
7.0035,2.7895146749038217e-09
7.00375,2.7937714009463492e-09
7.004,2.7979761372774149e-09
7.00425,2.8021393144237508e-09
7.0045,2.8062714366105888e-09
7.00475,2.8103834898923449e-09
7.005,2.8144842212058579e-09
7.00525,2.8185826486491946e-09
7.0055,2.8226882115631774e-09
7.00575,2.8268061796493685e-09
7.006,2.8309408488360758e-09
7.00625,2.8350936517911557e-09
7.0065,2.8392649562418155e-09
7.00675,2.8434538604275887e-09
7.007,2.847656648276957e-09
7.00725,2.8518687194639899e-09
7.0075,2.8560849242537584e-09
7.00775,2.860298619467645e-09
7.008,2.8645018033745263e-09
7.00825,2.8686863689274988e-09
7.0085,2.8728455280998092e-09
7.00875,2.8769697170119397e-09
7.009,2.881050114372382e-09
7.00925,2.8850792705178229e-09
7.0095,2.8890473724935539e-09
7.00975,2.8929453162819574e-09
7.01,2.8967653691778044e-09
7.01025,2.9004993147948265e-09
7.0105,2.9041396482662929e-09
7.01075,2.9076801104029485e-09
7.011,2.9111160627281666e-09
7.01125,2.9144438968359801e-09
7.0115,2.9176623997088208e-09
7.01175,2.9207710644296529e-09
7.012,2.9237720035029407e-09
7.01225,2.9266678586130425e-09
7.0125,2.9294634954868089e-09
7.01275,2.9321648281411164e-09
7.013,2.9347799164106277e-09
7.01325,2.9373163485571745e-09
7.0135,2.9397831416015245e-09
7.01375,2.9421896482037261e-09
7.014,2.94454556689021e-09
7.01425,2.9468617579906996e-09
7.0145,2.9491484177463178e-09
7.01475,2.951415110455612e-09
7.015,2.9536718269325755e-09
7.01525,2.9559283750599818e-09
7.0155,2.9581928205574617e-09
7.01575,2.9604729617086286e-09
7.016,2.9627748916872162e-09
7.01625,2.9651019356633584e-09
7.0165,2.9674564238567956e-09
7.01675,2.9698366736311633e-09
7.017,2.9722396267940099e-09
7.01725,2.9746588347524646e-09
7.0175,2.9770857161040294e-09
7.01775,2.9795093091272151e-09
7.018,2.9819162565000932e-09
7.01825,2.9842936093963616e-09
7.0185,2.9866267078184634e-09
7.01875,2.9889011097583409e-09
7.019,2.9911027472347114e-09
7.01925,2.9932195938373386e-09
7.0195,2.9952396891924303e-09
7.01975,2.9971539291326358e-09
7.02,2.9989549486004214e-09
7.02025,3.0006372020836994e-09
7.0205,3.002198575698431e-09
7.02075,3.0036375741941241e-09
7.021,3.0049548314414336e-09
7.02125,3.0061525589006532e-09
