Physical Time (s),ea_bot Monitor (W): bot_cv1,ea_bot Monitor (W): bot_cv2,ea_bot Monitor (W): bot_cv3,ea_bot Monitor (W): bot_cv4,ea_bot Monitor (W): bot_cv5,ea_bot Monitor (W): bot_cv6,ea_bot Monitor (W): bot_cv7
0.36,2.5296597795505756e-12,-1.3540143344035543e-12,-9.9025348403231603e-13,-2.4308754176915702e-14,-5.5084900487891493e-17,-6.1512122921758591e-17,2.6302977556060792e-15
0.3625,2.8750858214981006e-12,-1.2923218446993886e-12,-1.0887933168893165e-12,-4.2374125973123006e-14,-5.2969911585293403e-16,-1.4084190892751773e-16,1.7119809767541548e-15
0.365,3.233923924034897e-12,-1.2266475096219567e-12,-1.1925733804059415e-12,-6.659018584808705e-14,-2.6004590506244152e-15,-4.3245342037421957e-16,6.6409477805937815e-16
0.3675,3.5943206416572554e-12,-1.1651825214656339e-12,-1.3010729140339997e-12,-9.5992452537795626e-14,-6.1985808382564215e-15,-9.8069979563389468e-16,9.5598444171341234e-17
0.37,3.9440891784827122e-12,-1.1177102683391843e-12,-1.4149620817125523e-12,-1.2936689653901708e-13,-1.1248721401009374e-14,-1.8793370323710296e-15,-9.7975321168516304e-18
0.3725,4.2711601176758248e-12,-1.0944874205807064e-12,-1.5357146681753451e-12,-1.6537262212699855e-13,-1.7616913237084047e-14,-3.2268441572482881e-15,-7.7642754986068704e-17
0.375,4.5641504055558587e-12,-1.1047738443675486e-12,-1.6648570414812053e-12,-2.0250980646147109e-13,-2.5009114507071463e-14,-5.0561369601278806e-15,-5.2644971321698183e-16
0.3775,4.813037789250589e-12,-1.1555408647220249e-12,-1.8030061663423141e-12,-2.3902215931470574e-13,-3.2888189798249944e-14,-7.2678262517813366e-15,-1.4473997155846438e-15
0.38,5.0098193862316811e-12,-1.2503302223103981e-12,-1.9489224802733814e-12,-2.7283307133223483e-13,-4.0465523504122958e-14,-9.5981010436945757e-15,-2.5509562896709537e-15
0.3825,5.1493933260344984e-12,-1.388233261135725e-12,-2.0989486672387518e-12,-3.0160849085970816e-13,-4.6798330439352141e-14,-1.1651205327419518e-14,-3.3655274420658793e-15
0.385,5.2303345315730722e-12,-1.563584337346871e-12,-2.2470960358128053e-12,-3.2302172454990394e-13,-5.0975216334393352e-14,-1.3005605524451146e-14,-3.5325430471894971e-15
0.3875,5.255280083182531e-12,-1.7665335757163554e-12,-2.3856602546142864e-12,-3.350845995901882e-13,-5.2325493185905548e-14,-1.3364361367933523e-14,-3.0112796827871197e-15
0.39,5.230762022855299e-12,-1.9838554393877705e-12,-2.506179155686916e-12,-3.3654238188256634e-13,-5.0586441777069479e-14,-1.2665497934762829e-14,-2.0755631373852168e-15
0.3925,5.1665524089981016e-12,-2.2005209689972793e-12,-2.600703656629383e-12,-3.2714134076077387e-13,-4.5965898046181721e-14,-1.1095000859044108e-14,-1.1263782445435257e-15
0.395,5.0747205493125236e-12,-2.4010747683259158e-12,-2.6627643772782593e-12,-3.0773638992948615e-13,-3.9091512729200977e-14,-8.9947510252039871e-15,-4.5810528231142568e-16
0.3975,4.9681468464772839e-12,-2.5711083608438574e-12,-2.688177856474797e-12,-2.8017243204282358e-13,-3.0877090218292356e-14,-6.7273954542797586e-15,-1.3644634851000366e-16
0.4,4.8586780295718266e-12,-2.6987214263836575e-12,-2.6754164701319964e-12,-2.47003456989665e-13,-2.2352142439311763e-14,-4.5819921164940794e-15,-4.6621295344925833e-17
0.4025,4.7550786275254599e-12,-2.7756605259662389e-12,-2.6257631681894021e-12,-2.1113554956708712e-13,-1.4494790403105192e-14,-2.7556492487895149e-15,-4.9089501608309113e-17
0.405,4.6614860925964588e-12,-2.7979639777486685e-12,-2.5431286227667964e-12,-1.7540627245818399e-13,-8.0864419141933307e-15,-1.3766305218838775e-15,-1.0323813100813261e-16
0.4075,4.5766648673703138e-12,-2.7664716091612322e-12,-2.4336058735416889e-12,-1.4221839105253709e-13,-3.5897023168051405e-15,-5.1160729948014612e-16,-2.6600285227695595e-16
0.41,4.4946617281080366e-12,-2.6863940088761966e-12,-2.3047742865150413e-12,-1.1327595860351236e-13,-1.07534961473959e-15,-1.4243340131433714e-16,-5.8422038069796341e-16
0.4125,4.406792665040398e-12,-2.566309856734298e-12,-2.1648354863127164e-12,-8.9476940529235481e-14,-2.3219177408612555e-16,-1.488004218859982e-16,-9.8570521609437379e-16
0.415,4.3044086549619748e-12,-2.4168283856211745e-12,-2.0218497485211373e-12,-7.0958145471683558e-14,-4.7962146970461569e-16,-3.3845383542655233e-16,-1.2679671963073779e-15
0.4175,4.1817913169013966e-12,-2.2492809155215191e-12,-1.8830409572182565e-12,-5.728486211205598e-14,-1.156451791424238e-15,-5.2315193895352382e-16,-1.2023817168648081e-15
0.42,4.0383547804282063e-12,-2.0744582686284093e-12,-1.7542914518993784e-12,-4.7709265685023226e-14,-1.7186296508836531e-15,-5.9386447319787165e-16,-6.781560329958604e-16
0.4225,3.8791715174280739e-12,-1.9018241518473024e-12,-1.6399877465464174e-12,-4.1430353264058023e-14,-1.8711584301374784e-15,-5.4576399415478394e-16,2.1002858721599463e-16
0.425,3.7141273105615153e-12,-1.7389426001592595e-12,-1.5430923133799143e-12,-3.7785168693135457e-14,-1.5894559098170455e-15,-4.4455723760381476e-16,1.1902278201748023e-15
0.4275,3.5559156963711635e-12,-1.5915024179932443e-12,-1.4654089014571533e-12,-3.6334994132484562e-14,-1.0419408052036977e-15,-3.7303218644396519e-16,1.9298805986640081e-15
0.43,3.4177456533460291e-12,-1.4634420652175965e-12,-1.4079639751978945e-12,-3.68631337843266e-14,-4.6993283253223148e-16,-3.9660764229761155e-16,2.1830541795319391e-15
0.4325,3.3114942761430882e-12,-1.3574089224210281e-12,-1.371411992874706e-12,-3.9307784068786639e-14,-8.9142872289533235e-17,-5.5828461987418756e-16,1.8806357955669079e-15
0.435,3.2467263130947054e-12,-1.275182873318621e-12,-1.356333564983034e-12,-4.3696977532938525e-14,-3.8505787570123414e-17,-8.8436523633552404e-16,1.1394419564319258e-15
0.4375,3.2305290370544233e-12,-1.2181416038542887e-12,-1.3635323121922796e-12,-5.0091321837725505e-14,-3.7159727545639312e-16,-1.3780898006812133e-15,2.0501932439885602e-16
0.44,3.268082594273027e-12,-1.1874799250575251e-12,-1.3941498363707518e-12,-5.8554600682793223e-14,-1.0680214758107116e-15,-1.9971949787599827e-15,-6.4895534108652815e-16
0.4425,3.3631944263099125e-12,-1.1846595129661551e-12,-1.4497014270330981e-12,-6.9127931431899192e-14,-2.0479744160571147e-15,-2.6367231128034119e-15,-1.2148016978340639e-15
0.445,3.5190021715975076e-12,-1.211284469788602e-12,-1.5319331953099828e-12,-8.1823831301325185e-14,-3.1856477961739923e-15,-3.1429206271522532e-15,-1.4076037679931492e-15
0.4475,3.7371193622852058e-12,-1.269171848527418e-12,-1.6425837482920506e-12,-9.6606807283731513e-14,-4.327603381645816e-15,-3.3644798992167958e-15,-1.2698908102166615e-15
0.45,4.0169644307444511e-12,-1.3600353167447008e-12,-1.7829927084747358e-12,-1.1338059511122448e-13,-5.3225419679937788e-15,-3.218091435933048e-15,-9.3134157625539204e-16
0.4525,4.3546175918460466e-12,-1.4851784454795523e-12,-1.9536288639873687e-12,-1.3197872893488576e-13,-6.0547553266151287e-15,-2.730759734937941e-15,-5.4664110174486639e-16
0.455,4.7420440023630265e-12,-1.6447012780765234e-12,-2.1535246694315818e-12,-1.5216187484796919e-13,-6.4710160759749326e-15,-2.0319568905531269e-15,-2.3761878553940995e-16
0.4575,5.1668109085400727e-12,-1.836826362213005e-12,-2.3797954907411758e-12,-1.7359785477876337e-13,-6.5879028769026172e-15,-1.3000069970801613e-15,-6.1781435334904824e-17
0.46,5.6123519556006779e-12,-2.0573746675412135e-12,-2.6272668661833357e-12,-1.9586678727931362e-13,-6.4774298995505245e-15,-6.9351787190371214e-16,-1.4031869169601894e-17
0.4625,6.0580179825820959e-12,-2.2983857572532364e-12,-2.8876068880358413e-12,-2.1843021137154665e-13,-6.2414161388956431e-15,-3.0513715183683553e-16,-5.289804937283173e-17
0.465,6.4824690025339379e-12,-2.5490804295873641e-12,-3.1504969338386125e-12,-2.4070498714650865e-13,-5.9808680282404963e-15,-1.4953969336242644e-16,-1.3465917854410814e-16
0.4675,6.8652946065854158e-12,-2.7962451341835069e-12,-3.4040913348586668e-12,-2.6205261082420501e-13,-5.7755887608638357e-15,-1.8511415295885749e-16,-2.3821635474061028e-16
0.47,7.1888012404925203e-12,-3.0250582552870229e-12,-3.6358479026564579e-12,-2.8179261467084428e-13,-5.6766882435877669e-15,-3.4228083037625619e-16,-3.7019041724726507e-16
0.4725,7.4397134227817302e-12,-3.2206838460756643e-12,-3.8337944045510121e-12,-2.9923620273966543e-13,-5.708816110766538e-15,-5.4451668205440198e-16,-5.5162998390774482e-16
0.475,7.6101711537130267e-12,-3.3699868355606957e-12,-3.9877873931639836e-12,-3.1370659095544188e-13,-5.8760546839326211e-15,-7.2164239785420071e-16,-7.9612867816717854e-16
0.4775,7.6980141940122583e-12,-3.4629195340205238e-12,-4.0904075170113464e-12,-3.2458315886743924e-13,-6.1662216548232848e-15,-8.2138838844555404e-16,-1.091973665912957e-15
0.48,7.7061409968850643e-12,-3.4937382016829581e-12,-4.1375951714209794e-12,-3.3131807614471613e-13,-6.5499165475656939e-15,-8.2075038805599804e-16,-1.3975015815900348e-15
0.4825,7.641568590336047e-12,-3.461521554431165e-12,-4.1289098396112847e-12,-3.3346676825056022e-13,-6.9747187086766007e-15,-7.3181343462912279e-16,-1.6519406851949639e-15
0.485,7.5139557700638401e-12,-3.3701210538173541e-12,-4.0672288618318695e-12,-3.3074617118787513e-13,-7.361149070979323e-15,-5.9428941194001076e-16,-1.7955634141106277e-15
0.4875,7.3347399498021535e-12,-3.2273261689669044e-12,-3.9584538067146452e-12,-3.2306910427089041e-13,-7.6078332662301684e-15,-4.5635330043769554e-16,-1.7905370867892839e-15
0.49,7.1164677142255438e-12,-3.0439212488958154e-12,-3.8109450162396569e-12,-3.1060521418717308e-13,-7.6072559470880734e-15,-3.5219151068996357e-16,-1.6339960177213406e-15
0.4925,6.871570937093379e-12,-2.8326323097553896e-12,-3.6345064163042505e-12,-2.938203700671052e-13,-7.2739082135831201e-15,-2.8894669669870137e-16,-1.3587063271001941e-15
0.495,6.6124366879312488e-12,-2.6065541777841276e-12,-3.4395422822013882e-12,-2.7346804008227584e-13,-6.5708625114489892e-15,-2.4985919236666449e-16,-1.0211433874910116e-15
0.4975,6.350425427640158e-12,-2.378409875670541e-12,-3.2363482031066547e-12,-2.5052188120069869e-13,-5.5302664944879863e-15,-2.0962240450819734e-16,-6.8410894575709582e-16
0.5,6.0958413834608439e-12,-2.159601198915973e-12,-3.0345569181311901e-12,-2.2610158198023011e-13,-4.2554280257546434e-15,-1.5188734878873097e-16,-3.9904812535044444e-16
0.5025,5.8575337208188679e-12,-1.9598194075176279e-12,-2.8427702312877259e-12,-2.0136896008493974e-13,-2.9072329902925806e-15,-8.023894222225051e-17,-1.9420094511100553e-16
0.505,5.6425325191773287e-12,-1.7865296794318058e-12,-2.6680356161436933e-12,-1.7739978068213047e-13,-1.6745501436275484e-15,-1.8643400939085426e-17,-7.1808525089984719e-17
0.5075,5.4560921361064322e-12,-1.6448730709685642e-12,-2.5157659746912217e-12,-1.5509085345516809e-13,-7.4615347256197722e-16,-5.1189317870289099e-18,-1.5137325258462247e-17
0.51,5.3016265243121645e-12,-1.5382772305879801e-12,-2.3898370780627454e-12,-1.3512342247191978e-13,-2.8699219881453987e-16,-8.357894876907346e-17,-2.3017311762377393e-19
0.5125,5.1810957020662997e-12,-1.468504885834999e-12,-2.2927944631363746e-12,-1.1795700471547926e-13,-4.1879082819682292e-16,-2.9612660508188639e-16,-6.2269141586782915e-18
0.515,5.0953118515055805e-12,-1.4360409633660829e-12,-2.2261511374580683e-12,-1.0384295231164376e-13,-1.2013365455679863e-15,-6.7511487218771861e-16,-2.0000467656077422e-17
0.5175,5.0442587876850213e-12,-1.4404550341914232e-12,-2.1905888200843988e-12,-9.2866472809754325e-14,-2.6141869571124505e-15,-1.2339399009606083e-15,-3.4751187092164446e-17
0.52,5.0274128669565138e-12,-1.4805537285471463e-12,-2.1863520366666356e-12,-8.4984015748856807e-14,-4.5435511356606206e-15,-1.9583120988583693e-15,-4.603963165398146e-17
0.5225,5.0441501667719143e-12,-1.554613232884204e-12,-2.213312588330965e-12,-8.006780597319097e-14,-6.7828117144513125e-15,-2.8022581739782479e-15,-4.9627077841449341e-17
0.525,5.0939993297395077e-12,-1.6599624800374846e-12,-2.2710451575943789e-12,-7.7976399133970844e-14,-9.0531010198233726e-15,-3.6920691661061678e-15,-4.2875728004099472e-17
0.5275,5.1769273724419031e-12,-1.7931527360634967e-12,-2.3589354252875994e-12,-7.8616968843752208e-14,-1.1045201903123053e-14,-4.5396842290636423e-15,-2.7867934309706253e-17
0.53,5.2934360091910548e-12,-1.949700773938622e-12,-2.476094757198041e-12,-8.2011990076691016e-14,-1.2471816459143818e-14,-5.2607179116460541e-15,-1.1963357702453365e-17
0.5325,5.4445992912775711e-12,-2.1239865374889309e-12,-2.6212223465227796e-12,-8.8356447958107861e-14,-1.3120603698352837e-14,-5.7909152871617446e-15,-4.2875277530869557e-18
0.535,5.6320604964920882e-12,-2.3091718156731159e-12,-2.792448728264137e-12,-9.8035178460408748e-14,-1.2893110537340383e-14,-6.0950298060717953e-15,-1.02463943855467e-17
0.5375,5.8575521637477113e-12,-2.4973388171352448e-12,-2.987098687481057e-12,-1.1161125736113575e-13,-1.182079230062051e-14,-6.1685744013915285e-15,-2.9534583425738981e-17
0.54,6.1224555497488752e-12,-2.6796301420650681e-12,-3.2015703334743432e-12,-1.2976262604289145e-13,-1.0060822077375156e-14,-6.0333915776254527e-15,-6.1222534683310753e-17
0.5425,6.4270580911687132e-12,-2.846786414508633e-12,-3.4311276726806264e-12,-1.5316859337180957e-13,-7.8737591722943646e-15,-5.7293001126744327e-15,-1.1513364529547736e-16
0.545,6.769637859758861e-12,-2.9898094450368237e-12,-3.6699436495015123e-12,-1.8235804263940549e-13,-5.5878869787942592e-15,-5.3051456572999767e-15,-2.2312138329075423e-16
0.5475,7.1457718009080613e-12,-3.1006499099563373e-12,-3.9111794758794691e-12,-2.1754040427272252e-13,-3.5517933259474384e-15,-4.8114891667629485e-15,-4.4098212372917568e-16
0.55,7.5478753950607338e-12,-3.172964443950827e-12,-4.1473272667859712e-12,-2.5847023053977587e-13,-2.0853875730595274e-15,-4.2950557127888742e-15,-8.3536312428334339e-16
0.5525,7.9651125019765501e-12,-3.2028852980659435e-12,-4.3705683324911951e-12,-3.043305375569098e-13,-1.4339658898252644e-15,-3.7946248028433742e-15,-1.4577596740057936e-15
0.555,8.3837959008855953e-12,-3.189310044948212e-12,-4.5732265188547863e-12,-3.5368873539299211e-13,-1.7316273999062389e-15,-3.3384227327557367e-15,-2.3154439057383388e-15
0.5575,8.7881574376502764e-12,-3.1340880545509507e-12,-4.7483797815482653e-12,-4.0454959370314236e-13,-2.9790394791736726e-15,-2.942604856949641e-15,-3.3531505173864742e-15
0.56,9.1614143958756528e-12,-3.0423621779218237e-12,-4.8905008515776276e-12,-4.5449720074615082e-13,-5.0400435300640814e-15,-2.6107747546873641e-15,-4.4557824833658316e-15
0.5625,9.4873737486767876e-12,-2.9219935103750915e-12,-4.9960794356887866e-12,-5.0091393092864577e-13,-7.6576599029211005e-15,-2.3364926447973098e-15,-5.4728610548527096e-15
0.565,9.7518746886083287e-12,-2.7829216928516956e-12,-5.0638168040632246e-12,-5.4123754993965572e-13,-1.0489915153576095e-14,-2.1066619062576078e-15,-6.2585145498196325e-15
0.5675,9.944092997059503e-12,-2.6362536776698998e-12,-5.0946406951653456e-12,-5.7324181365184287e-13,-1.3160562365747348e-14,-1.9060876713151812e-15,-6.7090940176339667e-15
0.57,1.0057276033468904e-11,-2.4931486956442634e-12,-5.0915568271707004e-12,-5.9525267563386354e-13,-1.5313233637908413e-14,-1.7187659591051997e-15,-6.78378573168301e-15
0.5725,1.0089241198657824e-11,-2.3638723735140999e-12,-5.0590564600344654e-12,-6.0629542631289278e-13,-1.6661199969004396e-14,-1.531727108103216e-15,-6.5026408152982755e-15
0.575,1.004278523958405e-11,-2.2565770331595014e-12,-5.0025158319135146e-12,-6.0615151516952788e-13,-1.702709475945349e-14,-1.3372886644921512e-15,-5.9293189337962117e-15
0.5775,9.9246946749617248e-12,-2.1769837040143023e-12,-4.9276716817014258e-12,-5.9532903653765311e-13,-1.6364189023394606e-14,-1.1334207108327003e-15,-5.1477556367595951e-15
0.58,9.7454411282316957e-12,-2.1279186861890513e-12,-4.8400542012659864e-12,-5.7492828034218732e-13,-1.4757440679448007e-14,-9.2556474868751939e-16,-4.2397611557719847e-15
0.5825,9.517850873892805e-12,-2.1094965663172179e-12,-4.7446090497976834e-12,-5.4655038620921358e-13,-1.2412033023990525e-14,-7.2816918218502441e-16,-3.281869619517273e-15
0.585,9.256234615753233e-12,-2.1194422566461323e-12,-4.6456017282814203e-12,-5.1212266517919112e-13,-9.6287969223875865e-15,-5.6578929168126562e-16,-2.3484066183703779e-15
0.5875,8.9754388701173408e-12,-2.1536148660716832e-12,-4.5466064860316205e-12,-4.7373896208035626e-13,-6.7716190285899462e-15,-4.722881847794171e-16,-1.5117267551667356e-15
0.59,8.6900150185079434e-12,-2.2066746921226138e-12,-4.450702857169462e-12,-4.3353768742583704e-13,-4.2219098129577898e-15,-4.8736746367052032e-16,-8.3703939747351873e-16
0.5925,8.413523862916288e-12,-2.2727670172803286e-12,-4.3606175234908625e-12,-3.9357409733813996e-13,-2.3290317424697061e-15,-6.501203130893175e-16,-3.6722994515413668e-16
0.595,8.1580048514237904e-12,-2.3461285996654182e-12,-4.2789043975582707e-12,-3.5568834136119122e-13,-1.3569370901676133e-15,-9.9019311254611726e-16,-1.0762451724766108e-16
0.5975,7.9338403430930312e-12,-2.4214435113860493e-12,-4.2079938441181872e-12,-3.2141955503140832e-13,-1.4360103390674256e-15,-1.5180691028640794e-15,-2.0650726396034127e-17
0.6,7.7496472818616908e-12,-2.4939956453544935e-12,-4.1502114744404802e-12,-2.9194344102933222e-13,-2.5302036950374296e-15,-2.2164656181669676e-15,-3.6963532560291671e-17
0.6025,7.6121140074034545e-12,-2.5598029234039491e-12,-4.1077795167087222e-12,-2.680569641869003e-13,-4.4285901492396679e-15,-3.0356030524548414e-15,-8.00565576219128e-17
0.605,7.5259418478598951e-12,-2.6156441774749259e-12,-4.0826528000973207e-12,-2.5022326921616332e-13,-6.7692008076857821e-15,-3.8944520196430764e-15,-9.3523034951937698e-17
0.6075,7.4938356762229201e-12,-2.6590582636669693e-12,-4.0764896810983825e-12,-2.386681260415909e-13,-9.0936289995202688e-15,-4.6905923008286526e-15,-5.833246748385769e-17
0.61,7.5165839588743984e-12,-2.6883824446046726e-12,-4.0906881956026961e-12,-2.3350191668281265e-13,-1.0928396578936861e-14,-5.3154479344746246e-15,7.5000529980629695e-18
0.6125,7.5932842033927012e-12,-2.702545832779811e-12,-4.1261856601567655e-12,-2.348849171370057e-13,-1.1881203634303762e-14,-5.6718481027851866e-15,6.5697870643682705e-17
0.615,7.7214738188424534e-12,-2.7012123740213877e-12,-4.1835622842301039e-12,-2.4311034903772461e-13,-1.1724479726906137e-14,-5.6912758220456059e-15,8.1692681360369714e-17
0.6175,7.8974063115928929e-12,-2.6848063302819756e-12,-4.262978876462103e-12,-2.5867117326448523e-13,-1.0455366626797985e-14,-5.3486118287703122e-15,4.3918486607267889e-17
0.62,8.1165263147233381e-12,-2.6543353351911454e-12,-4.3642023687049359e-12,-2.8221824196016698e-13,-8.3172544345670597e-15,-4.6711744673527442e-15,-3.1331960057386001e-17
0.6225,8.3736042880929538e-12,-2.6117404448890798e-12,-4.4865817037456352e-12,-3.1449000945475988e-13,-5.7768067881621677e-15,-3.739379033362861e-15,-1.091390981606821e-16
0.625,8.6634816652906654e-12,-2.5591272196177787e-12,-4.629064851846701e-12,-3.5613520206457075e-13,-3.4523875433298597e-15,-2.6776358214960351e-15,-1.5433146966157489e-16
0.6275,8.9809617822620379e-12,-2.4994697338370636e-12,-4.7901498188807921e-12,-4.0752921354077161e-13,-2.0143433506014513e-15,-1.6362881538578785e-15,-1.4804519961399509e-16
0.63,9.3212843208772936e-12,-2.4361533653347954e-12,-4.968064972992163e-12,-4.685818160872173e-13,-2.0673554035298155e-15,-7.6720003120226151e-16,-9.7397613983298551e-17
0.6325,9.6800626687268551e-12,-2.372952892745855e-12,-5.1607396105668513e-12,-5.385920272417584e-13,-4.0421681724163136e-15,-1.973209864951273e-16,-3.3666765982077615e-17
0.635,1.0053285827974703e-11,-2.3137629459425794e-12,-5.3658503385722943e-12,-6.1618891890506315e-13,-8.1140542699918181e-15,-5.5786934986392561e-18,-4.30311654731623e-19
0.6375,1.0437034092190674e-11,-2.2625791235510023e-12,-5.5808223961041108e-12,-6.9932172126432349e-13,-1.4161311520051963e-14,-2.0817832773256085e-16,-3.7493317976236161e-17
0.64,1.0827238116425014e-11,-2.2232213363536273e-12,-5.8027759891216946e-12,-7.8533772131823834e-13,-2.1771815751716383e-14,-7.5555307729715769e-16,-1.6634235607862419e-16
0.6425,1.1219217080120344e-11,-2.1993132007450531e-12,-6.0285760969588821e-12,-8.711836798782261e-13,-3.0303367406267229e-14,-1.5425376190091842e-15,-3.8170421331558027e-16
0.645,1.16077689055145e-11,-2.1934852666763286e-12,-6.2548028100721675e-12,-9.5364125998089948e-13,-3.8973875144929279e-14,-2.4294278585970031e-15,-6.5142486712292878e-16
0.6475,1.1986722648161789e-11,-2.2077833170220025e-12,-6.4777108961529784e-12,-1.0295732254415859e-12,-4.6975726674690466e-14,-3.2679899848949786e-15,-9.2433308473967887e-16
0.65,1.2348914919664108e-11,-2.2432142210214827e-12,-6.6932618733373621e-12,-1.0961381959338368e-12,-5.3585386612534116e-14,-3.9269116645543561e-15,-1.1431496857355143e-15
0.6525,1.268619817449459e-11,-2.2996388639623304e-12,-6.897174323284836e-12,-1.150987941396988e-12,-5.8250733319122804e-14,-4.3118529461666514e-15,-1.2592948826314569e-15
