Physical Time (s),enthalpy_storage_vol Monitor (N): cv1,enthalpy_storage_vol Monitor (N): cv2,enthalpy_storage_vol Monitor (N): cv3,enthalpy_storage_vol Monitor (N): cv4,enthalpy_storage_vol Monitor (N): cv5,enthalpy_storage_vol Monitor (N): cv6,enthalpy_storage_vol Monitor (N): cv7
0.23737688,0.014701398844991585,0.033078569639139931,0.061886254184473966,0.094831934997041498,0.13051883411551068,0.21348045906734642,0.35794453808251181
0.23742752,0.014765676118507664,0.033116180146270401,0.061878223075109505,0.094831436574734612,0.13056717140688456,0.21351220165501944,0.3579787485514026
0.23747815,0.014827709333645836,0.033153157442732756,0.061879832061013808,0.094825170458203628,0.13061977560327809,0.21354524015677195,0.35801260370486293
0.23752878,0.014886602151331318,0.033188141887358032,0.061891799532418225,0.094813624056331369,0.13067647194724702,0.21357941039159539,0.35804601641602862
0.23757942,0.014941329680157909,0.033220186151599738,0.061914602098649234,0.094797366076690801,0.13073709621225907,0.21361458501320479,0.35807893964686888
0.23763006,0.01499068845434774,0.03324881395540704,0.061948429694414192,0.094777038841477701,0.13080147396843841,0.21365065376285047,0.35811134765357899
0.23768069,0.015033296256327874,0.033274022602072878,0.06199306671290955,0.094753299926080878,0.1308693990281731,0.21368748963855622,0.35814321083851264
0.23773132,0.015067658920786379,0.033296231476289018,0.062047775169704389,0.094726812161170917,0.13094061484717526,0.2137249305664089,0.35817446584717727
0.23778196,0.015092390958441379,0.033316199243709821,0.062111207258029932,0.094698175163243928,0.13101479869661631,0.21376275871828201,0.35820499135535366
0.2378326,0.015106568574935565,0.033334909968228348,0.062181514776566547,0.094667918540643395,0.13109155680189688,0.2138006807717362,0.35823459834406218
0.23788323,0.015110244432099327,0.033353507697332425,0.062256561564039255,0.094636477955752474,0.13117044620186599,0.21383833912549405,0.35826304902559125
0.23793386,0.015104663881581135,0.033373244632624921,0.062334127538047221,0.094604207327086437,0.13125095425176236,0.21387533155833319,0.35829006937825414
0.2379845,0.015092056681751741,0.033395403315142638,0.062412014435409079,0.094571290462530627,0.13133249189288732,0.21391116411178207,0.35831529953992236
0.23803513,0.015075542667585651,0.033421346402164008,0.062488321407005755,0.09453796922181705,0.13141462192145842,0.21394550321256386,0.35833854383731228
0.23808577,0.015057902257751912,0.0334521395576882,0.062561196240806069,0.094504278932042635,0.13149676452227624,0.21397788505182619,0.35835947823682973
0.2381364,0.015041115952060535,0.033488477601129524,0.062629019934282854,0.094470216722416137,0.13157833233970778,0.21400790730441019,0.35837782757399289
0.23818704,0.015026068945999666,0.03353041001822564,0.062690318881650331,0.094435686835562332,0.13165882767364634,0.21403518951228861,0.35839334031448505
0.23823767,0.015012894090322618,0.033577179311011,0.062743835241829554,0.094400574990029823,0.13173770858130854,0.21405940224506215,0.35840580295423174
0.23828831,0.015001534281145869,0.03362728912837893,0.062788584313855311,0.094364690102956547,0.13181443212479252,0.21408026494541987,0.35841503688588033
